Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Sven Baertschi,2016-17,VAN,L,L,68,18,17,35,-6,8,0.51,16,29,2,6,0,0,0,5,114,15.8,15:53,100.0
Mark Letestu,2016-17,EDM,R,C,78,16,19,35,-2,17,0.45,3,18,11,14,2,3,1,6,120,13.3,14:14,50.5
Andrew Cogliano,2016-17,ANA,L,C,82,16,19,35,+11,26,0.43,13,31,0,0,3,4,0,2,178,9.0,15:08,44.4
Brian Gionta,2016-17,BUF,R,R,82,15,20,35,-11,22,0.43,11,26,3,7,1,2,0,3,149,10.1,16:36,43.4
Andre Burakovsky,2016-17,WSH,L,L,64,12,23,35,+13,14,0.55,10,30,2,5,0,0,0,1,111,10.8,13:16,28.6
Colin Wilson,2016-17,NSH,L,C,70,12,23,35,+7,18,0.50,6,28,6,7,0,0,0,0,113,10.6,14:57,41.0
Andrej Sekera,2016-17,EDM,L,D,80,8,27,35,+14,18,0.44,6,23,1,11,1,1,0,1,128,6.3,21:29,--
Colton Parayko,2016-17,STL,R,D,81,4,31,35,+7,32,0.43,0,24,4,10,0,1,0,2,188,2.1,21:12,--
Patrik Berglund,2016-17,STL,L,C,82,23,11,34,-7,32,0.41,19,26,4,8,0,0,1,5,153,15.0,15:59,50.0
Boone Jenner,2016-17,CBJ,L,C,82,18,16,34,+14,52,0.41,16,31,0,1,2,2,0,4,211,8.5,16:04,50.0
Brandon Sutter,2016-17,VAN,R,C,81,17,17,34,-20,12,0.42,13,26,4,8,0,0,1,1,160,10.6,18:48,54.3
Tobias Rieder,2016-17,ARI,L,L,80,16,18,34,-8,6,0.43,13,26,2,6,1,2,1,1,155,10.3,17:19,30.8
Tyler Toffoli,2016-17,LAK,R,R,63,16,18,34,+6,22,0.54,12,26,4,7,0,1,1,2,165,9.7,16:35,40.0
Sean Couturier,2016-17,PHI,L,C,66,14,20,34,+12,33,0.52,14,31,0,2,0,1,0,2,120,11.7,18:27,55.1
Matt Dumba,2016-17,MIN,R,D,76,11,23,34,+15,59,0.45,5,21,6,12,0,1,1,1,131,8.4,20:20,--
Nick Holden,2016-17,NYR,L,D,80,11,23,34,+13,35,0.43,8,29,3,4,0,1,1,2,84,13.1,20:37,0.0
Jaccob Slavin,2016-17,CAR,L,D,82,5,29,34,+23,12,0.41,4,26,0,4,1,4,0,0,99,5.1,23:26,--
Kris Letang,2016-17,PIT,R,D,41,5,29,34,+2,32,0.83,3,19,2,14,0,1,1,2,122,4.1,25:31,--
Jason Chimera,2016-17,NYI,L,L,82,20,13,33,+1,40,0.40,19,32,0,0,1,1,0,2,121,16.5,13:04,47.1
Gabriel Landeskog,2016-17,COL,L,L,72,18,15,33,-25,62,0.46,12,26,5,6,1,1,1,2,169,10.7,18:47,49.6
Jake Guentzel,2016-17,PIT,L,L,40,16,17,33,+7,10,0.83,15,30,1,3,0,0,0,0,81,19.8,15:53,47.1
Christian Dvorak,2016-17,ARI,L,C,78,15,18,33,+7,22,0.42,13,28,2,5,0,0,0,1,88,17.0,15:37,46.8
Devin Shore,2016-17,DAL,L,C,82,13,20,33,-4,14,0.40,12,27,1,6,0,0,0,0,115,11.3,14:08,47.0
Radek Faksa,2016-17,DAL,L,C,80,12,21,33,-6,67,0.41,12,31,0,2,0,0,0,0,132,9.1,16:10,48.3
Jean-Gabriel Pageau,2016-17,OTT,R,C,82,12,21,33,+13,24,0.40,12,31,0,0,0,2,0,2,169,7.1,16:08,54.8
Jacob Trouba,2016-17,WPG,R,D,60,8,25,33,+4,54,0.55,6,28,2,4,0,1,0,1,154,5.2,24:58,--
Dmitry Orlov,2016-17,WSH,L,D,82,6,27,33,+30,51,0.40,5,27,1,6,0,0,0,0,125,4.8,19:32,--
Markus Granlund,2016-17,VAN,L,C,69,19,13,32,-19,14,0.46,16,25,3,7,0,0,1,3,122,15.6,17:19,39.6
Dylan Larkin,2016-17,DET,L,C,80,17,15,32,-28,37,0.40,11,24,5,7,1,1,0,1,178,9.6,16:09,45.4
Zack Smith,2016-17,OTT,L,C,74,16,16,32,+6,61,0.43,11,27,1,1,4,4,0,1,137,11.7,16:23,52.1
Ryan Dzingel,2016-17,OTT,L,C,81,14,18,32,+7,30,0.40,12,28,1,3,1,1,0,1,123,11.4,14:23,30.0
Leo Komarov,2016-17,TOR,L,R,82,14,18,32,+6,31,0.39,9,20,4,10,1,2,0,1,114,12.3,17:04,45.1
Matt Moulson,2016-17,BUF,L,L,81,14,18,32,-4,10,0.40,3,14,11,18,0,0,0,2,134,10.5,11:36,25.0
Andrew Ladd,2016-17,NYI,L,L,78,23,8,31,-14,45,0.40,19,25,3,5,1,1,1,4,142,16.2,16:11,40.0
Ryan Hartman,2016-17,CHI,R,R,76,19,12,31,+13,70,0.41,18,30,1,1,0,0,1,4,170,11.2,12:46,40.3
Calle Jarnkrok,2016-17,NSH,R,C,81,15,16,31,-1,25,0.38,12,24,2,4,1,3,1,1,134,11.2,15:44,49.4
Alexandre Burrows,2016-17,"VAN,OTT",L,R,75,15,16,31,+3,62,0.41,14,29,1,1,0,1,0,2,143,10.5,14:39,35.7
Matt Cullen,2016-17,PIT,L,C,72,13,18,31,+4,30,0.43,9,25,2,4,2,2,0,2,93,14.0,13:55,51.2
Michael Cammalleri,2016-17,NJD,L,L,61,10,21,31,-9,21,0.51,9,21,1,10,0,0,1,3,142,7.0,17:21,60.7
Damon Severson,2016-17,NJD,R,D,80,3,28,31,-31,58,0.39,3,18,0,13,0,0,0,1,125,2.4,20:21,--
Ryan Strome,2016-17,NYI,R,C,69,13,17,30,-8,40,0.43,11,22,2,8,0,0,0,2,114,11.4,14:36,42.7
Jay Beagle,2016-17,WSH,R,C,81,13,17,30,+20,22,0.37,12,27,0,0,1,3,1,4,100,13.0,13:38,56.4
Dion Phaneuf,2016-17,OTT,L,D,81,9,21,30,-6,100,0.37,4,13,4,16,1,1,0,2,156,5.8,23:02,--
Ivan Provorov,2016-17,PHI,L,D,82,6,24,30,-7,34,0.37,6,25,0,5,0,0,0,1,161,3.7,21:59,--
Andreas Athanasiou,2016-17,DET,L,C,64,18,11,29,-7,28,0.45,17,25,1,4,0,0,2,3,120,15.0,13:28,44.6
Josh Anderson,2016-17,CBJ,R,R,78,17,12,29,+12,89,0.37,17,29,0,0,0,0,0,3,119,14.3,12:01,27.6
Adam Lowry,2016-17,WPG,L,C,82,15,14,29,+1,52,0.35,10,19,5,9,0,1,0,1,122,12.3,16:03,50.8
Andrew Shaw,2016-17,MTL,R,R,68,12,17,29,+4,110,0.43,11,22,1,7,0,0,1,1,127,9.5,15:12,54.6
Craig Smith,2016-17,NSH,R,C,78,12,17,29,+7,30,0.37,10,26,2,3,0,0,0,1,155,7.7,13:49,46.0
Derek Ryan,2016-17,CAR,R,C,67,11,18,29,-8,22,0.43,6,20,4,8,1,1,0,3,73,15.1,14:53,55.3
Robby Fabbri,2016-17,STL,L,C,51,11,18,29,-16,27,0.57,7,20,4,9,0,0,0,0,91,12.1,15:37,54.2
Brendan Gallagher,2016-17,MTL,R,R,64,10,19,29,+7,39,0.45,9,26,1,3,0,0,0,2,187,5.4,15:06,40.5
Joel Ward,2016-17,SJS,R,R,78,10,19,29,-2,30,0.37,7,24,1,3,2,2,0,2,105,9.5,15:57,48.9
Zdeno Chara,2016-17,BOS,L,D,75,10,19,29,+18,59,0.39,7,24,1,3,2,2,0,0,136,7.4,23:20,0.0
Chris Kunitz,2016-17,PIT,L,L,71,9,20,29,0,36,0.41,9,24,0,5,0,0,0,3,134,6.7,15:31,23.1
Noah Hanifin,2016-17,CAR,L,D,81,4,25,29,-19,26,0.36,2,18,2,11,0,0,1,1,108,3.7,17:55,--
Artturi Lehkonen,2016-17,MTL,L,L,73,18,10,28,-1,8,0.38,15,23,2,4,1,1,0,3,158,11.4,13:52,50.0
Bryan Rust,2016-17,PIT,R,R,57,15,13,28,+4,8,0.49,15,27,0,0,0,1,1,1,110,13.6,13:38,40.0
Nick Ritchie,2016-17,ANA,L,L,77,14,14,28,+4,62,0.36,13,26,1,2,0,0,0,3,149,9.4,12:59,50.0
PA Parenteau,2016-17,"NJD,NSH",R,R,67,13,15,28,-18,35,0.42,9,20,4,8,0,0,0,2,123,10.6,14:42,30.0
Travis Konecny,2016-17,PHI,R,R,70,11,17,28,-2,49,0.40,8,24,3,4,0,0,0,0,133,8.3,14:05,0.0
Jussi Jokinen,2016-17,FLA,L,L,69,11,17,28,-15,39,0.41,6,17,4,10,1,1,0,2,118,9.3,17:25,52.1
Vladislav Namestnikov,2016-17,TBL,L,C,74,10,18,28,-4,31,0.38,7,21,3,6,0,1,0,0,114,8.8,14:47,43.5
Zach Hyman,2016-17,TOR,R,L,82,10,18,28,+2,30,0.34,6,24,0,0,4,4,0,3,156,6.4,16:42,37.9
Tomas Plekanec,2016-17,MTL,L,C,78,10,18,28,+10,24,0.36,5,19,3,7,2,2,0,3,139,7.2,16:49,51.2
Jason Demers,2016-17,FLA,R,D,81,9,19,28,-14,53,0.35,9,21,0,5,0,2,0,2,98,9.2,19:37,0.0
Jake Muzzin,2016-17,LAK,L,D,82,9,19,28,-21,46,0.34,5,18,4,10,0,0,0,1,184,4.9,22:18,--
Antoine Vermette,2016-17,ANA,L,C,72,9,19,28,-7,42,0.39,4,17,5,11,0,0,0,1,88,10.2,15:54,62.3
Jeff Petry,2016-17,MTL,R,D,80,8,20,28,+3,22,0.35,6,21,2,7,0,0,0,1,172,4.7,22:07,--
Nick Schmaltz,2016-17,CHI,R,C,61,6,22,28,+10,6,0.46,6,26,0,2,0,0,0,0,66,9.1,13:16,30.9
Marc-Edouard Vlasic,2016-17,SJS,L,D,75,6,22,28,+4,35,0.37,5,20,1,7,0,1,1,2,144,4.2,21:14,--
Nathan Beaulieu,2016-17,MTL,L,D,74,4,24,28,+8,44,0.38,2,16,2,12,0,0,0,1,118,3.4,19:29,--
Jimmy Vesey,2016-17,NYR,L,L,80,16,11,27,-13,26,0.34,11,19,5,8,0,0,0,6,116,13.8,13:38,28.6
Jarome Iginla,2016-17,"COL,LAK",R,R,80,14,13,27,-30,70,0.34,7,16,7,11,0,0,1,4,153,9.2,15:08,53.3
Antoine Roussel,2016-17,DAL,L,L,60,12,15,27,+1,115,0.45,12,24,0,3,0,0,0,3,82,14.6,15:31,43.8
Morgan Rielly,2016-17,TOR,L,D,76,6,21,27,-20,21,0.36,5,22,1,5,0,0,1,1,171,3.5,22:10,--
Mark Streit,2016-17,"PHI,PIT",L,D,68,6,21,27,-12,28,0.40,5,14,1,13,0,0,0,2,114,5.3,18:45,--
Shane Doan,2016-17,ARI,R,R,74,6,21,27,-3,48,0.36,3,22,3,5,0,0,0,0,144,4.2,15:03,47.2
Erik Haula,2016-17,MIN,L,L,72,15,11,26,+5,28,0.36,14,25,1,1,0,0,0,4,134,11.2,13:49,53.9
Sam Bennett,2016-17,CGY,L,C,81,13,13,26,-16,75,0.32,9,21,4,4,0,1,0,0,122,10.7,14:59,46.1
Jonathan Huberdeau,2016-17,FLA,L,C,31,10,16,26,-2,13,0.84,7,19,3,7,0,0,1,2,86,11.6,17:55,44.4
Mikkel Boedker,2016-17,SJS,L,L,81,10,16,26,0,10,0.32,9,24,0,1,1,1,0,2,122,8.2,14:21,27.8
Scott Wilson,2016-17,PIT,L,C,78,8,18,26,0,32,0.33,8,26,0,0,0,0,0,1,127,6.3,10:57,100.0
Ian Cole,2016-17,PIT,L,D,81,5,21,26,+26,72,0.32,5,25,0,1,0,0,0,1,89,5.6,19:49,--
Paul Martin,2016-17,SJS,L,D,81,4,22,26,+10,20,0.32,4,26,0,0,0,0,0,1,57,7.0,19:14,--
Micheal Ferland,2016-17,CGY,L,L,76,15,10,25,-1,50,0.33,13,21,2,4,0,0,0,1,106,14.2,11:34,42.9
Bobby Ryan,2016-17,OTT,R,R,62,13,12,25,-3,24,0.40,11,20,2,5,0,0,0,0,111,11.7,15:32,66.7
Troy Brouwer,2016-17,CGY,R,R,74,13,12,25,-11,31,0.34,7,12,5,11,1,2,0,2,86,15.1,16:13,31.3
Brian Boyle,2016-17,"TBL,TOR",L,C,75,13,12,25,+3,66,0.33,10,19,3,6,0,0,0,2,131,9.9,13:02,52.2
Lars Eller,2016-17,WSH,L,C,81,12,13,25,+15,36,0.31,11,23,0,1,1,1,0,2,115,10.4,13:54,47.1
Daniel Winnik,2016-17,WSH,L,L,72,12,13,25,+15,49,0.35,10,23,0,0,2,2,0,3,82,14.6,12:55,42.9
Jordan Martinook,2016-17,ARI,L,L,77,11,14,25,-8,40,0.32,9,20,1,2,1,3,0,2,109,10.1,15:41,44.4
Dominic Moore,2016-17,BOS,L,C,82,11,14,25,+2,44,0.30,8,21,0,0,3,4,0,1,96,11.5,12:57,54.6
Casey Cizikas,2016-17,NYI,L,C,59,8,17,25,+9,30,0.42,8,24,0,1,0,0,0,1,82,9.8,13:54,49.7
William Karlsson,2016-17,CBJ,L,C,81,6,19,25,+10,10,0.31,5,22,1,1,0,2,0,3,96,6.3,13:23,45.3
Calvin de Haan,2016-17,NYI,L,D,82,5,20,25,+15,36,0.30,4,23,1,2,0,0,0,1,116,4.3,19:51,--
Mike Ribeiro,2016-17,NSH,L,C,46,4,21,25,-5,14,0.54,2,18,2,7,0,0,0,0,38,10.5,15:58,41.2
Jonas Brodin,2016-17,MIN,L,D,68,3,22,25,+5,20,0.37,1,18,2,7,0,0,0,2,85,3.5,19:34,--
Brett Ritchie,2016-17,DAL,R,R,78,16,8,24,+11,38,0.31,15,22,1,2,0,0,0,2,167,9.6,12:54,50.0
Alex Chiasson,2016-17,CGY,R,R,81,12,12,24,-6,46,0.30,11,21,0,2,1,1,0,1,104,11.5,13:23,24.1
Trevor Lewis,2016-17,LAK,R,C,82,12,12,24,-6,30,0.29,11,22,1,2,0,0,0,3,145,8.3,14:16,40.0
Loui Eriksson,2016-17,VAN,L,L,65,11,13,24,-9,8,0.37,6,16,5,7,0,1,0,1,132,8.3,18:41,0.0
Anthony Beauvillier,2016-17,NYI,L,L,66,9,15,24,+1,10,0.36,9,23,0,1,0,0,0,2,101,8.9,13:01,41.4
Colton Sceviour,2016-17,FLA,R,C,80,9,15,24,-16,25,0.30,5,17,1,3,3,4,0,1,172,5.2,14:38,53.5
Pavel Zacha,2016-17,NJD,L,C,70,8,16,24,-17,19,0.34,3,11,5,13,0,0,0,2,83,9.6,14:18,40.3
Sven Andrighetto,2016-17,"MTL,COL",L,R,46,7,17,24,+1,12,0.52,5,20,2,4,0,0,0,0,68,10.3,13:58,70.0
Zack Kassian,2016-17,EDM,R,R,79,7,17,24,+4,101,0.30,7,24,0,0,0,0,0,0,110,6.4,12:18,36.4
Troy Stecher,2016-17,VAN,R,D,71,3,21,24,-16,25,0.34,2,16,1,8,0,0,0,0,125,2.4,19:59,--
Sami Vatanen,2016-17,ANA,R,D,71,3,21,24,+3,30,0.34,1,10,2,14,0,0,0,0,117,2.6,21:40,--
Brett Connolly,2016-17,WSH,R,R,66,15,8,23,+20,40,0.35,14,22,1,1,0,0,0,3,81,18.5,10:41,28.6
Marcus Foligno,2016-17,BUF,L,L,80,13,10,23,-1,73,0.29,12,22,0,0,1,1,0,0,97,13.4,15:28,20.0
Nikolay Kulemin,2016-17,NYI,L,L,72,12,11,23,+3,18,0.32,10,19,1,2,1,2,0,4,74,16.2,13:49,51.9
Chris Tierney,2016-17,SJS,L,C,80,11,12,23,0,6,0.29,9,20,1,1,1,2,0,2,90,12.2,14:36,48.6
Mikhail Grigorenko,2016-17,COL,L,C,75,10,13,23,-14,18,0.31,10,19,0,4,0,0,0,0,85,11.8,14:05,57.8
Tom Pyatt,2016-17,OTT,L,L,82,9,14,23,+9,16,0.28,9,21,0,0,0,2,0,1,95,9.5,15:38,42.9
Radko Gudas,2016-17,PHI,R,D,67,6,17,23,+8,93,0.34,6,22,0,1,0,0,0,0,113,5.3,19:18,--
David Savard,2016-17,CBJ,R,D,74,6,17,23,+33,44,0.31,6,21,0,0,0,2,0,0,135,4.4,21:50,--
Johnny Boychuk,2016-17,NYI,R,D,66,6,17,23,+11,19,0.35,4,17,1,4,1,2,0,2,155,3.9,20:44,100.0
Matt Stajan,2016-17,CGY,L,C,81,6,17,23,+3,40,0.28,6,21,0,0,0,2,0,3,59,10.2,12:41,50.1
Jack Johnson,2016-17,CBJ,L,D,82,5,18,23,+23,32,0.28,4,20,1,2,0,1,0,1,116,4.3,21:49,100.0
Mattias Ekholm,2016-17,NSH,L,D,82,3,20,23,+4,34,0.28,3,19,0,3,0,1,0,1,120,2.5,23:28,--
John Moore,2016-17,NJD,L,D,63,12,10,22,-7,39,0.35,11,19,1,3,0,0,1,1,102,11.8,18:59,--
Melker Karlsson,2016-17,SJS,R,C,67,11,11,22,+7,22,0.33,9,20,0,0,2,2,0,1,73,15.1,12:48,16.7
Tomas Hertl,2016-17,SJS,L,C,49,10,12,22,-8,14,0.45,9,20,1,2,0,0,0,4,100,10.0,17:13,51.7
Jori Lehtera,2016-17,STL,L,C,64,7,15,22,-6,34,0.34,7,19,0,3,0,0,0,1,67,10.5,15:11,49.2
Nic Dowd,2016-17,LAK,R,C,70,6,16,22,-15,25,0.31,5,14,1,8,0,0,1,2,78,7.7,12:27,47.8
Carl Hagelin,2016-17,PIT,L,L,61,6,16,22,+10,16,0.36,6,21,0,0,0,1,0,2,128,4.7,15:29,50.0
Anton Stralman,2016-17,TBL,R,D,73,5,17,22,+1,20,0.30,4,15,1,7,0,0,0,0,130,3.9,22:54,--
Dennis Seidenberg,2016-17,NYI,L,D,73,5,17,22,+25,32,0.30,5,22,0,0,0,0,0,0,89,5.6,19:26,--
Brendan Perlini,2016-17,ARI,L,L,57,14,7,21,-4,20,0.37,11,16,3,5,0,0,0,2,92,15.2,14:50,50.0
Chris Stewart,2016-17,MIN,R,R,79,13,8,21,+3,94,0.27,13,19,0,2,0,0,0,0,82,15.9,10:23,18.2
Aaron Ekblad,2016-17,FLA,R,D,68,10,11,21,-23,58,0.31,5,12,4,8,1,1,1,2,225,4.4,21:28,--
Marian Gaborik,2016-17,LAK,L,R,56,10,11,21,-4,18,0.38,7,16,3,5,0,0,0,3,123,8.1,14:47,0.0
Drew Stafford,2016-17,"WPG,BOS",R,R,58,8,13,21,+6,24,0.36,5,17,3,4,0,0,0,3,109,7.3,13:36,31.8
Justin Abdelkader,2016-17,DET,L,L,64,7,14,21,-20,50,0.33,2,13,5,7,0,1,1,1,104,6.7,16:40,29.4
Jesper Fast,2016-17,NYR,R,R,68,6,15,21,+6,16,0.31,6,21,0,0,0,0,0,1,56,10.7,13:48,38.6
Alexander Edler,2016-17,VAN,L,D,68,6,15,21,-20,36,0.31,4,17,2,4,0,0,0,0,138,4.4,24:19,66.7
Steven Stamkos,2016-17,TBL,R,C,17,9,11,20,+3,14,1.18,6,13,3,7,0,0,0,1,58,15.5,17:53,53.5
Kevin Labanc,2016-17,SJS,R,R,55,8,12,20,+9,22,0.36,8,18,0,2,0,0,1,2,70,11.4,13:41,50.0
Pavel Buchnevich,2016-17,NYR,L,L,41,8,12,20,+6,13,0.49,7,17,1,3,0,0,0,0,55,14.6,13:16,14.3
Oscar Lindberg,2016-17,NYR,L,L,65,8,12,20,+2,32,0.31,8,19,0,1,0,0,0,1,86,9.3,10:50,52.0
Jannik Hansen,2016-17,"VAN,SJS",R,R,43,8,12,20,+2,34,0.47,8,20,0,0,0,0,0,1,73,11.0,16:03,0.0
Blake Comeau,2016-17,COL,R,L,77,8,12,20,-19,58,0.26,5,17,2,2,1,1,0,1,103,7.8,14:59,46.3
Lauri Korpikoski,2016-17,"DAL,CBJ",L,L,69,8,12,20,+5,10,0.29,8,19,0,0,0,1,0,0,108,7.4,12:24,0.0
Jakob Chychrun,2016-17,ARI,L,D,68,7,13,20,-14,47,0.29,6,18,1,2,0,0,0,0,86,8.1,16:40,--
Josh Morrissey,2016-17,WPG,L,D,82,6,14,20,+6,38,0.24,5,19,1,1,0,0,0,3,99,6.1,19:29,--
Hampus Lindholm,2016-17,ANA,L,D,66,6,14,20,+13,36,0.30,5,15,1,5,0,0,0,2,94,6.4,22:27,100.0
Cal Clutterbuck,2016-17,NYI,R,R,66,5,15,20,+2,28,0.30,5,19,0,1,0,0,0,1,115,4.4,14:00,37.5
Thomas Hickey,2016-17,NYI,L,D,76,4,16,20,-1,35,0.26,4,17,0,3,0,0,2,2,87,4.6,17:31,--
Jake McCabe,2016-17,BUF,L,D,76,3,17,20,-7,26,0.26,2,16,1,4,0,0,0,1,79,3.8,20:42,--
Brett Pesce,2016-17,CAR,R,D,82,2,18,20,+23,20,0.24,2,18,0,2,0,0,0,0,109,1.8,21:12,--
Joel Armia,2016-17,WPG,R,R,57,10,9,19,-8,20,0.33,6,13,0,2,4,4,0,1,111,9.0,15:08,42.9
Matt Read,2016-17,PHI,R,R,63,10,9,19,+3,8,0.30,7,16,2,2,1,1,0,2,92,10.9,13:48,33.3
Beau Bennett,2016-17,NJD,R,R,65,8,11,19,-3,20,0.29,7,17,1,2,0,0,0,1,101,7.9,13:33,18.8
Tom Wilson,2016-17,WSH,R,R,82,7,12,19,+9,133,0.23,7,19,0,0,0,0,0,0,95,7.4,12:56,30.0
Ben Hutton,2016-17,VAN,L,D,71,5,14,19,-22,31,0.27,3,8,2,11,0,0,1,1,130,3.9,20:30,--
Trevor Daley,2016-17,PIT,L,D,56,5,14,19,+7,37,0.34,4,14,1,4,0,1,0,0,84,6.0,20:23,--
Adam Larsson,2016-17,EDM,R,D,79,4,15,19,+21,55,0.24,4,19,0,0,0,0,0,0,85,4.7,20:09,--
Cody Franson,2016-17,BUF,R,D,68,3,16,19,-5,34,0.28,2,17,1,2,0,0,0,0,93,3.2,18:29,--
Matt Hunwick,2016-17,TOR,L,D,72,1,18,19,+8,18,0.26,1,19,0,0,0,0,0,0,73,1.4,17:59,--
Rene Bourque,2016-17,COL,L,R,65,12,6,18,-19,56,0.28,10,16,2,2,0,0,1,2,111,10.8,13:57,0.0
Frank Vatrano,2016-17,BOS,L,R,44,10,8,18,-3,14,0.41,6,13,4,5,0,0,0,1,116,8.6,13:29,28.6
Scottie Upshall,2016-17,STL,L,R,73,10,8,18,-1,45,0.25,8,16,0,0,2,2,0,1,85,11.8,10:59,25.0
Brandon Pirri,2016-17,NYR,L,C,60,8,10,18,-8,25,0.30,3,9,5,9,0,0,0,3,96,8.3,12:17,57.6
Patrick Sharp,2016-17,DAL,R,L,48,8,10,18,-22,31,0.38,6,16,1,1,1,1,0,0,146,5.5,15:57,47.5
Drake Caggiula,2016-17,EDM,L,L,60,7,11,18,+3,16,0.30,5,12,2,5,0,1,0,2,93,7.5,13:14,41.2
Esa Lindell,2016-17,DAL,L,D,73,6,12,18,+8,22,0.25,6,16,0,2,0,0,1,2,99,6.1,21:52,0.0
Michael Del Zotto,2016-17,PHI,L,D,51,6,12,18,-5,28,0.35,6,16,0,1,0,1,0,0,92,6.5,19:30,0.0
Alan Quine,2016-17,NYI,L,C,61,5,13,18,-2,8,0.30,3,15,2,3,0,0,0,1,82,6.1,12:31,48.0
Shane Prince,2016-17,NYI,L,L,50,5,13,18,-9,18,0.36,4,15,1,3,0,0,0,2,71,7.0,12:58,57.1
Niklas Hjalmarsson,2016-17,CHI,L,D,73,5,13,18,+12,20,0.25,5,17,0,0,0,1,0,0,61,8.2,21:30,--
Dennis Wideman,2016-17,CGY,R,D,57,5,13,18,-6,32,0.32,3,13,2,5,0,0,0,1,87,5.8,20:14,--
Francois Beauchemin,2016-17,COL,L,D,81,5,13,18,-14,32,0.22,5,15,0,3,0,0,0,1,132,3.8,21:31,--
Derek Forbort,2016-17,LAK,L,D,82,2,16,18,+8,54,0.22,2,17,0,0,0,1,0,0,100,2.0,20:07,100.0
David Schlemko,2016-17,SJS,L,D,62,2,16,18,+4,14,0.29,1,15,1,3,0,0,1,1,118,1.7,16:45,--
Andrew MacDonald,2016-17,PHI,L,D,73,2,16,18,-5,26,0.25,2,17,0,0,0,1,0,0,65,3.1,20:06,--
Andrew Copp,2016-17,WPG,L,C,64,9,8,17,+8,18,0.27,8,16,0,0,1,1,0,1,77,11.7,12:21,49.5
Jamie McGinn,2016-17,ARI,L,L,72,9,8,17,-23,23,0.24,9,15,0,2,0,0,0,2,116,7.8,13:10,33.3
Miles Wood,2016-17,NJD,L,L,60,8,9,17,-21,86,0.28,6,13,2,4,0,0,0,0,105,7.6,12:51,50.0
Darren Helm,2016-17,DET,L,C,50,8,9,17,-6,20,0.34,6,12,2,4,0,1,0,1,98,8.2,15:22,51.4
Torrey Mitchell,2016-17,MTL,R,C,78,8,9,17,+5,38,0.22,8,17,0,0,0,0,0,1,68,11.8,12:36,54.5
Mike Matheson,2016-17,FLA,L,D,81,7,10,17,-5,36,0.21,7,15,0,1,0,1,0,0,179,3.9,21:03,100.0
Riley Nash,2016-17,BOS,R,C,81,7,10,17,-1,14,0.21,6,14,0,0,1,3,0,2,125,5.6,13:48,49.1
Nicholas Shore,2016-17,LAK,R,C,70,6,11,17,-2,20,0.24,5,16,0,0,1,1,0,1,79,7.6,12:47,50.2
Joonas Donskoi,2016-17,SJS,R,R,61,6,11,17,-5,10,0.28,5,13,1,4,0,0,0,0,95,6.3,13:49,50.0
Josh Manson,2016-17,ANA,R,D,82,5,12,17,+14,82,0.21,4,15,0,0,1,2,0,1,88,5.7,18:38,--
Austin Watson,2016-17,NSH,R,L,77,5,12,17,+14,99,0.22,5,16,0,0,0,1,0,0,90,5.6,12:26,40.5
Marcus Kruger,2016-17,CHI,L,C,70,5,12,17,+7,34,0.24,5,17,0,0,0,0,0,0,83,6.0,14:01,49.1
Chris Wideman,2016-17,OTT,R,D,76,5,12,17,+7,46,0.22,4,12,1,5,0,0,0,1,123,4.1,13:58,--
Brian Campbell,2016-17,CHI,L,D,80,5,12,17,+12,24,0.21,3,12,2,5,0,0,0,1,74,6.8,18:26,--
Nikita Nesterov,2016-17,"TBL,MTL",L,D,48,4,13,17,0,24,0.35,3,15,1,2,0,0,0,0,63,6.4,16:17,--
Mark Pysyk,2016-17,FLA,R,D,82,4,13,17,0,10,0.21,4,17,0,0,0,0,0,0,86,4.7,18:34,0.0
Jordie Benn,2016-17,"DAL,MTL",L,D,71,4,13,17,-4,28,0.24,4,14,0,2,0,1,0,1,68,5.9,18:17,--
Ron Hainsey,2016-17,"CAR,PIT",L,D,72,4,13,17,-8,21,0.24,3,14,0,0,1,3,1,1,71,5.6,22:02,--
Nate Schmidt,2016-17,WSH,L,D,60,3,14,17,+22,16,0.28,3,16,0,0,0,1,0,0,60,5.0,15:29,--
Cody Ceci,2016-17,OTT,R,D,79,2,15,17,-11,20,0.22,2,14,0,1,0,2,0,0,143,1.4,23:12,100.0
Connor Murphy,2016-17,ARI,R,D,77,2,15,17,-13,45,0.22,1,16,0,0,1,1,1,1,81,2.5,19:11,--
Erik Johnson,2016-17,COL,R,D,46,2,15,17,-6,9,0.37,2,11,0,6,0,0,1,1,96,2.1,22:05,--
Viktor Stalberg,2016-17,"CAR,OTT",L,L,75,11,5,16,-9,41,0.21,8,12,1,2,2,2,0,2,101,10.9,12:12,0.0
Kevin Fiala,2016-17,NSH,L,L,54,11,5,16,+1,18,0.30,11,16,0,0,0,0,0,1,114,9.7,13:31,--
Adam Cracknell,2016-17,DAL,R,R,69,10,6,16,+9,12,0.23,9,15,0,0,1,1,0,2,87,11.5,10:28,45.8
Dwight King,2016-17,"LAK,MTL",L,L,80,9,7,16,-2,12,0.20,9,16,0,0,0,0,0,1,110,8.2,14:24,25.0
Ryan White,2016-17,"ARI,MIN",R,C,65,9,7,16,-16,84,0.25,9,16,0,0,0,0,0,1,60,15.0,10:39,42.9
