Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Ian Cole,2014-15,"STL,PIT",L,D,74,5,12,17,+14,51,0.23,5,16,0,1,0,0,0,0,83,6.0,15:59,--
Tom Wilson,2014-15,WSH,R,R,67,4,13,17,-1,172,0.25,4,17,0,0,0,0,0,0,79,5.1,10:56,18.2
Jonas Brodin,2014-15,MIN,L,D,71,3,14,17,+21,8,0.24,3,14,0,2,0,1,0,1,95,3.2,24:10,--
Tanner Pearson,2014-15,LAK,L,L,42,12,4,16,+14,14,0.38,11,15,1,1,0,0,0,3,68,17.7,13:18,62.5
Zack Kassian,2014-15,VAN,R,R,42,10,6,16,-5,81,0.38,9,15,1,1,0,0,0,3,55,18.2,12:37,0.0
Vladislav Namestnikov,2014-15,TBL,L,C,43,9,7,16,+1,13,0.37,8,14,1,2,0,0,0,3,46,19.6,12:00,45.2
Matt Dumba,2014-15,MIN,R,D,58,8,8,16,+13,23,0.28,6,10,2,6,0,0,1,2,86,9.3,15:01,--
Taylor Beck,2014-15,NSH,R,L,62,8,8,16,-4,18,0.26,6,14,2,2,0,0,0,3,78,10.3,11:56,50.0
Matt Hendricks,2014-15,EDM,L,C,71,8,8,16,-14,76,0.23,7,14,0,1,1,1,0,0,103,7.8,13:09,49.5
Cal Clutterbuck,2014-15,NYI,R,R,76,7,9,16,+1,60,0.21,5,12,0,1,2,3,0,4,124,5.7,12:44,66.7
Johan Larsson,2014-15,BUF,L,L,39,6,10,16,0,12,0.41,5,12,1,4,0,0,0,0,50,12.0,14:31,44.0
Mike Richards,2014-15,LAK,L,C,53,5,11,16,-10,39,0.30,4,13,1,3,0,0,0,1,63,7.9,13:22,48.7
Jordie Benn,2014-15,DAL,L,D,73,2,14,16,-5,34,0.22,2,14,0,2,0,0,0,0,70,2.9,18:04,0.0
David Clarkson,2014-15,"TOR,CBJ",R,R,61,10,5,15,-12,106,0.25,9,14,1,1,0,0,0,1,95,10.5,13:48,34.3
Jordin Tootoo,2014-15,NJD,R,R,68,10,5,15,+1,72,0.22,9,14,1,1,0,0,0,1,75,13.3,10:27,100.0
Chris VandeVelde,2014-15,PHI,L,C,72,9,6,15,-6,28,0.21,9,15,0,0,0,0,0,0,70,12.9,11:44,37.5
R.J. Umberger,2014-15,PHI,L,C,67,9,6,15,-9,19,0.22,7,13,2,2,0,0,0,0,96,9.4,13:49,40.9
Scottie Upshall,2014-15,FLA,L,R,63,8,7,15,-8,28,0.24,8,14,0,1,0,0,0,2,93,8.6,12:41,52.3
Brad Malone,2014-15,CAR,L,C,65,7,8,15,-8,74,0.23,7,15,0,0,0,0,0,2,65,10.8,10:09,61.2
Curtis Lazar,2014-15,OTT,R,C,67,6,9,15,+1,14,0.22,6,15,0,0,0,0,0,0,92,6.5,12:54,47.3
Kyle Clifford,2014-15,LAK,L,L,80,6,9,15,+5,87,0.19,6,15,0,0,0,0,0,1,117,5.1,10:44,33.3
Nicolas Deslauriers,2014-15,BUF,L,L,82,5,10,15,-24,71,0.18,5,14,0,0,0,1,0,1,76,6.6,11:52,0.0
Nikita Zadorov,2014-15,BUF,L,D,60,3,12,15,-10,51,0.25,1,10,2,5,0,0,1,1,52,5.8,17:42,100.0
Jonathan Ericsson,2014-15,DET,L,D,82,3,12,15,-5,70,0.18,3,14,0,0,0,1,0,0,82,3.7,19:35,--
Fedor Tyutin,2014-15,CBJ,L,D,67,3,12,15,+8,40,0.22,3,12,0,1,0,2,0,0,56,5.4,19:55,--
Nate Guenin,2014-15,COL,R,D,76,2,13,15,-1,32,0.20,2,15,0,0,0,0,0,0,38,5.3,16:51,--
Nick Schultz,2014-15,PHI,L,D,80,2,13,15,+2,47,0.19,2,14,0,1,0,0,0,1,69,2.9,19:03,--
Barret Jackman,2014-15,STL,L,D,80,2,13,15,+3,47,0.19,2,14,0,0,0,1,0,1,86,2.3,16:49,--
Matt Martin,2014-15,NYI,L,L,78,8,6,14,-4,114,0.18,8,14,0,0,0,0,0,2,90,8.9,11:16,50.0
Erik Haula,2014-15,MIN,L,L,72,7,7,14,-7,32,0.19,6,12,1,1,0,1,0,1,92,7.6,12:09,45.4
Ben Smith,2014-15,"CHI,SJS",R,R,80,7,7,14,+2,2,0.18,7,14,0,0,0,0,0,1,92,7.6,13:03,52.2
Andrej Meszaros,2014-15,BUF,L,D,60,7,7,14,-13,36,0.23,6,13,1,1,0,0,0,1,67,10.5,17:55,--
Chris Thorburn,2014-15,WPG,R,R,81,7,7,14,-5,76,0.17,7,14,0,0,0,0,0,2,67,10.5,8:05,64.3
Jesper Fast,2014-15,NYR,R,R,58,6,8,14,-1,8,0.24,6,13,0,1,0,0,0,0,52,11.5,11:48,20.0
Rene Bourque,2014-15,"MTL,ANA,CBJ",L,R,51,6,8,14,-15,22,0.27,4,11,2,3,0,0,1,1,85,7.1,12:38,40.0
Torrey Mitchell,2014-15,"BUF,MTL",R,C,65,6,8,14,-8,34,0.22,6,14,0,0,0,0,0,2,55,10.9,14:12,49.0
Tyler Kennedy,2014-15,"SJS,NYI",R,C,38,6,8,14,-2,10,0.37,6,14,0,0,0,0,0,2,79,7.6,11:10,46.4
Nick Holden,2014-15,COL,L,D,78,5,9,14,-11,28,0.18,3,8,2,6,0,0,0,2,94,5.3,19:48,--
Nicklas Grossmann,2014-15,PHI,L,D,68,5,9,14,+8,32,0.21,5,14,0,0,0,0,0,0,43,11.6,17:39,--
Martin Havlat,2014-15,NJD,L,R,40,5,9,14,-11,10,0.35,2,8,3,6,0,0,0,1,49,10.2,14:48,--
Kyle Chipchura,2014-15,ARI,L,C,70,4,10,14,-23,82,0.20,3,13,1,1,0,0,0,0,81,4.9,13:24,51.6
Kevin Bieksa,2014-15,VAN,R,D,60,4,10,14,0,77,0.23,4,12,0,1,0,1,0,1,99,4.0,20:50,--
Paul Gaustad,2014-15,NSH,L,C,73,4,10,14,+7,60,0.19,4,14,0,0,0,0,0,1,54,7.4,12:26,56.4
David Rundblad,2014-15,CHI,R,D,49,3,11,14,+17,12,0.29,3,13,0,1,0,0,0,1,58,5.2,12:48,--
Luke Schenn,2014-15,PHI,R,D,58,3,11,14,-2,18,0.24,3,14,0,0,0,0,0,0,67,4.5,18:04,--
Alexei Emelin,2014-15,MTL,L,D,68,3,11,14,+5,59,0.21,3,14,0,0,0,0,0,0,43,7.0,19:49,--
Dennis Seidenberg,2014-15,BOS,L,D,82,3,11,14,-1,34,0.17,3,14,0,0,0,0,0,0,103,2.9,22:06,--
Christian Ehrhoff,2014-15,PIT,L,D,49,3,11,14,+8,26,0.29,3,12,0,2,0,0,0,3,110,2.7,21:46,--
Andrew Ference,2014-15,EDM,L,D,70,3,11,14,-17,39,0.20,3,13,0,0,0,1,0,0,58,5.2,18:53,0.0
Jon Merrill,2014-15,NJD,L,D,66,2,12,14,-14,24,0.21,0,9,2,4,0,1,0,0,47,4.3,20:33,--
Ben Lovejoy,2014-15,"ANA,PIT",R,D,60,2,12,14,-4,25,0.23,2,12,0,0,0,2,0,0,86,2.3,19:26,--
Mark Stuart,2014-15,WPG,L,D,70,2,12,14,+5,69,0.20,2,12,0,0,0,2,0,1,51,3.9,19:13,0.0
Sergei Gonchar,2014-15,"DAL,MTL",L,D,48,1,13,14,+6,18,0.29,1,10,0,4,0,0,0,0,46,2.2,17:41,100.0
Michael Grabner,2014-15,NYI,L,L,34,8,5,13,+4,4,0.38,8,13,0,0,0,0,0,0,63,12.7,12:56,0.0
Mark Letestu,2014-15,CBJ,R,C,54,7,6,13,-9,0,0.24,6,11,0,1,1,1,0,1,63,11.1,13:20,52.9
David Booth,2014-15,TOR,L,L,59,7,6,13,-8,25,0.22,7,12,0,0,0,1,0,2,107,6.5,11:56,46.2
Tuomo Ruutu,2014-15,NJD,L,L,77,7,6,13,-3,28,0.17,7,13,0,0,0,0,0,0,74,9.5,10:52,44.4
Cody Hodgson,2014-15,BUF,R,C,78,6,7,13,-28,12,0.17,6,12,0,1,0,0,0,0,127,4.7,12:51,45.9
Daniel Paille,2014-15,BOS,L,L,71,6,7,13,-9,12,0.18,5,11,0,0,1,2,0,1,66,9.1,11:31,28.6
Boyd Gordon,2014-15,EDM,R,C,68,6,7,13,-5,17,0.19,4,10,1,1,1,2,0,1,65,9.2,13:20,55.9
Stephen Gionta,2014-15,NJD,R,C,61,5,8,13,+4,12,0.21,5,11,0,0,0,2,0,1,84,6.0,13:11,40.4
Jakub Kindl,2014-15,DET,L,D,35,5,8,13,+2,22,0.37,3,6,2,7,0,0,0,0,54,9.3,15:55,--
Drew Miller,2014-15,DET,L,L,82,5,8,13,-3,25,0.16,4,11,0,1,1,1,0,0,98,5.1,13:26,31.6
Jim Slater,2014-15,WPG,L,C,82,5,8,13,-4,58,0.16,5,12,0,0,0,1,0,1,51,9.8,9:13,59.7
Ryan Murphy,2014-15,CAR,R,D,37,4,9,13,-11,8,0.35,1,8,3,5,0,0,0,1,61,6.6,18:17,--
Erik Gudbranson,2014-15,FLA,R,D,76,4,9,13,-4,58,0.17,4,9,0,4,0,0,0,0,110,3.6,18:37,--
Brendan Smith,2014-15,DET,L,D,76,4,9,13,-2,68,0.17,4,11,0,2,0,0,0,1,88,4.6,17:53,--
Gabriel Bourque,2014-15,NSH,L,L,69,3,10,13,-13,10,0.19,3,13,0,0,0,0,0,0,76,4.0,12:01,50.0
Patrick Wiercioch,2014-15,OTT,L,D,56,3,10,13,+3,28,0.23,2,8,1,5,0,0,1,2,79,3.8,18:03,--
Ryan Carter,2014-15,MIN,L,L,53,3,10,13,+3,55,0.25,2,12,0,0,1,1,0,0,47,6.4,10:05,41.4
Robyn Regehr,2014-15,LAK,L,D,67,3,10,13,+10,45,0.19,3,12,0,0,0,1,0,0,63,4.8,20:20,--
Brad Stuart,2014-15,COL,L,D,65,3,10,13,-4,16,0.20,3,12,0,1,0,0,0,0,64,4.7,20:21,100.0
Jay Bouwmeester,2014-15,STL,L,D,72,2,11,13,+7,24,0.18,2,9,0,4,0,0,0,0,92,2.2,22:40,--
Jan Hejda,2014-15,COL,L,D,81,1,12,13,-12,42,0.16,1,12,0,0,0,1,0,0,84,1.2,20:39,--
Michal Rozsival,2014-15,CHI,R,D,65,1,12,13,0,22,0.20,1,13,0,0,0,0,0,0,56,1.8,17:01,--
Andrej Sustr,2014-15,TBL,R,D,72,0,13,13,+10,34,0.18,0,12,0,1,0,0,0,0,55,0.0,17:42,--
Matt Fraser,2014-15,"BOS,EDM",L,R,60,8,4,12,-16,17,0.20,7,11,1,1,0,0,0,1,92,8.7,11:13,42.9
Daniel Brière,2014-15,COL,R,C,57,8,4,12,-7,18,0.21,8,12,0,0,0,0,1,3,69,11.6,12:07,54.2
Cody McLeod,2014-15,COL,L,L,82,7,5,12,-2,191,0.15,6,11,0,0,1,1,0,2,94,7.5,11:11,11.1
Eric Nystrom,2014-15,NSH,L,L,60,7,5,12,0,15,0.20,6,11,0,0,1,1,0,1,60,11.7,13:12,33.3
Pierre-Edouard Bellemare,2014-15,PHI,L,L,81,6,6,12,-3,18,0.15,6,12,0,0,0,0,0,1,113,5.3,12:50,47.3
Ryan White,2014-15,PHI,R,C,34,6,6,12,+4,30,0.35,6,11,0,0,0,1,0,1,45,13.3,11:43,52.9
Ryan Reaves,2014-15,STL,R,R,81,6,6,12,-3,116,0.15,6,12,0,0,0,0,0,1,55,10.9,8:31,--
Gregory Campbell,2014-15,BOS,L,C,70,6,6,12,+1,45,0.17,5,11,0,0,1,1,0,2,64,9.4,12:08,53.6
Patrick Dwyer,2014-15,CAR,R,R,71,5,7,12,-12,10,0.17,5,11,0,0,0,1,0,0,77,6.5,12:46,26.3
Ronalds Kenins,2014-15,VAN,L,L,30,4,8,12,-2,8,0.40,4,12,0,0,0,0,0,0,38,10.5,12:16,--
Barclay Goodrow,2014-15,SJS,L,C,60,4,8,12,-1,35,0.20,4,11,0,0,0,1,0,2,68,5.9,11:04,52.2
Beau Bennett,2014-15,PIT,R,R,49,4,8,12,-1,16,0.24,4,12,0,0,0,0,0,1,81,4.9,12:29,0.0
Tom Gilbert,2014-15,MTL,R,D,72,4,8,12,+10,30,0.17,4,12,0,0,0,0,0,0,70,5.7,19:20,--
Zbynek Michalek,2014-15,"ARI,STL",R,D,68,4,8,12,-3,18,0.18,4,12,0,0,0,0,0,0,86,4.7,20:46,--
David Moss,2014-15,ARI,R,R,60,4,8,12,-18,24,0.20,3,9,1,2,0,1,0,0,96,4.2,12:55,46.2
Dennis Everberg,2014-15,COL,L,R,55,3,9,12,-7,10,0.22,3,12,0,0,0,0,0,0,62,4.8,11:48,0.0
Steve Ott,2014-15,STL,L,C,78,3,9,12,-8,86,0.15,3,12,0,0,0,0,0,0,49,6.1,11:38,56.3
Carl Gunnarsson,2014-15,STL,L,D,61,2,10,12,+10,2,0.20,2,11,0,1,0,0,0,0,54,3.7,18:04,--
Andrew MacDonald,2014-15,PHI,L,D,58,2,10,12,-5,41,0.21,1,7,1,5,0,0,0,0,62,3.2,20:01,--
Calvin de Haan,2014-15,NYI,L,D,65,1,11,12,+3,24,0.18,0,10,0,1,1,1,0,0,92,1.1,19:01,--
Eric Gryba,2014-15,OTT,R,D,75,0,12,12,+11,97,0.16,0,12,0,0,0,0,0,0,64,0.0,15:39,--
Jacob Josefson,2014-15,NJD,L,C,62,6,5,11,0,24,0.18,3,6,0,2,3,3,0,1,61,9.8,12:26,49.3
Pascal Dupuis,2014-15,PIT,L,R,16,6,5,11,+2,4,0.69,4,7,2,3,0,1,0,1,44,13.6,16:39,100.0
Derek MacKenzie,2014-15,FLA,L,C,82,5,6,11,-17,45,0.13,4,10,1,1,0,0,0,0,72,6.9,12:27,53.1
Ryan Stanton,2014-15,VAN,L,D,54,3,8,11,+9,35,0.20,3,11,0,0,0,0,0,0,59,5.1,16:00,--
Luca Sbisa,2014-15,VAN,L,D,76,3,8,11,-8,46,0.14,3,11,0,0,0,0,1,2,79,3.8,18:47,--
Eric Brewer,2014-15,"TBL,ANA,TOR",L,D,44,3,8,11,-5,36,0.25,3,10,0,0,0,1,1,1,33,9.1,18:41,--
John Moore,2014-15,"NYR,ARI",L,D,57,2,9,11,-4,30,0.19,2,7,0,4,0,0,0,0,77,2.6,16:18,--
Matt Hunwick,2014-15,NYR,L,D,55,2,9,11,+17,16,0.20,2,9,0,2,0,0,0,1,72,2.8,15:49,--
Maxim Lapierre,2014-15,"STL,PIT",R,C,80,2,9,11,-15,32,0.14,2,11,0,0,0,0,0,0,86,2.3,10:43,52.4
Deryk Engelland,2014-15,CGY,R,D,76,2,9,11,-16,53,0.14,2,10,0,0,0,1,0,0,51,3.9,14:23,--
Mark Borowiecki,2014-15,OTT,L,D,63,1,10,11,+15,107,0.17,1,11,0,0,0,0,0,0,30,3.3,15:55,--
Marc Methot,2014-15,OTT,L,D,45,1,10,11,+22,18,0.24,1,11,0,0,0,0,0,0,49,2.0,22:40,0.0
Braydon Coburn,2014-15,"PHI,TBL",L,D,43,1,10,11,+2,25,0.26,1,11,0,0,0,0,0,0,46,2.2,19:56,--
Seth Griffith,2014-15,BOS,R,C,30,6,4,10,-2,6,0.33,5,7,1,3,0,0,0,1,33,18.2,13:27,33.3
Emerson Etem,2014-15,ANA,L,R,45,5,5,10,-6,4,0.22,5,10,0,0,0,0,0,0,77,6.5,12:15,50.0
Andrew Desjardins,2014-15,"SJS,CHI",L,L,69,5,5,10,-1,57,0.14,5,10,0,0,0,0,0,1,59,8.5,10:44,50.6
Nikita Nikitin,2014-15,EDM,L,D,42,4,6,10,-12,12,0.24,2,7,2,3,0,0,0,1,80,5.0,19:38,--
Joakim Lindstrom,2014-15,"STL,TOR",L,C,53,4,6,10,-15,12,0.19,2,5,2,5,0,0,0,0,61,6.6,10:53,30.4
Olli Jokinen,2014-15,"NSH,TOR,STL",L,C,62,4,6,10,+6,28,0.16,4,10,0,0,0,0,0,1,110,3.6,13:16,40.6
Matt Cooke,2014-15,MIN,L,L,29,4,6,10,0,13,0.34,4,10,0,0,0,0,0,0,24,16.7,12:36,33.3
Dainius Zubrus,2014-15,NJD,L,C,74,4,6,10,-9,42,0.14,4,8,0,1,0,1,0,1,72,5.6,14:40,43.0
Christian Folin,2014-15,MIN,R,D,40,2,8,10,+3,13,0.25,2,9,0,1,0,0,0,0,39,5.1,15:12,--
Brenden Dillon,2014-15,"DAL,SJS",L,D,80,2,8,10,-13,77,0.13,1,8,0,0,1,2,0,1,91,2.2,19:34,--
Brett Bellemore,2014-15,CAR,R,D,49,2,8,10,+1,27,0.20,2,10,0,0,0,0,0,1,26,7.7,16:23,--
Viktor Stalberg,2014-15,NSH,L,L,25,2,8,10,0,18,0.40,2,10,0,0,0,0,0,1,27,7.4,11:53,100.0
Johnny Oduya,2014-15,CHI,L,D,76,2,8,10,+5,26,0.13,2,10,0,0,0,0,0,0,76,2.6,20:17,--
Ron Hainsey,2014-15,CAR,L,D,81,2,8,10,-14,16,0.12,2,9,0,1,0,0,0,0,83,2.4,21:06,100.0
Rob Scuderi,2014-15,PIT,L,D,82,1,9,10,+9,17,0.12,1,9,0,0,0,1,0,0,52,1.9,19:09,--
Jyrki Jokipakka,2014-15,DAL,L,D,51,0,10,10,-2,8,0.20,0,10,0,0,0,0,0,0,40,0.0,16:31,--
Victor Bartley,2014-15,NSH,L,D,37,0,10,10,+1,26,0.27,0,10,0,0,0,0,0,0,28,0.0,13:26,--
Brett Ritchie,2014-15,DAL,R,R,31,6,3,9,-1,12,0.29,6,8,0,1,0,0,0,1,78,7.7,13:59,25.0
Jordan Nolan,2014-15,LAK,L,C,60,6,3,9,-6,54,0.15,6,9,0,0,0,0,0,1,44,13.6,9:58,16.7
Rob Klinkhammer,2014-15,"ARI,PIT,EDM",L,L,69,5,4,9,-4,27,0.13,5,9,0,0,0,0,0,0,64,7.8,11:13,27.0
Roman Polak,2014-15,TOR,R,D,56,5,4,9,-22,48,0.16,5,9,0,0,0,0,0,1,61,8.2,21:05,100.0
Teuvo Teravainen,2014-15,CHI,L,L,34,4,5,9,+4,2,0.26,4,8,0,1,0,0,0,1,66,6.1,12:47,46.8
JT Brown,2014-15,TBL,R,R,52,3,6,9,-2,30,0.17,3,9,0,0,0,0,0,0,74,4.1,10:36,46.2
Jared Cowen,2014-15,OTT,L,D,54,3,6,9,-11,45,0.17,3,9,0,0,0,0,0,1,47,6.4,18:09,--
Jamie McBain,2014-15,LAK,R,D,26,3,6,9,+4,4,0.35,2,6,1,3,0,0,0,0,18,16.7,12:41,--
Joe Vitale,2014-15,ARI,R,C,70,3,6,9,-11,36,0.13,3,9,0,0,0,0,0,0,55,5.5,11:14,48.3
Chris Butler,2014-15,STL,L,D,33,3,6,9,+8,23,0.27,2,8,0,0,1,1,0,0,54,5.6,17:11,--
Matt Greene,2014-15,LAK,R,D,82,3,6,9,+1,54,0.11,3,9,0,0,0,0,0,0,69,4.4,15:48,--
Jay Harrison,2014-15,"CAR,WPG",L,D,55,3,6,9,-1,65,0.16,2,7,1,2,0,0,0,0,50,6.0,15:56,--
Marcel Goc,2014-15,"PIT,STL",L,C,74,3,6,9,-3,8,0.12,3,8,0,0,0,1,0,0,77,3.9,11:41,54.3
Travis Moen,2014-15,"MTL,DAL",L,L,44,3,6,9,0,18,0.20,3,9,0,0,0,0,0,0,34,8.8,9:23,0.0
Leon Draisaitl,2014-15,EDM,L,C,37,2,7,9,-17,4,0.24,1,7,1,2,0,0,0,1,49,4.1,12:42,40.6
Olli Maatta,2014-15,PIT,L,D,20,1,8,9,+1,10,0.45,1,7,0,2,0,0,0,0,27,3.7,20:43,--
Nathan Beaulieu,2014-15,MTL,L,D,64,1,8,9,+6,45,0.14,1,7,0,2,0,0,0,0,62,1.6,15:42,--
Andre Benoit,2014-15,BUF,L,D,59,1,8,9,-19,20,0.15,0,7,0,1,1,1,0,0,45,2.2,18:09,--
Tim Gleason,2014-15,"CAR,WSH",L,D,72,1,8,9,-13,55,0.13,1,9,0,0,0,0,0,0,54,1.9,16:20,--
Cody Goloubef,2014-15,CBJ,R,D,36,0,9,9,+12,19,0.25,0,8,0,0,0,1,0,0,23,0.0,15:34,--
Adam Pardy,2014-15,WPG,L,D,55,0,9,9,+9,40,0.16,0,8,0,0,0,1,0,0,29,0.0,15:01,--
Jack Skille,2014-15,CBJ,R,R,45,6,2,8,-18,16,0.18,6,8,0,0,0,0,0,0,95,6.3,12:31,37.5
Teemu Pulkkinen,2014-15,DET,R,L,31,5,3,8,+5,10,0.26,4,6,1,2,0,0,0,2,67,7.5,11:29,--
Daniel Carcillo,2014-15,CHI,L,L,39,4,4,8,+3,54,0.21,4,8,0,0,0,0,0,0,42,9.5,8:11,0.0
Jordan Schroeder,2014-15,MIN,R,C,25,3,5,8,+9,2,0.32,3,8,0,0,0,0,0,0,48,6.3,10:51,--
Joakim Andersson,2014-15,DET,L,C,68,3,5,8,-4,22,0.12,3,8,0,0,0,0,0,1,74,4.1,11:38,51.2
Robert Bortuzzo,2014-15,"PIT,STL",R,D,51,3,5,8,-9,93,0.16,3,8,0,0,0,0,0,0,56,5.4,15:07,100.0
Matt Halischuk,2014-15,WPG,R,R,47,3,5,8,+5,6,0.17,3,8,0,0,0,0,0,1,59,5.1,9:45,100.0
Brenden Morrow,2014-15,TBL,L,L,70,3,5,8,-1,64,0.11,3,8,0,0,0,0,0,0,28,10.7,9:20,--
Willie Mitchell,2014-15,FLA,L,D,66,3,5,8,+1,25,0.12,3,7,0,0,0,1,0,0,78,3.9,21:41,--
Matt Tennyson,2014-15,SJS,R,D,27,2,6,8,0,16,0.30,1,5,1,2,0,1,0,0,37,5.4,17:34,--
Ben Chiarot,2014-15,WPG,L,D,40,2,6,8,+5,22,0.20,2,8,0,0,0,0,0,0,37,5.4,17:01,--
Dylan Olsen,2014-15,FLA,L,D,44,2,6,8,-7,20,0.18,2,7,0,1,0,0,0,0,44,4.6,15:54,--
Mark Fayne,2014-15,EDM,R,D,74,2,6,8,-21,14,0.11,2,6,0,0,0,2,0,0,78,2.6,17:56,--
Colin McDonald,2014-15,NYI,R,R,18,2,6,8,-3,0,0.44,2,8,0,0,0,0,0,0,29,6.9,10:30,50.0
Carlo Colaiacovo,2014-15,PHI,L,D,33,2,6,8,0,10,0.24,2,6,0,2,0,0,0,0,42,4.8,16:29,--
Tomas Kopecky,2014-15,FLA,L,R,64,2,6,8,-19,28,0.13,2,8,0,0,0,0,0,1,106,1.9,12:54,75.0
Jamie Oleksiak,2014-15,DAL,L,D,36,1,7,8,0,8,0.22,1,8,0,0,0,0,0,0,36,2.8,13:24,--
Corey Tropp,2014-15,CBJ,R,R,61,1,7,8,-14,76,0.13,1,8,0,0,0,0,0,0,22,4.6,8:45,50.0
Clayton Stoner,2014-15,ANA,L,D,69,1,7,8,-2,68,0.12,1,8,0,0,0,0,0,1,68,1.5,17:39,--
Dalton Prout,2014-15,CBJ,R,D,63,0,8,8,-14,85,0.13,0,8,0,0,0,0,0,0,64,0.0,18:25,--
Tim Jackman,2014-15,ANA,R,R,55,5,2,7,-4,86,0.13,5,7,0,0,0,0,0,1,55,9.1,8:23,71.4
Connor Murphy,2014-15,ARI,R,D,73,4,3,7,-27,42,0.10,4,7,0,0,0,0,0,0,72,5.6,16:48,0.0
Chris Neil,2014-15,OTT,R,R,38,4,3,7,+5,78,0.18,3,6,1,1,0,0,0,0,23,17.4,9:44,60.0
Craig Cunningham,2014-15,"BOS,ARI",R,L,51,3,4,7,-7,4,0.14,2,6,0,0,1,1,0,0,54,5.6,10:28,50.7
Damien Brunner,2014-15,NJD,R,R,17,2,5,7,-1,8,0.41,2,3,0,4,0,0,0,0,29,6.9,15:09,50.0
Derrick Pouliot,2014-15,PIT,L,D,34,2,5,7,-11,4,0.21,1,3,1,4,0,0,0,2,56,3.6,17:33,--
Nikita Nesterov,2014-15,TBL,L,D,27,2,5,7,+6,16,0.26,1,5,1,2,0,0,0,0,44,4.6,16:03,--
Kevan Miller,2014-15,BOS,R,D,41,2,5,7,+20,15,0.17,2,7,0,0,0,0,0,1,37,5.4,18:02,--
Tye McGinn,2014-15,"SJS,ARI",L,L,51,2,5,7,0,21,0.14,2,7,0,0,0,0,0,0,60,3.3,10:06,50.0
Nate Prosser,2014-15,MIN,R,D,63,2,5,7,-1,32,0.11,2,7,0,0,0,0,0,1,38,5.3,12:48,--
Tim Erixon,2014-15,"CBJ,CHI,TOR",L,D,42,2,5,7,-7,14,0.17,1,2,1,5,0,0,0,0,36,5.6,15:13,--
Brian Strait,2014-15,NYI,L,D,52,2,5,7,-1,32,0.13,2,6,0,0,0,1,0,0,59,3.4,18:22,0.0
Marc-Andre Cliche,2014-15,COL,R,C,74,2,5,7,-2,17,0.09,2,7,0,0,0,0,0,0,68,2.9,10:36,51.3
Scott Hannan,2014-15,SJS,L,D,58,2,5,7,0,26,0.12,2,7,0,0,0,0,0,0,53,3.8,16:19,--
Anthony Duclair,2014-15,NYR,L,L,18,1,6,7,+4,4,0.39,1,6,0,1,0,0,0,0,18,5.6,12:09,--
Nicholas Shore,2014-15,LAK,R,C,34,1,6,7,0,10,0.21,1,6,0,1,0,0,0,0,33,3.0,11:05,53.8
Mark Barberio,2014-15,TBL,L,D,52,1,6,7,-4,16,0.13,1,7,0,0,0,0,0,0,53,1.9,16:47,--
Mike Weber,2014-15,BUF,L,D,64,1,6,7,-22,68,0.11,1,6,0,0,0,1,0,0,41,2.4,18:45,--
Adam McQuaid,2014-15,BOS,R,D,63,1,6,7,-2,85,0.11,1,7,0,0,0,0,0,0,60,1.7,18:26,0.0
Craig Adams,2014-15,PIT,R,R,70,1,6,7,-1,44,0.10,1,6,0,0,0,1,0,1,51,2.0,9:45,42.5
Stephane Robidas,2014-15,TOR,R,D,52,1,6,7,+8,34,0.13,1,6,0,0,0,1,0,0,34,2.9,17:04,--
Anton Volchenkov,2014-15,NSH,L,D,46,0,7,7,+4,14,0.15,0,7,0,0,0,0,0,0,35,0.0,13:11,--
Jacob de la Rose,2014-15,MTL,L,L,33,4,2,6,-5,12,0.18,3,5,0,0,1,1,0,0,38,10.5,13:48,40.0
Jamie McGinn,2014-15,COL,L,L,19,4,2,6,-9,6,0.32,3,5,1,1,0,0,0,0,36,11.1,14:46,100.0
Mikhail Grigorenko,2014-15,BUF,L,C,25,3,3,6,-10,2,0.24,2,4,1,2,0,0,0,0,35,8.6,15:10,46.2
Zach Boychuk,2014-15,CAR,L,L,31,3,3,6,0,4,0.19,3,6,0,0,0,0,0,0,35,8.6,10:38,--
B.J. Crombeen,2014-15,ARI,R,R,58,3,3,6,-6,79,0.10,3,6,0,0,0,0,0,0,43,7.0,8:06,100.0
Michal Jordan,2014-15,CAR,L,D,38,2,4,6,-7,4,0.16,0,4,2,2,0,0,0,0,44,4.6,15:57,--
Paul Postma,2014-15,WPG,R,D,42,2,4,6,+1,16,0.14,0,4,2,2,0,0,0,0,40,5.0,14:08,--
Scott Laughton,2014-15,PHI,L,C,31,2,4,6,-1,17,0.19,2,5,0,1,0,0,0,0,51,3.9,12:43,47.4
Sven Baertschi,2014-15,"CGY,VAN",L,L,18,2,4,6,-3,10,0.33,2,6,0,0,0,0,0,0,15,13.3,9:41,--
Jeremy Morin,2014-15,"CHI,CBJ",R,L,43,2,4,6,+1,28,0.14,2,6,0,0,0,0,0,0,73,2.7,10:12,40.0
Andrew Miller,2014-15,EDM,R,C,9,1,5,6,-2,0,0.67,1,6,0,0,0,0,0,0,14,7.1,13:45,50.0
Zac Rinaldo,2014-15,PHI,L,C,58,1,5,6,-9,102,0.10,1,6,0,0,0,0,0,0,45,2.2,8:55,33.3
