Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Anthony Duclair,2021-22,FLA,L,L,74,31,27,58,+19,30,0.78,22,37,9,21,0,0,1,5,167,18.6,15:00,50.0
Brayden Point,2021-22,TBL,R,C,66,28,30,58,-5,33,0.88,18,36,10,22,0,0,2,4,176,15.9,19:28,51.1
Bryan Rust,2021-22,PIT,R,R,60,24,34,58,+7,14,0.97,15,37,9,21,0,0,0,1,180,13.3,18:46,16.7
Brayden Schenn,2021-22,STL,L,C,62,24,34,58,+21,33,0.94,17,41,7,17,0,0,1,3,111,21.6,17:47,49.1
Tim Stützle,2021-22,OTT,L,C,79,22,36,58,-27,37,0.73,14,31,7,26,1,1,1,4,176,12.5,18:25,38.1
Ryan O'Reilly,2021-22,STL,L,C,78,21,37,58,+11,12,0.74,12,41,9,16,0,1,0,0,168,12.5,19:05,56.8
Oliver Bjorkstrand,2021-22,CBJ,R,R,80,28,29,57,-35,16,0.71,19,38,9,19,0,0,0,1,215,13.0,17:57,43.5
David Perron,2021-22,STL,R,L,67,27,30,57,+8,48,0.85,16,31,11,26,0,0,0,2,177,15.3,16:59,25.0
Lucas Raymond,2021-22,DET,R,L,82,23,34,57,-32,16,0.70,18,39,5,18,0,0,2,2,184,12.5,18:09,38.7
Aaron Ekblad,2021-22,FLA,R,D,61,15,42,57,+38,26,0.93,12,34,3,20,0,3,2,2,180,8.3,24:55,--
Devon Toews,2021-22,COL,L,D,66,13,44,57,+52,20,0.86,11,45,2,12,0,0,1,3,158,8.2,25:22,--
Patrik Laine,2021-22,CBJ,R,L,56,26,30,56,-7,24,1.00,21,42,5,14,0,0,3,7,167,15.6,18:50,36.8
Jack Hughes,2021-22,NJD,L,C,49,26,30,56,-16,0,1.14,20,42,6,14,0,0,2,2,165,15.8,19:34,34.6
Logan Couture,2021-22,SJS,L,C,77,23,33,56,-11,18,0.73,16,36,5,17,2,3,1,3,199,11.6,18:56,48.7
Charlie McAvoy,2021-22,BOS,R,D,78,10,46,56,+31,66,0.72,5,34,4,21,1,1,1,5,166,6.0,24:38,--
Josh Norris,2021-22,OTT,L,C,66,35,20,55,-7,16,0.83,19,32,16,23,0,0,1,8,172,20.4,18:35,51.1
Andrew Mangiapane,2021-22,CGY,L,L,82,35,20,55,+20,38,0.67,25,41,8,11,2,3,0,8,185,18.9,15:44,38.2
Nikolaj Ehlers,2021-22,WPG,L,L,62,28,27,55,+18,20,0.89,24,46,4,9,0,0,1,2,245,11.4,18:04,66.7
Carter Verhaeghe,2021-22,FLA,L,C,78,24,31,55,+24,48,0.71,24,52,0,3,0,0,1,4,167,14.4,16:03,65.5
Adrian Kempe,2021-22,LAK,L,R,78,35,19,54,-2,46,0.69,26,35,6,16,3,3,2,7,247,14.2,18:35,50.0
Zach Hyman,2021-22,EDM,R,L,76,27,27,54,-9,36,0.71,21,40,5,10,1,4,1,4,213,12.7,19:28,48.2
Ryan Strome,2021-22,NYR,R,C,74,21,33,54,+15,69,0.73,15,39,5,14,1,1,0,5,161,13.0,18:19,44.4
Brent Burns,2021-22,SJS,R,D,82,10,44,54,-15,42,0.66,6,35,4,18,0,1,0,0,203,4.9,26:09,0.0
Andrew Copp,2021-22,"WPG,NYR",L,C,72,21,32,53,+15,16,0.74,16,40,3,10,2,3,1,5,183,11.5,19:11,53.2
Gustav Nyquist,2021-22,CBJ,L,C,82,18,35,53,-12,26,0.65,10,39,4,10,4,4,0,0,122,14.8,17:50,46.7
Rasmus Dahlin,2021-22,BUF,L,D,80,13,40,53,-22,68,0.66,10,31,3,21,0,1,1,3,170,7.7,24:01,--
Bo Horvat,2021-22,VAN,L,C,70,31,21,52,+3,40,0.74,17,32,13,19,1,1,0,4,194,16.0,19:31,57.0
Valeri Nichushkin,2021-22,COL,L,R,62,25,27,52,+21,14,0.84,18,41,5,9,2,2,0,5,180,13.9,19:02,0.0
Tom Wilson,2021-22,WSH,R,R,78,24,28,52,+13,98,0.67,18,39,4,10,2,3,1,5,151,15.9,18:35,42.3
Conor Garland,2021-22,VAN,R,R,77,19,33,52,+18,36,0.68,18,49,1,3,0,0,0,3,203,9.4,16:24,50.0
Travis Konecny,2021-22,PHI,R,R,79,16,36,52,-23,77,0.66,13,42,3,10,0,0,0,3,220,7.3,17:37,41.9
Shea Theodore,2021-22,VGK,L,D,78,14,38,52,+6,24,0.67,13,40,1,12,0,0,3,5,205,6.8,23:08,--
Phil Kessel,2021-22,ARI,R,R,82,8,44,52,-24,40,0.63,6,38,2,14,0,0,0,0,175,4.6,16:41,33.3
Phillip Danault,2021-22,LAK,L,C,79,27,24,51,+14,38,0.65,25,44,2,4,0,3,0,5,194,13.9,18:08,53.6
Vincent Trocheck,2021-22,CAR,R,C,81,21,30,51,+21,78,0.63,15,39,6,12,0,0,0,3,168,12.5,17:52,54.6
Shayne Gostisbehere,2021-22,ARI,L,D,82,14,37,51,-23,26,0.62,12,32,2,19,0,0,1,2,151,9.3,22:11,--
Noah Dobson,2021-22,NYI,R,D,80,13,38,51,-3,18,0.64,10,29,3,22,0,0,1,4,190,6.8,21:28,--
Alex Kerfoot,2021-22,TOR,L,C,82,13,38,51,+19,20,0.62,13,47,0,1,0,3,0,1,117,11.1,15:13,42.7
Tony DeAngelo,2021-22,CAR,R,D,64,10,41,51,+30,56,0.80,8,31,2,20,0,0,0,2,151,6.6,19:49,--
Seth Jones,2021-22,CHI,R,D,78,5,46,51,-37,28,0.65,5,31,0,19,0,1,0,0,194,2.6,26:13,--
Jared McCann,2021-22,SEA,L,L,74,27,23,50,-26,33,0.68,18,32,8,17,1,1,0,1,199,13.6,16:08,45.5
Cam Atkinson,2021-22,PHI,R,R,73,23,27,50,-2,10,0.68,18,42,2,5,3,3,1,6,215,10.7,18:15,29.4
Ryan Nugent-Hopkins,2021-22,EDM,L,C,63,11,39,50,+3,16,0.79,7,22,1,23,3,5,0,1,154,7.1,19:19,40.7
Moritz Seider,2021-22,DET,R,D,82,7,43,50,-9,34,0.61,5,27,2,21,0,2,2,4,187,3.7,23:02,--
Rasmus Andersson,2021-22,CGY,R,D,82,4,46,50,+30,28,0.61,2,30,2,19,0,1,0,1,152,2.6,22:40,--
Sam Bennett,2021-22,FLA,L,C,71,28,21,49,+27,74,0.69,23,39,5,9,0,1,1,7,241,11.6,16:57,46.9
Joel Eriksson Ek,2021-22,MIN,L,C,77,26,23,49,+16,28,0.64,14,32,12,17,0,0,2,3,223,11.7,18:35,47.6
Brandon Saad,2021-22,STL,L,L,78,24,25,49,+11,10,0.63,15,33,8,13,1,3,0,1,158,15.2,16:16,42.1
Tyler Seguin,2021-22,DAL,R,C,81,24,25,49,-21,30,0.60,21,36,3,13,0,0,1,2,218,11.0,17:49,56.0
Victor Olofsson,2021-22,BUF,L,L,72,20,29,49,-16,6,0.68,13,36,7,12,0,1,0,6,164,12.2,15:23,0.0
Viktor Arvidsson,2021-22,LAK,R,R,66,20,29,49,+1,22,0.74,16,41,4,8,0,0,1,3,227,8.8,16:59,36.4
Tyler Toffoli,2021-22,"MTL,CGY",R,R,74,20,29,49,-5,14,0.66,10,30,8,16,2,3,0,1,195,10.3,16:18,52.9
Ondrej Palat,2021-22,TBL,L,L,77,18,31,49,+15,20,0.64,17,42,1,6,0,1,2,5,143,12.6,16:30,11.1
Dylan Strome,2021-22,CHI,L,C,69,22,26,48,-6,28,0.70,17,32,5,16,0,0,0,2,126,17.5,17:26,52.3
Yanni Gourde,2021-22,SEA,L,C,74,21,27,48,-13,45,0.65,17,37,3,7,1,4,0,3,127,16.5,18:29,49.5
Trevor Moore,2021-22,LAK,L,L,81,17,31,48,+20,20,0.59,11,40,1,2,5,6,0,1,202,8.4,15:41,41.8
Zach Werenski,2021-22,CBJ,L,D,68,11,37,48,-15,22,0.71,7,33,4,14,0,1,0,2,216,5.1,25:40,--
Noah Hanifin,2021-22,CGY,L,D,81,10,38,48,+27,19,0.59,9,34,1,13,0,1,0,1,189,5.3,21:18,--
Mason Marchment,2021-22,FLA,L,L,54,18,29,47,+29,53,0.87,17,45,1,2,0,0,0,2,121,14.9,14:07,27.5
Justin Faulk,2021-22,STL,R,D,76,16,31,47,+41,43,0.62,15,40,1,7,0,0,1,6,167,9.6,23:12,--
John Klingberg,2021-22,DAL,R,D,74,6,41,47,-28,34,0.64,5,27,1,20,0,0,2,2,139,4.3,22:13,--
Anders Lee,2021-22,NYI,L,L,76,28,18,46,-11,34,0.61,19,33,9,13,0,0,0,3,159,17.6,16:38,48.5
Yegor Sharangovich,2021-22,NJD,L,C,76,24,22,46,-14,23,0.61,20,41,2,3,2,2,0,3,168,14.3,16:30,40.5
Brock Boeser,2021-22,VAN,R,R,71,23,23,46,-5,20,0.65,12,28,11,17,0,1,1,6,195,11.8,18:36,50.9
Jamie Benn,2021-22,DAL,L,L,82,18,28,46,-13,88,0.56,14,34,3,11,1,1,2,2,182,9.9,16:45,55.2
Damon Severson,2021-22,NJD,R,D,80,11,35,46,-14,57,0.58,6,29,5,16,0,1,0,0,158,7.0,23:36,--
Jack Roslovic,2021-22,CBJ,R,C,81,22,23,45,+2,12,0.56,18,38,4,7,0,0,1,4,131,16.8,14:17,43.5
Kyle Okposo,2021-22,BUF,R,R,74,21,24,45,-15,43,0.61,11,29,8,14,2,2,0,1,174,12.1,16:47,49.7
Paul Stastny,2021-22,WPG,L,C,71,21,24,45,+14,14,0.63,17,37,4,8,0,0,0,2,141,14.9,17:47,56.6
Jeff Carter,2021-22,PIT,R,C,76,19,26,45,-8,38,0.59,15,38,3,6,1,1,1,2,200,9.5,17:40,57.0
Brandon Hagel,2021-22,"CHI,TBL",L,L,77,25,19,44,-18,31,0.57,20,35,4,6,1,3,0,3,125,20.0,16:21,42.1
Nino Niederreiter,2021-22,CAR,L,R,75,24,20,44,+29,34,0.59,20,39,4,5,0,0,0,5,144,16.7,14:50,48.7
Boone Jenner,2021-22,CBJ,L,C,59,23,21,44,-11,22,0.75,15,34,8,10,0,0,0,3,160,14.4,20:28,53.6
Jordan Eberle,2021-22,SEA,R,R,79,21,23,44,-28,14,0.56,17,35,4,9,0,0,0,2,164,12.8,17:57,30.0
Anton Lundell,2021-22,FLA,L,C,65,18,26,44,+33,18,0.68,16,36,1,4,1,4,0,4,125,14.4,15:44,44.7
Erik Haula,2021-22,BOS,L,L,78,18,26,44,+19,47,0.56,16,40,2,4,0,0,0,3,141,12.8,15:06,53.9
Drake Batherson,2021-22,OTT,R,R,46,17,27,44,+4,32,0.96,14,30,3,14,0,0,1,3,110,15.5,18:56,41.9
Charlie Coyle,2021-22,BOS,R,C,82,16,28,44,-6,32,0.54,13,34,3,9,0,1,2,5,131,12.2,17:24,49.1
Frederick Gaudreau,2021-22,MIN,R,C,76,14,30,44,+12,8,0.58,13,39,1,3,0,2,1,4,132,10.6,16:19,50.0
Josh Bailey,2021-22,NYI,L,R,74,14,30,44,-7,6,0.59,12,33,2,11,0,0,0,1,87,16.1,16:53,39.1
Alex Pietrangelo,2021-22,VGK,R,D,80,13,31,44,+7,42,0.55,9,27,3,13,1,4,0,0,227,5.7,24:39,--
MacKenzie Weegar,2021-22,FLA,R,D,80,8,36,44,+40,81,0.55,6,39,1,3,1,2,0,2,203,3.9,23:22,--
Cole Caufield,2021-22,MTL,R,R,67,23,20,43,-24,10,0.64,18,30,5,13,0,0,2,3,188,12.2,16:41,50.0
Evgenii Dadonov,2021-22,VGK,L,R,78,20,23,43,+4,18,0.55,15,35,5,8,0,0,2,4,177,11.3,15:49,20.0
Evan Rodrigues,2021-22,PIT,R,C,82,19,24,43,+3,14,0.52,12,35,7,8,0,0,0,2,243,7.8,15:50,47.4
Conor Sheary,2021-22,WSH,L,L,71,19,24,43,-2,14,0.61,17,37,2,6,0,0,0,5,129,14.7,15:17,40.7
Anthony Cirelli,2021-22,TBL,L,C,76,17,26,43,+15,70,0.57,13,34,3,8,1,1,1,4,146,11.6,18:19,46.5
Evan Bouchard,2021-22,EDM,R,D,81,12,31,43,+10,28,0.53,10,35,2,7,0,1,0,1,205,5.9,19:48,--
Torey Krug,2021-22,STL,L,D,64,9,34,43,+23,48,0.67,5,23,3,19,1,1,0,1,119,7.6,20:34,--
Jake DeBrusk,2021-22,BOS,L,L,77,25,17,42,+6,10,0.55,22,38,3,4,0,0,2,8,184,13.6,15:02,45.5
Marcus Foligno,2021-22,MIN,L,L,74,23,19,42,+25,112,0.57,18,35,5,7,0,0,1,3,98,23.5,16:24,60.0
Evgeni Malkin,2021-22,PIT,L,C,41,20,22,42,-10,24,1.02,11,22,9,20,0,0,1,5,129,15.5,18:20,43.6
Adam Henrique,2021-22,ANA,L,C,58,19,23,42,-2,14,0.72,13,31,6,11,0,0,0,0,141,13.5,17:25,55.5
Dawson Mercer,2021-22,NJD,R,C,82,17,25,42,-25,28,0.51,14,35,2,5,1,2,0,2,154,11.0,16:32,35.4
Cam Fowler,2021-22,ANA,L,D,76,9,33,42,-9,14,0.55,3,24,6,18,0,0,0,1,124,7.3,24:25,--
Jaccob Slavin,2021-22,CAR,L,D,79,4,38,42,+35,10,0.53,3,33,1,7,0,2,0,0,165,2.4,23:32,--
Tanner Jeannot,2021-22,NSH,L,L,81,24,17,41,+2,130,0.51,21,37,2,3,1,1,1,5,124,19.4,15:59,41.7
Kailer Yamamoto,2021-22,EDM,R,R,81,20,21,41,-1,40,0.51,16,33,3,6,1,2,0,4,114,17.5,16:52,33.3
Rickard Rakell,2021-22,"ANA,PIT",R,R,70,20,21,41,0,12,0.59,15,31,5,10,0,0,1,2,184,10.9,17:59,45.6
Tyson Barrie,2021-22,EDM,R,D,73,7,34,41,+3,18,0.56,4,19,3,21,0,1,0,0,149,4.7,18:58,--
Corey Perry,2021-22,TBL,R,R,82,19,21,40,+9,66,0.49,13,32,6,8,0,0,0,4,153,12.4,13:31,50.0
Seth Jarvis,2021-22,CAR,R,C,68,17,23,40,+11,18,0.59,15,34,2,6,0,0,1,4,110,15.5,13:53,44.0
Martin Necas,2021-22,CAR,R,C,78,14,26,40,+5,32,0.51,11,35,2,4,1,1,1,6,159,8.8,16:11,44.7
Jared Spurgeon,2021-22,MIN,R,D,65,10,30,40,+32,10,0.62,10,26,0,14,0,0,2,2,116,8.6,21:09,--
Ross Colton,2021-22,TBL,L,C,79,22,17,39,+4,24,0.49,21,34,1,5,0,0,0,4,159,13.8,12:48,52.2
Evander Kane,2021-22,EDM,L,L,43,22,17,39,+25,60,0.91,17,32,3,4,2,3,0,3,152,14.5,19:27,45.0
Jean-Gabriel Pageau,2021-22,NYI,R,C,77,18,21,39,0,30,0.51,13,28,4,7,1,4,0,0,126,14.3,17:40,55.3
Matt Boldy,2021-22,MIN,L,L,47,15,24,39,+17,10,0.83,12,29,3,10,0,0,0,2,113,13.3,15:23,37.5
Nicolas Roy,2021-22,VGK,R,C,78,15,24,39,+12,51,0.50,13,33,2,5,0,1,0,3,145,10.3,16:15,48.8
Mikael Backlund,2021-22,CGY,L,C,82,12,27,39,+16,30,0.48,12,32,0,7,0,0,0,1,214,5.6,17:07,50.5
Max Domi,2021-22,"CBJ,CAR",L,C,72,11,28,39,+10,55,0.54,11,35,0,4,0,0,0,1,104,10.6,13:02,45.4
Jacob Trouba,2021-22,NYR,R,D,81,11,28,39,+25,88,0.48,10,33,1,4,0,2,0,1,204,5.4,22:26,--
Alexander Barabanov,2021-22,SJS,L,L,70,10,29,39,-5,14,0.56,8,31,2,8,0,0,1,1,103,9.7,17:11,0.0
