Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Connor Brown,2021-22,OTT,R,R,64,10,29,39,-15,10,0.61,9,26,0,9,1,4,0,0,121,8.3,20:03,36.1
Brady Skjei,2021-22,CAR,L,D,82,9,30,39,+22,48,0.48,9,39,0,0,0,0,0,0,184,4.9,21:09,--
James van Riemsdyk,2021-22,PHI,L,L,82,24,14,38,-33,25,0.46,15,29,9,9,0,0,0,4,186,12.9,16:07,41.7
Artturi Lehkonen,2021-22,"MTL,COL",L,L,74,19,19,38,+1,22,0.51,15,33,2,3,2,2,0,2,155,12.3,15:06,27.6
Reilly Smith,2021-22,VGK,L,R,56,16,22,38,+4,8,0.68,11,27,3,7,2,4,0,3,150,10.7,17:47,50.0
Dylan Cozens,2021-22,BUF,R,C,79,13,25,38,-19,55,0.48,11,28,2,9,0,1,0,1,160,8.1,15:54,45.6
Alex Tuch,2021-22,BUF,R,R,50,12,26,38,-3,14,0.76,9,29,2,8,1,1,0,0,139,8.6,18:25,39.1
Mikhail Sergachev,2021-22,TBL,L,D,78,7,31,38,+6,59,0.49,6,30,1,7,0,1,0,1,149,4.7,22:28,--
Thomas Chabot,2021-22,OTT,L,D,59,7,31,38,-3,26,0.64,6,25,1,13,0,0,0,1,173,4.1,26:12,--
Filip Hronek,2021-22,DET,R,D,78,5,33,38,-29,36,0.49,3,31,2,7,0,0,0,0,133,3.8,22:02,--
Max Pacioretty,2021-22,VGK,L,L,39,19,18,37,+8,33,0.95,15,25,4,12,0,0,0,4,148,12.8,17:23,22.2
Alex Iafallo,2021-22,LAK,L,L,79,17,20,37,+4,8,0.47,13,29,3,6,1,2,1,2,215,7.9,18:30,46.9
Rem Pitlick,2021-22,"MIN,MTL",L,C,66,15,22,37,-8,24,0.56,14,35,0,1,1,1,0,1,65,23.1,14:59,44.9
Josh Morrissey,2021-22,WPG,L,D,79,12,25,37,-3,66,0.47,6,22,6,15,0,0,0,3,173,6.9,23:40,--
Jonathan Toews,2021-22,CHI,L,C,71,12,25,37,-14,39,0.52,7,29,4,7,1,1,0,2,125,9.6,17:29,59.0
Brandon Montour,2021-22,FLA,R,D,81,11,26,37,+15,48,0.46,10,29,1,8,0,0,1,1,153,7.2,17:54,--
Alex Wennberg,2021-22,SEA,L,C,80,11,26,37,-26,28,0.46,9,30,2,6,0,1,0,2,95,11.6,17:51,46.6
Gustav Forsling,2021-22,FLA,L,D,71,10,27,37,+41,18,0.52,10,37,0,0,0,0,1,1,145,6.9,21:13,--
Ryan Getzlaf,2021-22,ANA,R,C,56,3,34,37,-14,29,0.66,1,26,2,11,0,0,0,1,104,2.9,18:57,53.3
Jordan Staal,2021-22,CAR,L,C,78,17,19,36,+11,18,0.46,16,34,1,2,0,0,0,2,146,11.6,16:38,57.3
Craig Smith,2021-22,BOS,R,C,74,16,20,36,+2,28,0.49,16,32,0,4,0,0,0,1,187,8.6,14:25,33.3
Pius Suter,2021-22,DET,L,C,82,15,21,36,-11,22,0.44,14,32,0,3,1,1,0,3,166,9.0,16:55,49.3
Pavel Zacha,2021-22,NJD,L,C,70,15,21,36,-21,22,0.51,11,28,4,8,0,0,1,1,148,10.1,16:51,50.1
Jesse Puljujarvi,2021-22,EDM,R,R,65,14,22,36,+22,20,0.55,10,29,4,7,0,0,0,1,160,8.8,16:14,--
Miro Heiskanen,2021-22,DAL,L,D,70,5,31,36,+3,24,0.51,2,25,3,11,0,0,1,1,156,3.2,24:53,--
Travis Boyd,2021-22,ARI,R,C,74,17,18,35,-10,34,0.47,15,31,2,4,0,0,1,2,88,19.3,16:31,45.3
Pierre Engvall,2021-22,TOR,L,L,78,15,20,35,+13,30,0.45,12,29,1,3,2,3,0,3,154,9.7,13:17,42.0
Mike Hoffman,2021-22,MTL,L,C,67,15,20,35,-24,32,0.52,11,22,4,13,0,0,0,3,154,9.7,17:03,60.0
Zach Parise,2021-22,NYI,L,L,82,15,20,35,-2,28,0.43,11,26,2,7,2,2,0,4,138,10.9,15:17,37.3
Andreas Johnsson,2021-22,NJD,L,L,71,13,22,35,+4,30,0.49,12,34,1,1,0,0,0,0,114,11.4,14:22,28.6
William Karlsson,2021-22,VGK,L,C,67,12,23,35,+3,10,0.52,9,30,1,3,2,2,0,0,135,8.9,18:17,51.7
Dmitry Orlov,2021-22,WSH,L,D,76,12,23,35,+25,44,0.46,10,31,2,4,0,0,1,4,127,9.5,20:58,--
Erik Karlsson,2021-22,SJS,R,D,50,10,25,35,-14,14,0.70,10,25,0,10,0,0,1,2,117,8.6,23:28,--
Darnell Nurse,2021-22,EDM,L,D,71,9,26,35,+18,54,0.49,7,26,0,6,2,3,0,0,203,4.4,25:03,--
Kevin Shattenkirk,2021-22,ANA,R,D,82,8,27,35,-9,36,0.43,7,21,1,14,0,0,0,1,163,4.9,21:25,0.0
Mark Giordano,2021-22,"SEA,TOR",L,D,75,8,27,35,-9,57,0.47,6,21,0,12,2,2,1,1,151,5.3,20:53,--
Vince Dunn,2021-22,SEA,L,D,73,7,28,35,-21,63,0.48,5,24,2,11,0,0,0,0,121,5.8,20:41,--
Colton Parayko,2021-22,STL,R,D,80,6,29,35,+16,18,0.44,6,34,0,1,0,0,0,2,135,4.4,23:34,--
Lawson Crouse,2021-22,ARI,L,L,65,20,14,34,-9,52,0.52,16,26,3,7,1,1,0,4,131,15.3,17:26,33.3
Joel Farabee,2021-22,PHI,L,L,63,17,17,34,-11,50,0.54,15,30,1,3,1,1,0,1,119,14.3,17:35,28.7
Sonny Milano,2021-22,ANA,L,L,66,14,20,34,-9,10,0.52,9,24,5,10,0,0,0,3,94,14.9,15:17,0.0
Tanner Pearson,2021-22,VAN,L,L,68,14,20,34,+9,30,0.50,13,31,1,3,0,0,0,2,159,8.8,16:03,35.1
Jesper Fast,2021-22,CAR,R,R,82,14,20,34,+24,4,0.41,13,31,1,2,0,1,0,1,97,14.4,14:49,41.4
Anthony Beauvillier,2021-22,NYI,L,L,75,12,22,34,-10,12,0.45,7,23,5,11,0,0,0,1,154,7.8,16:50,40.0
Neal Pionk,2021-22,WPG,R,D,77,3,31,34,+5,46,0.44,2,22,1,12,0,0,0,1,140,2.1,21:08,--
Danton Heinen,2021-22,PIT,L,L,76,18,15,33,+6,16,0.43,15,29,3,4,0,0,0,1,138,13.0,12:43,0.0
J.T. Compher,2021-22,COL,R,L,70,18,15,33,+6,25,0.47,13,26,4,6,1,1,0,0,102,17.7,16:19,51.4
Blake Coleman,2021-22,CGY,L,C,81,16,17,33,+16,60,0.41,15,31,0,0,1,2,0,2,212,7.6,14:49,10.5
Kyle Palmieri,2021-22,NYI,R,C,69,15,18,33,0,57,0.48,13,27,2,6,0,0,0,6,156,9.6,15:37,29.4
Alex Newhook,2021-22,COL,L,C,71,13,20,33,+11,12,0.46,10,27,3,6,0,0,0,5,113,11.5,13:34,34.7
Barclay Goodrow,2021-22,NYR,L,C,79,13,20,33,+13,69,0.42,12,29,0,0,1,4,0,2,116,11.2,16:43,49.4
Christian Dvorak,2021-22,MTL,L,C,56,11,22,33,-19,24,0.59,10,28,1,5,0,0,0,1,87,12.6,17:22,56.7
Vladislav Gavrikov,2021-22,CBJ,L,D,80,5,28,33,-3,68,0.41,5,32,0,0,0,1,0,1,108,4.6,22:17,--
Ilya Mikheyev,2021-22,TOR,L,R,53,21,11,32,+16,26,0.60,13,23,4,5,4,4,0,4,147,14.3,15:16,0.0
Josh Anderson,2021-22,MTL,R,R,69,19,13,32,-25,65,0.46,17,29,2,3,0,0,0,1,151,12.6,17:14,47.6
Alex Formenton,2021-22,OTT,L,L,79,18,14,32,-13,59,0.41,13,26,0,0,5,6,0,1,162,11.1,15:27,40.0
Dillon Dube,2021-22,CGY,L,C,79,18,14,32,+1,20,0.41,15,26,2,3,1,3,0,1,143,12.6,12:50,47.4
Frank Vatrano,2021-22,"FLA,NYR",L,R,71,18,14,32,+4,22,0.45,17,30,1,2,0,0,1,3,161,11.2,13:10,48.0
Nicholas Paul,2021-22,"OTT,TBL",L,L,80,16,16,32,-14,39,0.40,13,28,2,2,1,2,0,2,166,9.6,16:31,50.4
Dominik Kubalik,2021-22,CHI,L,L,78,15,17,32,-16,16,0.41,12,23,3,9,0,0,0,0,161,9.3,14:31,40.0
Philip Tomasino,2021-22,NSH,R,C,76,11,21,32,+2,10,0.42,8,23,3,9,0,0,0,3,111,9.9,11:32,38.9
Kasperi Kapanen,2021-22,PIT,R,R,79,11,21,32,+2,16,0.41,11,27,0,5,0,0,0,2,129,8.5,14:32,41.7
Ryan Suter,2021-22,DAL,L,D,82,7,25,32,+1,40,0.39,3,19,4,13,0,0,0,0,118,5.9,23:39,--
Jamie Drysdale,2021-22,ANA,R,D,81,4,28,32,-26,16,0.40,4,20,0,12,0,0,1,1,137,2.9,19:53,--
Nate Schmidt,2021-22,WPG,L,D,77,4,28,32,-4,10,0.42,3,20,1,11,0,1,0,1,117,3.4,20:13,--
Alexis Lafrenière,2021-22,NYR,L,L,79,19,12,31,+2,37,0.39,19,29,0,2,0,0,0,4,110,17.3,13:59,29.2
Cole Sillinger,2021-22,CBJ,L,C,79,16,15,31,-22,37,0.39,16,29,0,2,0,0,0,3,148,10.8,13:42,46.5
Ryan Donato,2021-22,SEA,L,C,74,16,15,31,-13,40,0.42,15,30,1,1,0,0,0,2,159,10.1,13:48,39.5
Lars Eller,2021-22,WSH,L,C,72,13,18,31,-4,40,0.43,13,29,0,2,0,0,1,2,116,11.2,16:07,49.5
Sam Gagner,2021-22,DET,R,C,81,13,18,31,-4,32,0.38,12,29,0,1,1,1,0,0,132,9.9,13:37,46.7
Denis Gurianov,2021-22,DAL,L,R,73,11,20,31,+2,16,0.42,7,24,4,7,0,0,1,2,144,7.6,14:11,--
Mike Matheson,2021-22,PIT,L,D,74,11,20,31,+12,33,0.42,11,29,0,2,0,0,0,5,140,7.9,18:48,--
Kevin Hayes,2021-22,PHI,L,R,48,10,21,31,-20,26,0.65,8,26,2,4,0,1,0,1,126,7.9,17:55,42.8
Ivan Provorov,2021-22,PHI,L,D,79,9,22,31,-20,34,0.39,8,22,1,7,0,2,1,1,170,5.3,24:53,--
Oliver Kylington,2021-22,CGY,L,D,73,9,22,31,+34,14,0.42,8,28,1,3,0,0,0,2,138,6.5,18:10,--
Travis Sanheim,2021-22,PHI,L,D,80,7,24,31,+9,34,0.39,7,31,0,0,0,0,1,1,123,5.7,22:58,--
Drew Doughty,2021-22,LAK,R,D,39,7,24,31,+4,30,0.79,3,18,4,13,0,0,0,1,99,7.1,25:44,--
Mattias Ekholm,2021-22,NSH,L,D,76,6,25,31,+14,44,0.41,6,26,0,4,0,1,0,1,145,4.1,23:29,--
Nicklas Backstrom,2021-22,WSH,L,C,47,6,25,31,-8,12,0.66,5,17,1,14,0,0,1,1,68,8.8,17:29,46.4
Robby Fabbri,2021-22,DET,L,C,56,17,13,30,-23,35,0.54,11,22,6,8,0,0,0,1,123,13.8,17:20,49.5
Vladislav Namestnikov,2021-22,"DET,DAL",L,C,75,16,14,30,+2,45,0.40,15,28,0,1,1,1,0,1,91,17.6,14:39,45.6
Tomas Tatar,2021-22,NJD,L,L,76,15,15,30,-22,22,0.39,13,25,2,5,0,0,0,1,132,11.4,14:50,38.0
Sean Kuraly,2021-22,CBJ,L,C,77,14,16,30,+2,61,0.39,14,28,0,1,0,1,0,0,121,11.6,15:52,49.5
Mathieu Joseph,2021-22,"TBL,OTT",L,R,69,12,18,30,+12,29,0.43,10,26,0,0,2,4,1,3,86,14.0,14:12,41.7
Calle Jarnkrok,2021-22,"SEA,CGY",R,C,66,12,18,30,-14,6,0.45,10,24,2,6,0,0,0,1,101,11.9,16:02,51.2
Scott Laughton,2021-22,PHI,L,C,67,11,19,30,-9,35,0.45,9,27,0,1,2,2,1,1,110,10.0,16:25,51.0
Dougie Hamilton,2021-22,NJD,R,D,62,9,21,30,-19,34,0.48,7,22,2,8,0,0,1,1,197,4.6,21:13,--
Mark Stone,2021-22,VGK,R,R,37,9,21,30,+7,8,0.81,6,23,3,6,0,1,0,2,71,12.7,18:21,44.8
Jonas Brodin,2021-22,MIN,L,D,73,5,25,30,+9,18,0.41,4,22,1,7,0,1,0,1,126,4.0,23:26,--
Alexandre Carrier,2021-22,NSH,R,D,77,3,27,30,+26,50,0.39,2,25,1,4,0,1,0,0,95,3.2,20:59,0.0
Alex Goligoski,2021-22,MIN,L,D,72,2,28,30,+41,34,0.42,2,26,0,4,0,0,0,0,80,2.5,18:56,--
Isac Lundestrom,2021-22,ANA,L,C,80,16,13,29,-3,8,0.36,12,25,0,0,4,4,0,3,83,19.3,15:29,44.5
Derek Grant,2021-22,ANA,L,C,71,15,14,29,-16,27,0.41,12,25,2,2,1,2,0,1,117,12.8,14:19,48.6
Jake Evans,2021-22,MTL,R,C,72,13,16,29,-5,22,0.40,13,28,0,0,0,1,0,0,124,10.5,15:36,49.8
Jesperi Kotkaniemi,2021-22,CAR,L,C,66,12,17,29,+3,37,0.44,12,25,0,4,0,0,0,3,81,14.8,12:01,51.2
Marcus Johansson,2021-22,"SEA,WSH",L,L,69,9,20,29,-26,4,0.42,6,19,3,10,0,0,0,2,111,8.1,16:08,41.8
Oliver Ekman-Larsson,2021-22,VAN,L,D,79,5,24,29,+5,52,0.37,2,19,3,10,0,0,0,1,168,3.0,22:19,--
Patric Hornqvist,2021-22,FLA,R,R,65,11,17,28,-5,19,0.43,8,21,3,7,0,0,0,0,165,6.7,12:40,38.1
Dustin Brown,2021-22,LAK,R,R,64,9,19,28,-3,20,0.44,8,25,1,3,0,0,0,0,146,6.2,14:44,20.0
Teddy Blueger,2021-22,PIT,L,C,65,9,19,28,+12,10,0.43,8,26,0,0,1,2,0,0,93,9.7,15:01,53.1
Brett Pesce,2021-22,CAR,R,D,70,7,21,28,+5,39,0.40,6,25,1,3,0,0,1,3,148,4.7,21:42,--
Colton Sissons,2021-22,NSH,R,C,79,7,21,28,+2,30,0.35,6,24,1,4,0,0,0,0,87,8.1,16:10,55.7
Ryan Graves,2021-22,NJD,L,D,75,6,22,28,-9,24,0.37,6,28,0,0,0,0,0,0,111,5.4,20:43,--
Chris Tanev,2021-22,CGY,R,D,82,6,22,28,+35,22,0.34,6,28,0,0,0,0,0,3,88,6.8,20:28,--
Samuel Girard,2021-22,COL,L,D,67,5,23,28,-4,20,0.42,5,21,0,7,0,0,0,1,79,6.3,21:39,--
Cody Ceci,2021-22,EDM,R,D,78,5,23,28,+8,14,0.36,5,25,0,0,0,3,0,0,102,4.9,20:54,--
TJ Brodie,2021-22,TOR,L,D,82,4,24,28,+20,34,0.34,4,25,0,1,0,2,0,0,68,5.9,21:19,--
Adam Pelech,2021-22,NYI,L,D,78,3,25,28,+20,42,0.36,3,26,0,0,0,2,0,0,104,2.9,21:17,--
Michael Rasmussen,2021-22,DET,L,C,80,15,12,27,-25,66,0.34,15,25,0,2,0,0,0,2,128,11.7,14:31,50.1
Arthur Kaliyev,2021-22,LAK,L,R,80,14,13,27,-3,37,0.34,8,18,6,9,0,0,0,2,194,7.2,12:39,--
Ondrej Kase,2021-22,TOR,R,R,50,14,13,27,+4,14,0.54,9,18,4,8,1,1,0,2,119,11.8,13:59,18.2
Pat Maroon,2021-22,TBL,L,L,81,11,16,27,+20,134,0.33,8,21,3,6,0,0,0,0,102,10.8,12:24,50.0
Eric Robinson,2021-22,CBJ,L,L,67,10,17,27,-1,18,0.40,8,25,0,0,2,2,0,1,104,9.6,13:54,50.0
Jordan Greenway,2021-22,MIN,L,L,62,10,17,27,+26,69,0.44,9,25,1,2,0,0,0,3,110,9.1,14:34,36.7
Rasmus Asplund,2021-22,BUF,L,C,80,8,19,27,-5,10,0.34,5,22,2,4,1,1,1,1,130,6.2,14:17,42.6
Matt Dumba,2021-22,MIN,R,D,57,7,20,27,+9,47,0.47,6,22,1,5,0,0,0,1,116,6.0,23:06,--
Jeff Petry,2021-22,MTL,R,D,68,6,21,27,-11,36,0.40,6,23,0,3,0,1,0,1,124,4.8,22:07,--
Hampus Lindholm,2021-22,"ANA,BOS",L,D,71,5,22,27,+10,46,0.38,4,21,1,5,0,1,0,1,142,3.5,22:30,--
Chris Wideman,2021-22,MTL,R,D,64,4,23,27,-25,67,0.42,4,15,0,12,0,0,0,1,76,5.3,14:53,--
Sean Durzi,2021-22,LAK,R,D,64,3,24,27,-9,55,0.42,1,11,2,15,0,1,0,0,119,2.5,19:36,--
Nick Bonino,2021-22,SJS,L,C,80,16,10,26,-25,18,0.33,12,18,3,7,1,1,0,0,137,11.7,16:42,51.4
Vasily Podkolzin,2021-22,VAN,L,R,79,14,12,26,+7,26,0.33,12,23,2,3,0,0,0,3,115,12.2,12:48,42.1
Garnet Hathaway,2021-22,WSH,R,R,76,14,12,26,+19,57,0.34,14,25,0,0,0,1,0,4,124,11.3,13:23,35.7
Oskar Lindblom,2021-22,PHI,L,L,79,12,14,26,-11,22,0.33,12,25,0,1,0,0,0,1,127,9.5,13:48,36.4
Warren Foegele,2021-22,EDM,L,L,82,12,14,26,-9,24,0.32,10,23,2,3,0,0,0,3,142,8.5,12:37,46.4
David Kampf,2021-22,TOR,L,C,82,11,15,26,+12,20,0.32,9,22,0,0,2,4,0,1,102,10.8,15:16,52.9
Kirby Dach,2021-22,CHI,R,C,70,9,17,26,-18,43,0.37,7,19,2,6,0,1,0,0,116,7.8,18:03,32.8
Eetu Luostarinen,2021-22,FLA,L,C,78,9,17,26,+1,12,0.33,7,22,0,1,2,3,1,4,84,10.7,13:26,40.0
Ben Chiarot,2021-22,"MTL,FLA",L,D,74,9,17,26,-14,48,0.35,7,22,2,3,0,1,1,1,143,6.3,22:51,--
Ryan McDonagh,2021-22,TBL,L,D,71,4,22,26,+15,16,0.37,4,25,0,1,0,0,0,0,85,4.7,22:27,0.0
Jack Eichel,2021-22,VGK,R,C,34,14,11,25,+3,10,0.74,11,17,3,8,0,0,0,2,133,10.5,19:24,48.6
Vinnie Hinostroza,2021-22,BUF,R,C,62,13,12,25,-11,24,0.40,12,24,1,1,0,0,0,2,92,14.1,13:52,42.9
Jason Spezza,2021-22,TOR,R,C,71,12,13,25,-3,26,0.35,9,15,3,10,0,0,0,1,97,12.4,10:45,52.9
T.J. Oshie,2021-22,WSH,R,R,44,11,14,25,-12,18,0.57,7,14,4,10,0,1,0,1,77,14.3,17:27,42.6
Mattias Janmark,2021-22,VGK,L,C,67,9,16,25,+3,21,0.37,7,22,0,0,2,3,0,1,89,10.1,14:21,40.7
Adam Larsson,2021-22,SEA,R,D,82,8,17,25,-23,55,0.30,8,24,0,1,0,0,1,3,119,6.7,22:17,--
Erik Johnson,2021-22,COL,R,D,77,8,17,25,+22,24,0.32,7,22,0,1,1,2,0,1,139,5.8,17:17,--
Jake Bean,2021-22,CBJ,L,D,67,7,18,25,-5,26,0.37,7,20,0,4,0,1,2,2,90,7.8,20:34,--
Esa Lindell,2021-22,DAL,L,D,76,4,21,25,+4,12,0.33,3,19,0,3,1,3,0,0,136,2.9,22:03,0.0
John Marino,2021-22,PIT,R,D,81,1,24,25,+1,23,0.31,1,21,0,2,0,2,0,0,90,1.1,20:38,--
Yakov Trenin,2021-22,NSH,L,C,80,17,7,24,+7,46,0.30,17,24,0,0,0,0,0,2,136,12.5,14:40,34.3
Oliver Wahlstrom,2021-22,NYI,R,R,73,13,11,24,-6,74,0.33,8,16,5,8,0,0,0,2,157,8.3,12:04,42.9
Blake Lizotte,2021-22,LAK,L,C,70,10,14,24,+15,28,0.34,9,21,0,0,1,3,0,2,91,11.0,12:10,51.6
Barrett Hayton,2021-22,ARI,L,C,60,10,14,24,-8,20,0.40,8,19,2,5,0,0,0,1,82,12.2,16:07,48.1
Filip Zadina,2021-22,DET,L,R,74,10,14,24,-24,10,0.32,6,16,4,8,0,0,0,1,154,6.5,14:11,50.0
Nic Dowd,2021-22,WSH,R,C,64,10,14,24,+10,44,0.38,9,22,0,1,1,1,0,0,90,11.1,14:16,53.7
Logan O'Connor,2021-22,COL,R,R,81,8,16,24,+10,38,0.30,7,20,0,0,1,4,0,1,127,6.3,13:52,22.7
Tyler Ennis,2021-22,OTT,L,R,57,8,16,24,-6,16,0.42,7,20,1,4,0,0,0,1,89,9.0,12:33,69.0
Keegan Kolesar,2021-22,VGK,R,R,77,7,17,24,-6,68,0.31,5,22,1,1,1,1,0,0,94,7.5,12:39,40.4
Brendan Gallagher,2021-22,MTL,R,R,56,7,17,24,-7,69,0.43,2,17,5,7,0,0,0,0,142,4.9,15:01,37.1
Dmitry Kulikov,2021-22,MIN,L,D,80,7,17,24,+23,39,0.30,7,24,0,0,0,0,1,2,74,9.5,18:12,--
Matt Grzelcyk,2021-22,BOS,L,D,73,4,20,24,+22,24,0.33,4,19,0,5,0,0,1,2,118,3.4,18:44,--
Dante Fabbro,2021-22,NSH,R,D,66,3,21,24,+13,24,0.36,3,24,0,0,0,0,0,0,88,3.4,19:03,--
Nick Leddy,2021-22,"DET,STL",L,D,75,3,21,24,-30,22,0.32,3,18,0,6,0,0,0,0,71,4.2,21:25,--
Nick Ritchie,2021-22,"TOR,ARI",L,L,57,12,11,23,-13,43,0.40,11,19,1,4,0,0,0,0,93,12.9,12:42,0.0
Eeli Tolvanen,2021-22,NSH,L,R,75,11,12,23,-7,16,0.31,10,17,1,6,0,0,0,1,151,7.3,13:26,0.0
Rudolfs Balcers,2021-22,SJS,L,L,61,11,12,23,-3,20,0.38,11,22,0,0,0,1,0,1,98,11.2,15:02,40.0
Nicolas Aube-Kubel,2021-22,"PHI,COL",R,R,74,11,12,23,+11,47,0.31,11,23,0,0,0,0,0,2,87,12.6,9:49,25.0
Jesper Boqvist,2021-22,NJD,L,C,56,10,13,23,-9,10,0.41,10,22,0,1,0,0,0,1,74,13.5,13:08,37.3
Anthony Mantha,2021-22,WSH,L,R,37,9,14,23,+4,14,0.62,9,21,0,2,0,0,0,0,82,11.0,15:10,75.0
Noah Gregor,2021-22,SJS,L,C,63,8,15,23,-21,25,0.37,8,20,0,3,0,0,0,1,156,5.1,14:56,34.3
Sean Monahan,2021-22,CGY,L,C,65,8,15,23,-15,24,0.35,3,10,5,13,0,0,0,2,111,7.2,14:04,53.2
Oskar Sundqvist,2021-22,"STL,DET",R,C,59,8,15,23,+5,29,0.39,8,23,0,0,0,0,0,1,70,11.4,14:00,41.2
Jaden Schwartz,2021-22,SEA,L,C,37,8,15,23,-13,14,0.62,7,19,1,4,0,0,0,0,101,7.9,18:27,48.6
Anton Stralman,2021-22,ARI,R,D,74,8,15,23,-16,12,0.31,8,23,0,0,0,0,0,1,95,8.4,21:20,--
Timothy Liljegren,2021-22,TOR,R,D,61,5,18,23,+15,14,0.38,4,21,1,2,0,0,0,0,79,6.3,16:24,--
Justin Schultz,2021-22,WSH,R,D,74,4,19,23,-15,16,0.31,2,18,2,5,0,0,0,1,92,4.4,16:55,--
Justin Holl,2021-22,TOR,R,D,69,3,20,23,+14,41,0.33,2,20,0,0,1,3,0,1,64,4.7,20:12,--
Luke Kunin,2021-22,NSH,R,C,82,13,9,22,-11,99,0.27,13,20,0,2,0,0,0,0,125,10.4,13:50,44.0
Alex Chiasson,2021-22,VAN,R,R,67,13,9,22,+4,24,0.33,7,12,6,10,0,0,0,2,98,13.3,11:37,43.5
Jonathan Dahlen,2021-22,SJS,L,C,61,12,10,22,-25,12,0.36,9,15,3,7,0,0,0,2,105,11.4,13:48,0.0
Brock McGinn,2021-22,PIT,L,L,64,12,10,22,0,14,0.34,12,22,0,0,0,0,0,2,99,12.1,15:00,36.4
Adam Boqvist,2021-22,CBJ,R,D,52,11,11,22,-11,12,0.42,8,16,3,6,0,0,0,1,64,17.2,17:03,--
Taylor Raddysh,2021-22,"TBL,CHI",R,R,74,11,11,22,+1,10,0.30,7,17,3,4,1,1,0,1,104,10.6,12:20,37.5
Derek Ryan,2021-22,EDM,R,C,75,10,12,22,-4,8,0.29,10,21,0,0,0,1,0,2,72,13.9,11:26,55.9
Nick Cousins,2021-22,NSH,L,C,68,9,13,22,-8,31,0.32,6,18,3,4,0,0,0,1,103,8.7,12:28,46.9
Filip Chytil,2021-22,NYR,L,C,67,8,14,22,-1,14,0.33,8,21,0,1,0,0,0,1,135,5.9,13:11,43.4
Peyton Krebs,2021-22,"VGK,BUF",L,C,57,7,15,22,-26,22,0.39,7,12,0,10,0,0,0,2,56,12.5,14:35,35.3
Morgan Geekie,2021-22,SEA,R,C,73,7,15,22,-16,18,0.30,7,18,0,4,0,0,0,0,97,7.2,12:36,52.5
Artem Zub,2021-22,OTT,R,D,81,6,16,22,+1,60,0.27,6,22,0,0,0,0,0,0,92,6.5,21:02,--
P.K. Subban,2021-22,NJD,R,D,77,5,17,22,-8,82,0.29,5,21,0,0,0,1,0,1,114,4.4,18:18,--
Nikita Zadorov,2021-22,CGY,L,D,74,4,18,22,+11,77,0.30,4,22,0,0,0,0,0,0,106,3.8,16:55,--
Jake McCabe,2021-22,CHI,L,D,75,4,18,22,-27,33,0.29,4,22,0,0,0,0,0,0,80,5.0,20:18,--
Alexander Radulov,2021-22,DAL,L,R,71,4,18,22,-20,30,0.31,3,14,1,8,0,0,0,2,92,4.4,14:06,45.5
Joonas Donskoi,2021-22,SEA,R,R,75,2,20,22,-10,14,0.29,2,18,0,3,0,1,0,0,89,2.3,14:50,35.7
Adam Lowry,2021-22,WPG,L,C,79,13,8,21,+1,59,0.27,10,14,0,2,3,5,0,0,115,11.3,15:29,53.0
Brian Boyle,2021-22,PIT,L,C,66,11,10,21,+6,27,0.32,10,20,0,0,1,1,0,1,87,12.6,10:47,45.2
Owen Tippett,2021-22,"FLA,PHI",R,R,63,10,11,21,-2,12,0.33,9,18,1,3,0,0,0,1,126,7.9,13:25,38.2
Carson Soucy,2021-22,SEA,L,D,64,10,11,21,+7,47,0.33,9,17,0,2,1,2,0,1,97,10.3,17:40,--
Milan Lucic,2021-22,CGY,L,L,82,10,11,21,-9,84,0.26,8,18,2,3,0,0,0,0,95,10.5,12:15,55.9
Ryan McLeod,2021-22,EDM,L,C,71,9,12,21,-2,12,0.30,7,16,2,5,0,0,0,1,82,11.0,12:46,47.2
Zachary Sanford,2021-22,"OTT,WPG",L,L,80,9,12,21,-15,50,0.26,8,18,1,3,0,0,0,0,104,8.7,14:18,22.7
Victor Rask,2021-22,"MIN,SEA",L,C,47,9,12,21,+4,2,0.45,9,20,0,1,0,0,0,1,58,15.5,12:12,50.6
Mason Appleton,2021-22,"SEA,WPG",R,C,68,8,13,21,-1,30,0.31,8,21,0,0,0,0,0,3,98,8.2,14:53,31.8
Jakob Chychrun,2021-22,ARI,L,D,47,7,14,21,-20,47,0.45,6,20,1,1,0,0,1,2,141,5.0,23:00,--
Johan Larsson,2021-22,"ARI,WSH",L,L,43,7,14,21,-4,32,0.49,5,18,2,3,0,0,0,1,44,15.9,15:55,46.2
Philipp Kurashev,2021-22,CHI,L,C,67,6,15,21,-16,12,0.31,4,16,2,5,0,0,1,1,86,7.0,12:51,42.2
Alex Galchenyuk,2021-22,ARI,L,C,60,6,15,21,-11,32,0.35,6,20,0,1,0,0,0,0,89,6.7,13:09,52.3
Jakob Silfverberg,2021-22,ANA,R,R,53,5,16,21,-3,30,0.40,4,16,1,5,0,0,0,0,120,4.2,17:02,33.3
Ryan Pulock,2021-22,NYI,R,D,56,5,16,21,0,2,0.38,3,14,2,6,0,1,0,0,122,4.1,21:08,--
Brett Kulak,2021-22,"MTL,EDM",L,D,74,5,16,21,-4,45,0.28,5,20,0,0,0,1,0,0,92,5.4,17:45,--
Nick Jensen,2021-22,WSH,R,D,76,5,16,21,+32,21,0.28,5,21,0,0,0,0,0,1,88,5.7,19:21,--
