Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Nico Hischier,2022-23,NJD,L,C,81,31,49,80,+33,10,0.99,21,57,7,19,3,4,2,9,256,12.1,19:17,53.9
Kyle Connor,2022-23,WPG,L,L,82,31,49,80,-11,20,0.98,23,51,8,29,0,0,2,8,273,11.4,20:32,28.6
Alex Tuch,2022-23,BUF,R,R,74,36,43,79,+14,20,1.07,27,58,8,20,1,1,1,9,218,16.5,19:09,42.7
Claude Giroux,2022-23,OTT,R,R,82,35,44,79,+4,34,0.96,28,54,7,24,0,1,1,6,214,16.4,18:48,58.3
Dylan Larkin,2022-23,DET,L,C,80,32,47,79,-7,45,0.99,15,47,16,31,1,1,0,5,244,13.1,19:33,54.4
Jamie Benn,2022-23,DAL,L,L,82,33,45,78,+23,34,0.95,18,45,13,30,2,3,0,4,190,17.4,15:47,60.1
Aleksander Barkov,2022-23,FLA,L,C,68,23,55,78,+10,8,1.15,14,46,8,30,1,2,0,6,208,11.1,21:13,54.9
Joe Pavelski,2022-23,DAL,R,C,82,28,49,77,+42,8,0.94,15,49,13,27,0,1,0,2,184,15.2,17:43,53.4
Josh Morrissey,2022-23,WPG,L,D,78,16,60,76,+2,41,0.97,14,48,2,28,0,0,2,6,172,9.3,24:14,--
Quinn Hughes,2022-23,VAN,L,D,78,7,69,76,+15,34,0.97,5,41,2,34,0,1,0,0,154,4.6,25:40,--
Alex Ovechkin,2022-23,WSH,R,L,73,42,33,75,-16,48,1.03,28,50,14,25,0,0,1,3,294,14.3,20:12,44.4
Kirill Kaprizov,2022-23,MIN,L,L,67,40,35,75,+4,45,1.12,23,43,17,32,0,0,2,6,261,15.3,21:07,40.0
Roope Hintz,2022-23,DAL,L,C,73,37,38,75,+31,30,1.03,25,51,9,21,3,3,0,5,184,20.1,17:33,52.0
Brock Nelson,2022-23,NYI,L,C,82,36,39,75,+13,24,0.91,30,58,6,17,0,0,1,8,222,16.2,18:26,47.3
Andrei Kuzmenko,2022-23,VAN,R,L,81,39,35,74,+9,8,0.91,25,55,14,19,0,0,2,4,143,27.3,16:15,0.0
Anze Kopitar,2022-23,LAK,L,C,82,28,46,74,+20,4,0.90,21,53,7,20,0,1,0,4,169,16.6,20:18,55.9
Dougie Hamilton,2022-23,NJD,R,D,82,22,52,74,+23,50,0.90,14,46,8,28,0,0,2,7,275,8.0,21:46,--
Johnny Gaudreau,2022-23,CBJ,L,L,80,21,53,74,-33,22,0.93,18,50,3,24,0,0,3,4,220,9.6,19:25,--
Carter Verhaeghe,2022-23,FLA,L,C,81,42,31,73,+10,46,0.90,35,60,7,13,0,0,1,2,275,15.3,17:30,48.8
Jordan Kyrou,2022-23,STL,R,C,79,37,36,73,-38,22,0.92,26,49,11,23,0,1,1,5,272,13.6,18:00,35.7
Jake Guentzel,2022-23,PIT,L,L,78,36,37,73,+2,46,0.94,25,50,11,23,0,0,1,6,244,14.8,20:07,50.0
Tyler Toffoli,2022-23,CGY,R,R,82,34,39,73,+16,28,0.89,24,48,10,25,0,0,2,4,268,12.7,16:37,58.3
Jesper Bratt,2022-23,NJD,L,L,82,32,41,73,+14,6,0.89,24,51,8,22,0,0,1,3,212,15.1,17:22,--
Brandon Montour,2022-23,FLA,R,D,80,16,57,73,+9,107,0.91,13,40,3,33,0,0,2,5,242,6.6,24:08,--
Rasmus Dahlin,2022-23,BUF,L,D,78,15,58,73,+12,92,0.94,9,41,6,32,0,0,0,2,204,7.4,25:48,--
Miro Heiskanen,2022-23,DAL,L,D,79,11,62,73,+12,32,0.92,9,38,2,34,0,1,1,2,206,5.3,25:29,--
Kevin Fiala,2022-23,LAK,L,L,69,23,49,72,+2,52,1.04,16,48,7,24,0,0,2,2,208,11.1,17:36,50.0
Adam Fox,2022-23,NYR,R,D,82,12,60,72,+28,34,0.88,11,40,1,29,0,3,1,5,159,7.6,24:23,--
Martin Necas,2022-23,CAR,R,C,82,28,43,71,+5,32,0.87,19,44,9,26,0,1,4,5,240,11.7,18:25,45.1
Jared McCann,2022-23,SEA,L,L,79,40,30,70,+18,14,0.89,30,51,7,16,3,3,0,3,210,19.1,16:20,33.3
Bo Horvat,2022-23,"VAN,NYI",L,C,79,38,32,70,-1,18,0.89,22,43,12,22,4,5,1,5,229,16.6,20:39,56.9
Mark Scheifele,2022-23,WPG,R,C,81,42,26,68,-16,43,0.84,30,46,12,22,0,0,2,10,206,20.4,20:29,48.0
Dylan Cozens,2022-23,BUF,R,C,81,31,37,68,-3,41,0.84,24,47,5,18,2,3,1,1,211,14.7,16:30,48.3
Adrian Kempe,2022-23,LAK,L,R,82,41,26,67,+22,55,0.82,27,44,11,20,3,3,1,6,250,16.4,18:45,31.4
Sebastian Aho,2022-23,CAR,L,C,75,36,31,67,+8,42,0.89,26,48,7,15,3,4,2,9,218,16.5,19:30,51.4
Sam Reinhart,2022-23,FLA,R,C,82,31,36,67,-12,12,0.82,15,37,16,27,0,3,1,5,227,13.7,19:47,50.6
Logan Couture,2022-23,SJS,L,C,82,27,40,67,-30,19,0.82,21,46,5,20,1,1,2,4,198,13.6,19:08,47.4
Pavel Buchnevich,2022-23,STL,L,L,63,26,41,67,+14,36,1.06,18,44,8,21,0,2,0,2,123,21.1,19:27,29.9
Mats Zuccarello,2022-23,MIN,L,R,78,22,45,67,-3,26,0.86,13,38,9,29,0,0,1,3,198,11.1,20:12,40.0
Brad Marchand,2022-23,BOS,L,L,73,21,46,67,+27,74,0.92,12,37,9,29,0,1,0,4,183,11.5,18:32,38.6
Timo Meier,2022-23,"SJS,NJD",L,R,78,40,26,66,-19,43,0.85,23,43,17,23,0,0,1,5,327,12.2,19:23,36.8
Alex DeBrincat,2022-23,OTT,R,R,82,27,39,66,-31,45,0.80,16,36,11,30,0,0,2,6,263,10.3,19:00,52.6
Jack Eichel,2022-23,VGK,R,C,67,27,39,66,+26,6,0.99,25,51,2,14,0,1,1,2,223,12.1,18:46,45.3
Nick Suzuki,2022-23,MTL,R,C,82,26,40,66,-13,33,0.80,16,46,7,17,3,3,0,2,162,16.1,21:06,47.3
Cale Makar,2022-23,COL,R,D,60,17,49,66,+16,30,1.10,12,36,5,30,0,0,2,6,176,9.7,26:23,--
Trevor Zegras,2022-23,ANA,L,C,81,23,42,65,-24,88,0.80,19,48,4,17,0,0,2,3,184,12.5,18:50,41.4
Dylan Strome,2022-23,WSH,L,C,81,23,42,65,-4,24,0.80,20,44,3,21,0,0,0,2,154,14.9,16:41,48.8
Brayden Schenn,2022-23,STL,L,C,82,21,44,65,-27,50,0.79,15,50,6,15,0,0,1,3,144,14.6,18:26,46.6
Robert Thomas,2022-23,STL,R,C,73,18,47,65,-8,22,0.89,12,42,5,22,1,1,1,2,106,17.0,19:21,52.9
Chandler Stephenson,2022-23,VGK,L,C,81,16,49,65,+12,26,0.80,9,47,6,15,1,3,0,5,120,13.3,19:01,58.1
Brandon Hagel,2022-23,TBL,L,L,81,30,34,64,+23,54,0.79,22,48,7,13,1,3,0,3,178,16.9,18:39,28.4
Alex Killorn,2022-23,TBL,L,L,82,27,37,64,+18,45,0.78,23,50,3,12,1,2,2,5,143,18.9,17:13,50.0
Elias Lindholm,2022-23,CGY,R,C,80,22,42,64,+6,14,0.80,11,40,10,21,1,3,0,2,186,11.8,18:39,55.7
Vincent Trocheck,2022-23,NYR,R,C,82,22,42,64,+3,58,0.78,13,47,9,17,0,0,0,3,225,9.8,19:19,56.1
Vince Dunn,2022-23,SEA,L,D,81,14,50,64,+28,55,0.79,14,49,0,15,0,0,1,2,149,9.4,23:40,--
Mikhail Sergachev,2022-23,TBL,L,D,79,10,54,64,+13,53,0.81,7,36,3,27,0,1,0,2,156,6.4,23:49,--
Matt Boldy,2022-23,MIN,L,L,81,31,32,63,+1,39,0.78,23,37,8,26,0,0,1,5,255,12.2,18:30,54.6
Pierre-Luc Dubois,2022-23,WPG,L,C,73,27,36,63,+5,77,0.86,16,40,11,23,0,0,0,1,205,13.2,18:27,48.9
Tomas Hertl,2022-23,SJS,L,C,79,22,41,63,-36,42,0.80,16,41,6,22,0,0,0,1,183,12.0,19:17,54.8
Jordan Eberle,2022-23,SEA,R,R,82,20,43,63,+6,34,0.77,17,48,3,15,0,0,1,4,177,11.3,16:41,44.2
Drake Batherson,2022-23,OTT,R,R,82,22,40,62,-35,33,0.76,8,33,14,29,0,0,0,2,249,8.8,18:36,34.2
Travis Konecny,2022-23,PHI,R,R,60,31,30,61,-12,77,1.02,23,40,5,15,3,6,0,5,191,16.2,20:07,46.7
Troy Terry,2022-23,ANA,R,R,70,23,38,61,-8,22,0.87,18,49,5,12,0,0,1,3,188,12.2,19:22,100.0
Joel Eriksson Ek,2022-23,MIN,L,C,78,23,38,61,+4,44,0.78,9,35,12,23,2,3,0,1,247,9.3,19:00,49.4
Brent Burns,2022-23,CAR,R,D,82,18,43,61,+19,44,0.74,14,38,4,23,0,0,1,2,255,7.1,23:13,100.0
Rickard Rakell,2022-23,PIT,R,R,82,28,32,60,-5,16,0.73,17,39,11,21,0,0,0,2,243,11.5,18:26,47.6
Viktor Arvidsson,2022-23,LAK,R,R,77,26,33,59,-4,24,0.77,15,33,10,25,1,1,0,2,228,11.4,17:06,40.3
Roman Josi,2022-23,NSH,L,D,67,18,41,59,+5,36,0.88,10,35,8,24,0,0,1,5,269,6.7,25:10,--
Casey Mittelstadt,2022-23,BUF,L,C,82,15,44,59,-8,22,0.72,10,42,4,16,1,1,1,2,135,11.1,15:44,45.9
Patrice Bergeron,2022-23,BOS,R,C,78,27,31,58,+35,22,0.74,16,37,9,19,2,2,0,7,249,10.8,17:24,61.1
Nick Schmaltz,2022-23,ARI,R,C,63,22,36,58,+4,20,0.92,16,45,6,12,0,1,0,2,132,16.7,19:43,40.0
Jonathan Marchessault,2022-23,VGK,R,R,76,28,29,57,+2,21,0.75,19,41,9,16,0,0,1,4,234,12.0,17:08,37.5
Matty Beniers,2022-23,SEA,L,C,80,24,33,57,+14,2,0.71,20,46,4,10,0,1,1,4,148,16.2,17:06,42.2
Pavel Zacha,2022-23,BOS,L,C,82,21,36,57,+26,16,0.70,18,48,3,8,0,1,0,3,131,16.0,16:03,45.3
Patrick Kane,2022-23,"CHI,NYR",L,R,73,21,36,57,-22,16,0.78,17,35,4,22,0,0,0,1,227,9.3,19:19,50.0
Dawson Mercer,2022-23,NJD,R,C,82,27,29,56,+22,14,0.68,24,44,2,10,1,2,1,6,161,16.8,16:34,42.4
Reilly Smith,2022-23,VGK,L,R,78,26,30,56,+11,16,0.72,16,42,6,10,4,4,1,4,180,14.4,16:58,57.1
Nazem Kadri,2022-23,CGY,L,C,82,24,32,56,-19,56,0.68,13,37,11,19,0,0,0,4,267,9.0,17:13,47.5
David Perron,2022-23,DET,R,L,82,24,32,56,-7,52,0.68,18,34,6,22,0,0,0,3,195,12.3,16:55,18.2
Matt Duchene,2022-23,NSH,L,C,71,22,34,56,+4,32,0.79,17,43,5,13,0,0,1,3,168,13.1,18:19,52.9
Max Domi,2022-23,"CHI,DAL",L,C,80,20,36,56,-15,82,0.70,12,37,8,19,0,0,2,4,179,11.2,17:46,53.7
Mikael Backlund,2022-23,CGY,L,C,82,19,37,56,+24,36,0.68,13,40,5,12,1,4,1,2,260,7.3,18:10,50.9
David Krejci,2022-23,BOS,R,C,70,16,40,56,+23,20,0.80,12,44,4,12,0,0,0,2,112,14.3,17:12,47.4
Andrei Svechnikov,2022-23,CAR,L,R,64,23,32,55,+6,71,0.86,18,39,5,16,0,0,0,4,205,11.2,18:03,44.4
Brock Boeser,2022-23,VAN,R,R,74,18,37,55,-20,24,0.74,12,39,6,16,0,0,0,3,178,10.1,17:14,38.6
Blake Wheeler,2022-23,WPG,R,R,72,16,39,55,-3,46,0.76,9,40,7,15,0,0,1,6,126,12.7,17:03,51.6
Jonathan Huberdeau,2022-23,CGY,L,C,79,15,40,55,+2,36,0.70,11,40,4,15,0,0,0,1,126,11.9,16:52,33.3
Tyson Barrie,2022-23,"EDM,NSH",R,D,85,13,42,55,-7,36,0.65,9,23,4,31,0,1,0,1,163,8.0,19:47,--
Evgeny Kuznetsov,2022-23,WSH,L,C,81,12,43,55,-26,56,0.68,7,37,5,18,0,0,1,2,172,7.0,18:04,47.5
Chris Kreider,2022-23,NYR,L,L,79,36,18,54,+21,26,0.68,24,33,8,17,4,4,1,3,229,15.7,18:25,45.2
Phillip Danault,2022-23,LAK,L,C,82,18,36,54,-8,63,0.66,15,32,3,20,0,2,1,1,152,11.8,18:20,54.4
Kevin Hayes,2022-23,PHI,L,R,81,18,36,54,-22,23,0.67,12,38,6,16,0,0,0,1,209,8.6,17:34,49.4
Alex Pietrangelo,2022-23,VGK,R,D,73,11,43,54,+13,16,0.74,10,38,1,14,0,2,1,3,170,6.5,23:59,100.0
William Karlsson,2022-23,VGK,L,C,82,14,39,53,+14,10,0.65,10,39,2,9,2,5,0,2,161,8.7,17:28,55.3
Hampus Lindholm,2022-23,BOS,L,D,80,10,43,53,+49,56,0.66,9,36,1,17,0,0,1,2,158,6.3,23:11,--
Patrik Laine,2022-23,CBJ,R,L,55,22,30,52,-12,16,0.95,14,36,8,16,0,0,0,1,184,12.0,19:07,35.0
J.T. Compher,2022-23,COL,R,L,82,17,35,52,+8,33,0.63,12,38,5,14,0,0,0,3,154,11.0,20:32,48.8
Drew Doughty,2022-23,LAK,R,D,81,9,43,52,+12,34,0.64,5,25,4,27,0,0,0,2,145,6.2,26:14,--
Charlie McAvoy,2022-23,BOS,R,D,67,7,45,52,+29,54,0.78,5,33,2,19,0,0,1,2,105,6.7,22:18,--
Artturi Lehkonen,2022-23,COL,L,L,64,21,30,51,+8,28,0.80,12,30,8,20,1,1,1,3,150,14.0,20:27,17.4
Mathew Barzal,2022-23,NYI,R,C,58,14,37,51,+5,22,0.88,10,32,4,19,0,0,1,5,139,10.1,18:43,35.6
Anders Lee,2022-23,NYI,L,L,82,28,22,50,-3,50,0.61,22,36,6,14,0,0,0,4,214,13.1,17:13,54.0
Jake DeBrusk,2022-23,BOS,L,L,64,27,23,50,+26,16,0.78,21,35,6,14,0,1,0,6,191,14.1,16:47,26.7
Tyler Seguin,2022-23,DAL,R,C,76,21,29,50,+3,24,0.66,13,37,7,11,1,2,1,3,189,11.1,16:37,54.7
Vladimir Tarasenko,2022-23,"STL,NYR",L,R,69,18,32,50,-14,8,0.72,14,35,3,14,1,1,1,1,169,10.7,16:48,0.0
Justin Faulk,2022-23,STL,R,D,82,11,39,50,-4,34,0.61,9,40,2,10,0,0,1,3,196,5.6,23:23,--
Devon Toews,2022-23,COL,L,D,80,7,43,50,+39,26,0.63,6,43,1,7,0,0,0,0,165,4.2,25:06,--
Owen Tippett,2022-23,PHI,R,R,77,27,22,49,-17,16,0.64,19,37,8,12,0,0,1,4,231,11.7,17:26,63.3
Michael Bunting,2022-23,TOR,L,L,82,23,26,49,+21,103,0.60,16,39,7,10,0,0,0,4,174,13.2,15:48,50.0
Noah Dobson,2022-23,NYI,R,D,78,13,36,49,+4,20,0.63,8,30,5,19,0,0,1,2,206,6.3,20:23,--
Matias Maccelli,2022-23,ARI,L,L,64,11,38,49,0,18,0.77,10,36,1,13,0,0,0,1,61,18.0,15:41,0.0
Rasmus Andersson,2022-23,CGY,R,D,79,11,38,49,+5,26,0.62,9,26,1,21,1,2,1,4,159,6.9,24:05,--
Victor Hedman,2022-23,TBL,L,D,76,9,40,49,+10,42,0.64,7,32,1,14,1,3,0,1,185,4.9,23:43,--
Jason Zucker,2022-23,PIT,L,L,78,27,21,48,-4,47,0.62,25,39,2,9,0,0,1,5,197,13.7,15:39,26.7
Tomas Tatar,2022-23,NJD,L,L,82,20,28,48,+41,30,0.59,19,44,1,4,0,0,0,1,153,13.1,15:07,39.5
Yanni Gourde,2022-23,SEA,L,C,81,14,34,48,+23,76,0.59,10,43,3,4,1,1,1,2,141,9.9,17:08,49.7
Cam Fowler,2022-23,ANA,L,D,82,10,38,48,-23,14,0.59,6,34,4,14,0,0,0,1,130,7.7,24:10,--
Valeri Nichushkin,2022-23,COL,L,R,53,17,30,47,+15,2,0.89,6,28,10,16,1,3,0,2,158,10.8,20:16,0.0
Alexander Barabanov,2022-23,SJS,L,L,68,15,32,47,-30,20,0.69,12,34,3,13,0,0,0,2,120,12.5,18:03,33.3
Daniel Sprong,2022-23,SEA,R,R,66,21,25,46,+13,14,0.70,15,32,6,14,0,0,0,3,147,14.3,11:25,40.0
Bryan Rust,2022-23,PIT,R,R,81,20,26,46,-4,31,0.57,18,34,2,11,0,1,1,2,211,9.5,17:54,50.0
Morgan Frost,2022-23,PHI,L,C,81,19,27,46,-12,24,0.57,18,41,1,5,0,0,0,3,155,12.3,16:21,45.9
Marcus Johansson,2022-23,"WSH,MIN",L,L,80,19,27,46,+3,8,0.58,12,26,5,18,2,2,1,7,137,13.9,16:29,44.2
Conor Garland,2022-23,VAN,R,R,81,17,29,46,-5,31,0.57,15,34,2,12,0,0,1,2,167,10.2,15:07,21.4
Boone Jenner,2022-23,CBJ,L,C,68,26,19,45,-32,51,0.66,19,34,7,11,0,0,1,3,214,12.2,20:12,54.7
Lawson Crouse,2022-23,ARI,L,L,77,24,21,45,-3,35,0.58,18,37,6,8,0,0,0,3,151,15.9,17:45,40.2
Filip Chytil,2022-23,NYR,L,C,74,22,23,45,+15,30,0.61,19,40,3,5,0,0,1,4,177,12.4,14:41,39.8
Oliver Bjorkstrand,2022-23,SEA,R,R,81,20,25,45,-1,16,0.56,15,35,5,10,0,0,1,1,198,10.1,15:37,30.5
Dominik Kubalik,2022-23,DET,L,L,81,20,25,45,-15,24,0.56,13,28,7,17,0,0,1,3,174,11.5,14:55,48.6
Dillon Dube,2022-23,CGY,L,C,82,18,27,45,-6,47,0.55,15,39,1,4,2,2,1,3,151,11.9,15:10,45.0
Lucas Raymond,2022-23,DET,R,L,74,17,28,45,-17,24,0.61,12,26,5,19,0,0,0,4,134,12.7,17:23,29.4
Ivan Barbashev,2022-23,"STL,VGK",L,C,82,16,29,45,+1,42,0.55,14,39,2,5,0,1,0,2,126,12.7,16:45,38.2
Charlie Coyle,2022-23,BOS,R,C,82,16,29,45,+29,30,0.55,15,40,0,0,1,5,0,0,139,11.5,16:59,52.6
Jack Roslovic,2022-23,CBJ,R,C,77,11,33,44,-14,10,0.57,7,32,2,9,2,3,1,2,123,8.9,16:27,45.0
Barrett Hayton,2022-23,ARI,L,C,82,19,24,43,-5,42,0.52,15,32,4,10,0,1,2,4,178,10.7,17:30,51.1
Jesperi Kotkaniemi,2022-23,CAR,L,C,82,18,25,43,+10,50,0.52,14,31,3,11,1,1,0,2,129,14.0,14:44,51.4
Scott Laughton,2022-23,PHI,L,C,78,18,25,43,-9,50,0.55,10,27,5,9,3,7,0,0,170,10.6,18:17,47.3
Mason McTavish,2022-23,ANA,L,C,80,17,26,43,-19,44,0.54,10,29,7,14,0,0,0,1,161,10.6,15:22,42.3
Eetu Luostarinen,2022-23,FLA,L,C,82,17,26,43,+19,28,0.52,15,37,2,5,0,1,0,1,132,12.9,15:59,41.9
Tommy Novak,2022-23,NSH,L,C,51,17,26,43,+5,8,0.84,12,31,5,12,0,0,1,3,93,18.3,14:39,44.5
Andrew Mangiapane,2022-23,CGY,L,L,82,17,26,43,+12,40,0.52,15,37,2,4,0,2,0,1,182,9.3,16:49,35.7
Darnell Nurse,2022-23,EDM,L,D,82,12,31,43,+26,64,0.52,10,39,0,1,2,3,1,4,203,5.9,23:30,--
K'Andre Miller,2022-23,NYR,L,D,79,9,34,43,+12,47,0.54,9,38,0,3,0,2,0,2,113,8.0,21:57,--
Filip Forsberg,2022-23,NSH,R,L,50,19,23,42,-4,20,0.84,15,29,4,13,0,0,0,2,157,12.1,17:28,0.0
Tony DeAngelo,2022-23,PHI,R,D,70,11,31,42,-27,73,0.60,7,23,4,19,0,0,1,1,174,6.3,22:04,--
Andrew Copp,2022-23,DET,L,C,82,9,33,42,+2,25,0.51,7,36,1,5,1,1,1,2,120,7.5,18:09,49.8
Erik Gustafsson,2022-23,"WSH,TOR",L,D,70,7,35,42,+9,23,0.60,7,28,0,14,0,0,0,2,122,5.7,19:46,--
Moritz Seider,2022-23,DET,R,D,82,5,37,42,-11,40,0.51,3,25,1,15,1,2,0,1,140,3.6,23:09,--
Wyatt Johnston,2022-23,DAL,R,C,82,24,17,41,+6,20,0.50,21,34,3,7,0,0,0,3,160,15.0,15:29,43.3
Nino Niederreiter,2022-23,"NSH,WPG",L,R,78,24,17,41,-13,22,0.53,20,34,4,7,0,0,0,2,181,13.3,16:17,61.5
Gabriel Vilardi,2022-23,LAK,R,C,63,23,18,41,+10,18,0.65,18,32,5,9,0,0,0,6,122,18.9,15:36,46.0
Frank Vatrano,2022-23,ANA,L,R,81,22,19,41,-29,66,0.51,17,32,5,9,0,0,1,1,231,9.5,16:41,41.2
Ryan Strome,2022-23,ANA,R,C,82,15,26,41,-30,79,0.50,14,37,1,4,0,0,2,2,130,11.5,17:02,43.8
Erik Haula,2022-23,NJD,L,L,80,14,27,41,+13,47,0.51,10,31,2,7,2,3,0,0,164,8.5,16:38,54.2
Gustav Forsling,2022-23,FLA,L,D,82,13,28,41,+19,40,0.50,12,34,1,5,0,2,0,3,209,6.2,23:26,--
Shayne Gostisbehere,2022-23,"ARI,CAR",L,D,75,13,28,41,-5,32,0.55,6,24,5,15,2,2,0,2,155,8.4,20:49,--
Kris Letang,2022-23,PIT,R,D,64,12,29,41,-13,30,0.64,5,19,6,21,1,1,3,3,161,7.5,24:51,--
Thomas Chabot,2022-23,OTT,L,D,68,11,30,41,-11,52,0.60,6,21,5,20,0,0,0,0,165,6.7,24:58,--
Mikael Granlund,2022-23,"NSH,PIT",L,C,79,10,31,41,-15,20,0.52,9,29,1,12,0,0,0,1,121,8.3,17:50,44.5
Shea Theodore,2022-23,VGK,L,D,55,8,33,41,+16,18,0.75,6,32,2,9,0,0,1,2,136,5.9,21:26,--
Morgan Rielly,2022-23,TOR,L,D,65,4,37,41,-9,21,0.63,3,24,1,17,0,0,0,1,126,3.2,21:42,--
Victor Olofsson,2022-23,BUF,L,L,75,28,12,40,-23,4,0.53,21,28,7,12,0,0,2,5,161,17.4,14:21,16.7
Jaden Schwartz,2022-23,SEA,L,C,71,21,19,40,-17,22,0.56,15,32,6,8,0,0,0,2,167,12.6,17:25,46.5
Andreas Athanasiou,2022-23,CHI,L,C,81,20,20,40,-29,34,0.49,17,33,3,7,0,0,1,4,175,11.4,16:00,46.6
Kaapo Kakko,2022-23,NYR,L,R,82,18,22,40,+12,8,0.49,18,37,0,3,0,0,0,2,125,14.4,15:18,25.0
Anthony Beauvillier,2022-23,"NYI,VAN",L,L,82,18,22,40,-10,24,0.49,15,36,3,4,0,0,1,5,176,10.2,16:16,23.1
Kent Johnson,2022-23,CBJ,L,C,79,16,24,40,-19,14,0.51,11,28,5,12,0,0,1,3,126,12.7,14:31,29.5
Sam Bennett,2022-23,FLA,L,C,63,16,24,40,+5,54,0.63,12,31,4,9,0,0,0,3,193,8.3,17:24,47.0
Jean-Gabriel Pageau,2022-23,NYI,R,C,70,13,27,40,-2,14,0.57,5,28,5,8,3,4,0,2,123,10.6,17:37,57.3
Evan Bouchard,2022-23,EDM,R,D,82,8,32,40,+6,28,0.49,6,26,2,13,0,1,1,2,156,5.1,18:31,--
Calle Jarnkrok,2022-23,TOR,R,C,73,20,19,39,+9,14,0.53,16,31,3,5,1,3,0,2,106,18.9,14:23,44.7
