Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Alexis Lafrenière,2022-23,NYR,L,L,81,16,23,39,+10,33,0.48,13,35,3,4,0,0,1,2,135,11.9,15:13,36.8
Evan Rodrigues,2022-23,COL,R,C,69,16,23,39,+7,30,0.57,10,28,6,11,0,0,0,2,184,8.7,17:51,49.4
Joel Farabee,2022-23,PHI,L,L,82,15,24,39,-1,41,0.48,15,37,0,2,0,0,0,1,145,10.3,17:01,35.6
Seth Jarvis,2022-23,CAR,R,C,82,14,25,39,+10,12,0.48,13,33,0,5,1,1,0,0,187,7.5,16:12,34.6
Andre Burakovsky,2022-23,SEA,L,L,49,13,26,39,-9,14,0.80,9,25,4,14,0,0,2,3,105,12.4,16:33,0.0
Filip Hronek,2022-23,"DET,VAN",R,D,64,9,30,39,+7,34,0.61,5,23,4,16,0,0,0,1,124,7.3,21:42,--
Adam Henrique,2022-23,ANA,L,C,62,22,16,38,-8,22,0.61,18,28,4,10,0,0,0,1,132,16.7,18:11,51.1
Frederick Gaudreau,2022-23,MIN,R,C,82,19,19,38,+10,10,0.46,12,29,3,4,4,5,0,3,138,13.8,16:03,49.3
Brady Skjei,2022-23,CAR,L,D,81,18,20,38,+7,40,0.47,13,30,4,7,1,1,0,3,188,9.6,21:49,--
Blake Coleman,2022-23,CGY,L,C,82,18,20,38,+9,54,0.46,16,36,0,0,2,2,0,2,188,9.6,15:12,47.6
Mark Stone,2022-23,VGK,R,R,43,17,21,38,+11,10,0.88,12,27,3,9,2,2,0,1,113,15.0,19:23,0.0
Kirby Dach,2022-23,MTL,R,C,58,14,24,38,-2,43,0.66,8,20,6,16,0,2,1,2,107,13.1,18:30,38.3
Aaron Ekblad,2022-23,FLA,R,D,71,14,24,38,-14,68,0.54,5,18,8,19,1,1,0,2,216,6.5,23:24,--
Noah Cates,2022-23,PHI,L,L,82,13,25,38,+3,12,0.46,9,28,3,8,1,2,0,5,107,12.2,17:46,39.5
Alex Wennberg,2022-23,SEA,L,C,82,13,25,38,-7,20,0.46,9,29,4,9,0,0,0,3,101,12.9,18:42,45.6
Nikolaj Ehlers,2022-23,WPG,L,L,45,12,26,38,-2,11,0.84,9,26,3,12,0,0,0,0,132,9.1,15:39,50.0
Sean Durzi,2022-23,LAK,R,D,72,9,29,38,-12,50,0.53,8,22,1,16,0,0,0,1,110,8.2,19:47,--
Noah Hanifin,2022-23,CGY,L,D,81,7,31,38,+2,33,0.47,6,29,1,8,0,1,0,0,176,4.0,22:39,--
Taylor Raddysh,2022-23,CHI,R,R,78,20,17,37,-28,16,0.47,13,22,7,15,0,0,0,1,129,15.5,16:34,52.6
Brandon Saad,2022-23,STL,L,L,71,19,18,37,-8,12,0.52,15,30,2,4,2,3,0,1,127,15.0,16:39,50.0
Conor Sheary,2022-23,WSH,L,L,82,15,22,37,+9,22,0.45,11,28,2,7,2,2,0,1,154,9.7,15:46,51.3
Ryan Hartman,2022-23,MIN,R,R,59,15,22,37,+7,90,0.63,12,29,1,4,2,4,0,6,149,10.1,16:18,42.9
Jack Quinn,2022-23,BUF,R,R,75,14,23,37,-7,15,0.49,13,30,1,6,0,1,0,2,126,11.1,13:51,33.3
Seth Jones,2022-23,CHI,R,D,72,12,25,37,-38,30,0.51,10,24,2,12,0,1,1,1,178,6.7,24:27,--
Teuvo Teravainen,2022-23,CAR,L,L,68,12,25,37,+11,16,0.54,5,23,5,11,2,3,0,2,144,8.3,16:55,62.3
Samuel Girard,2022-23,COL,L,D,76,6,31,37,-10,16,0.49,5,28,1,8,0,1,1,1,119,5.0,21:30,--
Cole Caufield,2022-23,MTL,R,R,46,26,10,36,-10,2,0.78,19,26,7,10,0,0,0,3,158,16.5,18:03,--
Taylor Hall,2022-23,BOS,L,L,61,16,20,36,+11,24,0.59,12,28,4,8,0,0,1,5,150,10.7,15:56,44.4
Alex Iafallo,2022-23,LAK,L,L,59,14,22,36,+14,20,0.61,7,28,7,8,0,0,0,5,133,10.5,16:18,53.9
Phil Kessel,2022-23,VGK,R,R,82,14,22,36,-7,30,0.44,12,27,2,9,0,0,0,0,149,9.4,12:49,41.7
Stefan Noesen,2022-23,CAR,R,R,78,13,23,36,+11,32,0.46,6,21,7,15,0,0,0,4,134,9.7,12:20,49.1
Adam Lowry,2022-23,WPG,L,C,82,13,23,36,+4,48,0.44,10,29,0,2,3,5,0,2,126,10.3,15:39,50.4
Dmitry Orlov,2022-23,"WSH,BOS",L,D,66,7,29,36,+12,22,0.55,6,27,1,8,0,1,2,2,124,5.7,22:33,--
Shane Pinto,2022-23,OTT,R,C,82,20,15,35,-21,18,0.43,15,26,5,9,0,0,0,2,158,12.7,15:59,52.1
T.J. Oshie,2022-23,WSH,R,R,58,19,16,35,-18,59,0.60,10,24,9,11,0,0,0,2,126,15.1,16:43,46.1
Brandon Tanev,2022-23,SEA,L,L,82,16,19,35,+21,44,0.43,15,34,0,0,1,1,0,3,115,13.9,14:13,12.0
Cody Glass,2022-23,NSH,R,C,72,14,21,35,+9,20,0.49,8,26,6,9,0,0,1,2,131,10.7,14:46,49.8
Rasmus Sandin,2022-23,"TOR,WSH",L,D,71,7,28,35,+3,39,0.49,7,24,0,11,0,0,0,0,81,8.6,19:20,--
Owen Power,2022-23,BUF,L,D,79,4,31,35,+10,24,0.44,4,26,0,8,0,1,1,1,130,3.1,23:48,--
Zach Parise,2022-23,NYI,L,L,82,21,13,34,+7,24,0.41,16,27,3,4,2,3,1,2,182,11.5,16:09,37.9
Jordan Staal,2022-23,CAR,L,C,81,17,17,34,+7,32,0.42,16,32,0,0,1,2,0,3,124,13.7,16:16,55.7
Kasperi Kapanen,2022-23,"PIT,STL",R,R,66,15,19,34,-8,18,0.52,11,27,3,6,1,1,1,5,116,12.9,13:41,38.0
Travis Boyd,2022-23,ARI,R,C,82,15,19,34,-32,26,0.41,13,24,2,10,0,0,1,3,94,16.0,16:32,43.4
Mike Hoffman,2022-23,MTL,L,C,67,14,20,34,-10,28,0.51,13,24,1,10,0,0,2,3,148,9.5,15:40,57.1
Jordan Martinook,2022-23,CAR,L,L,82,13,21,34,+7,61,0.41,12,32,0,0,1,2,0,3,162,8.0,15:38,45.1
Blake Lizotte,2022-23,LAK,L,C,81,11,23,34,+11,70,0.42,11,32,0,0,0,2,0,1,108,10.2,12:57,51.2
Jared Spurgeon,2022-23,MIN,R,D,79,11,23,34,+32,14,0.43,10,29,1,4,0,1,0,3,149,7.4,21:49,--
Mike Matheson,2022-23,MTL,L,D,48,8,26,34,+7,33,0.71,8,23,0,9,0,2,1,2,126,6.4,24:27,--
Justin Schultz,2022-23,SEA,R,D,73,7,27,34,+4,40,0.47,6,21,1,13,0,0,1,4,98,7.1,17:47,--
Juuso Valimaki,2022-23,ARI,L,D,78,4,30,34,-10,59,0.44,3,22,1,12,0,0,0,1,93,4.3,18:11,--
Kyle Palmieri,2022-23,NYI,R,C,55,16,17,33,+13,24,0.60,13,28,3,5,0,0,0,3,122,13.1,17:06,37.5
Kevin Labanc,2022-23,SJS,R,R,72,15,18,33,-17,36,0.46,13,30,2,3,0,0,0,0,129,11.6,14:20,62.5
Anton Lundell,2022-23,FLA,L,C,73,12,21,33,+1,43,0.45,10,26,0,5,2,2,0,1,152,7.9,16:22,46.5
Sonny Milano,2022-23,WSH,L,L,64,11,22,33,-5,18,0.52,10,28,1,5,0,0,0,3,80,13.8,12:54,--
Neal Pionk,2022-23,WPG,R,D,82,10,23,33,-12,44,0.40,9,29,1,3,0,1,2,2,142,7.0,21:56,--
John Klingberg,2022-23,"ANA,MIN",R,D,67,10,23,33,-25,34,0.49,8,23,2,10,0,0,1,3,112,8.9,20:37,--
Jakob Chychrun,2022-23,"ARI,OTT",L,D,48,9,24,33,+7,30,0.69,5,25,4,8,0,0,0,0,144,6.3,22:42,--
Adam Larsson,2022-23,SEA,R,D,82,8,25,33,+27,47,0.40,7,32,0,0,1,1,1,2,143,5.6,23:38,--
Damon Severson,2022-23,NJD,R,D,81,7,26,33,+9,38,0.41,5,28,1,4,1,1,1,2,102,6.9,19:57,--
Evgenii Dadonov,2022-23,"MTL,DAL",L,R,73,7,26,33,-8,18,0.45,7,25,0,8,0,0,0,0,110,6.4,14:43,25.0
Josh Anderson,2022-23,MTL,R,R,69,21,11,32,-8,72,0.46,16,27,4,4,1,1,0,5,164,12.8,16:58,43.2
Nicholas Paul,2022-23,TBL,L,L,80,17,15,32,+11,33,0.40,12,27,4,4,1,1,0,4,120,14.2,16:10,53.8
Ross Colton,2022-23,TBL,L,C,81,16,16,32,-8,50,0.40,12,23,4,9,0,0,0,3,153,10.5,12:21,56.1
JJ Peterka,2022-23,BUF,L,R,77,12,20,32,-15,26,0.42,10,27,2,5,0,0,0,1,125,9.6,13:39,55.6
Tyler Johnson,2022-23,CHI,R,C,56,12,20,32,-21,16,0.57,8,23,4,9,0,0,0,0,125,9.6,16:34,51.3
Alex Kerfoot,2022-23,TOR,L,C,82,10,22,32,+8,30,0.39,7,27,2,3,1,2,0,1,133,7.5,14:37,44.8
Mattias Ekholm,2022-23,"NSH,EDM",L,D,78,9,23,32,+28,28,0.41,9,27,0,4,0,1,0,0,135,6.7,21:28,--
Torey Krug,2022-23,STL,L,D,63,7,25,32,-26,49,0.51,3,18,4,14,0,0,0,1,126,5.6,18:35,--
Jake Sanderson,2022-23,OTT,L,D,77,4,28,32,-6,12,0.42,2,15,2,17,0,0,0,0,132,3.0,21:55,--
Eeli Tolvanen,2022-23,"NSH,SEA",L,R,61,18,13,31,+8,14,0.51,14,24,4,7,0,0,0,4,116,15.5,14:31,25.0
Trent Frederic,2022-23,BOS,L,C,79,17,14,31,+28,57,0.39,17,30,0,0,0,1,0,6,120,14.2,11:55,33.3
Jonathan Toews,2022-23,CHI,L,C,53,15,16,31,-31,43,0.58,6,19,9,12,0,0,1,1,87,17.2,17:43,63.1
Mason Marchment,2022-23,DAL,L,L,68,12,19,31,-6,80,0.46,10,26,2,5,0,0,0,2,148,8.1,15:42,40.0
Barclay Goodrow,2022-23,NYR,L,C,82,11,20,31,+3,58,0.38,10,28,1,2,0,1,0,2,89,12.4,14:10,45.9
J.J. Moser,2022-23,ARI,L,D,82,7,24,31,-12,35,0.38,4,20,3,11,0,0,0,1,93,7.5,21:03,--
Jeff Petry,2022-23,PIT,R,D,61,5,26,31,+2,24,0.51,3,22,2,9,0,0,0,0,113,4.4,22:21,--
MacKenzie Weegar,2022-23,CGY,R,D,81,4,27,31,+15,43,0.38,4,27,0,3,0,1,0,1,160,2.5,21:06,--
Pierre Engvall,2022-23,"TOR,NYI",L,L,76,17,13,30,+8,31,0.39,16,27,1,3,0,0,0,4,131,13.0,13:38,51.6
Ryan O'Reilly,2022-23,"STL,TOR",L,C,53,16,14,30,-21,16,0.57,14,24,1,5,1,1,1,4,102,15.7,17:56,55.8
Alex Newhook,2022-23,COL,L,C,82,14,16,30,0,22,0.37,13,28,1,2,0,0,0,3,116,12.1,13:57,41.4
Nicolas Roy,2022-23,VGK,R,C,65,14,16,30,+10,24,0.46,11,23,3,6,0,1,1,5,101,13.9,16:18,48.1
Yegor Sharangovich,2022-23,NJD,L,C,75,13,17,30,-3,16,0.40,11,26,0,0,2,4,1,2,131,9.9,14:25,32.9
Colton Sissons,2022-23,NSH,R,C,82,12,18,30,-4,20,0.37,11,27,0,2,1,1,0,1,87,13.8,15:50,53.5
Jason Dickinson,2022-23,CHI,L,C,78,9,21,30,-29,28,0.38,8,25,1,1,0,4,0,1,114,7.9,15:56,47.7
Cole Perfetti,2022-23,WPG,L,C,51,8,22,30,+10,16,0.59,7,25,1,5,0,0,0,0,90,8.9,14:58,27.3
Tyler Bertuzzi,2022-23,"DET,BOS",L,L,50,8,22,30,-8,29,0.60,4,20,4,10,0,0,0,0,107,7.5,16:29,23.5
Jacob Trouba,2022-23,NYR,R,D,82,8,22,30,+7,63,0.37,5,23,2,5,1,2,0,2,199,4.0,21:12,0.0
Brett Pesce,2022-23,CAR,R,D,82,5,25,30,+11,43,0.37,4,24,1,4,0,2,1,2,144,3.5,22:01,--
Nick Bjugstad,2022-23,"ARI,EDM",R,C,78,17,12,29,+13,34,0.37,15,27,1,1,1,1,0,1,145,11.7,16:12,47.8
Eric Staal,2022-23,FLA,L,C,72,14,15,29,-5,26,0.40,12,27,0,0,2,2,0,1,106,13.2,14:14,46.2
Jeff Carter,2022-23,PIT,R,C,79,13,16,29,-16,30,0.37,9,19,4,9,0,1,1,2,139,9.4,13:42,59.4
James van Riemsdyk,2022-23,PHI,L,L,61,12,17,29,-3,28,0.48,10,25,2,4,0,0,0,1,119,10.1,15:21,50.0
Anthony Cirelli,2022-23,TBL,L,C,58,11,18,29,+13,33,0.50,8,25,1,2,2,2,0,1,111,9.9,16:34,51.4
Michael Rasmussen,2022-23,DET,L,C,56,10,19,29,+2,43,0.52,10,28,0,1,0,0,0,0,88,11.4,15:06,51.0
Trevor Moore,2022-23,LAK,L,L,59,10,19,29,-2,14,0.49,7,20,2,7,1,2,0,1,163,6.1,16:59,35.9
Jesper Fast,2022-23,CAR,R,R,80,10,19,29,+9,16,0.36,10,26,0,0,0,3,0,1,76,13.2,14:44,40.0
John Carlson,2022-23,WSH,R,D,40,9,20,29,-7,12,0.73,5,16,3,12,1,1,0,0,124,7.3,23:23,--
Nick Jensen,2022-23,WSH,R,D,77,5,24,29,-1,18,0.38,5,28,0,0,0,1,0,0,109,4.6,20:37,--
Calen Addison,2022-23,MIN,R,D,62,3,26,29,-17,22,0.47,3,11,0,18,0,0,0,1,77,3.9,16:07,--
Jonathan Drouin,2022-23,MTL,L,L,58,2,27,29,-18,18,0.50,2,20,0,9,0,0,0,0,69,2.9,14:54,44.5
Evander Kane,2022-23,EDM,L,L,41,16,12,28,-4,53,0.68,15,24,0,2,1,2,0,3,146,11.0,18:42,35.3
Jonatan Berggren,2022-23,DET,L,R,67,15,13,28,-14,16,0.42,10,19,5,9,0,0,0,0,98,15.3,13:28,50.0
Ilya Mikheyev,2022-23,VAN,L,R,46,13,15,28,+3,2,0.61,12,25,1,3,0,0,0,2,91,14.3,16:55,20.0
Arthur Kaliyev,2022-23,LAK,L,R,56,13,15,28,-5,12,0.50,5,16,8,12,0,0,0,1,122,10.7,11:41,--
Warren Foegele,2022-23,EDM,L,L,67,13,15,28,+7,28,0.42,12,27,0,0,1,1,0,4,126,10.3,12:42,53.9
Ryan Johansen,2022-23,NSH,R,C,55,12,16,28,-13,32,0.51,7,18,5,10,0,0,1,1,86,14.0,15:46,59.2
Kyle Okposo,2022-23,BUF,R,R,75,11,17,28,-7,34,0.37,9,23,1,4,1,1,0,3,150,7.3,14:40,46.9
Sam Steel,2022-23,MIN,L,C,65,10,18,28,+11,18,0.43,9,24,0,3,1,1,0,2,85,11.8,14:58,48.7
Christian Dvorak,2022-23,MTL,L,C,64,10,18,28,-12,6,0.44,9,24,0,3,1,1,0,1,88,11.4,16:52,52.0
Oskar Sundqvist,2022-23,"DET,MIN",R,C,67,10,18,28,-4,28,0.42,7,20,3,8,0,0,0,0,69,14.5,13:52,42.9
Ty Dellandrea,2022-23,DAL,R,C,82,9,19,28,+9,54,0.34,9,25,0,0,0,3,0,2,92,9.8,14:12,50.8
Morgan Geekie,2022-23,SEA,R,C,69,9,19,28,+14,24,0.41,8,27,1,1,0,0,0,3,81,11.1,10:27,49.2
Michael Amadio,2022-23,VGK,R,R,67,16,11,27,+2,12,0.40,15,25,1,2,0,0,0,2,99,16.2,12:13,49.2
Ryan Donato,2022-23,SEA,L,C,71,14,13,27,+16,46,0.38,14,25,0,2,0,0,0,0,122,11.5,11:15,42.2
Christian Fischer,2022-23,ARI,R,R,80,13,14,27,-7,20,0.34,12,25,0,1,1,1,0,0,122,10.7,14:51,18.4
Miles Wood,2022-23,NJD,L,L,76,13,14,27,+1,76,0.36,11,24,2,3,0,0,0,2,167,7.8,12:06,16.7
Sam Lafferty,2022-23,"CHI,TOR",R,C,70,12,15,27,-11,37,0.39,8,22,0,0,4,5,0,1,102,11.8,14:37,51.1
Anthony Mantha,2022-23,WSH,L,R,67,11,16,27,-8,31,0.40,10,25,1,2,0,0,0,2,119,9.2,14:13,52.9
Gustav Nyquist,2022-23,"CBJ,MIN",L,C,51,11,16,27,-9,16,0.53,9,24,0,1,2,2,0,2,102,10.8,17:37,43.8
Nick Cousins,2022-23,FLA,L,C,79,9,18,27,-1,38,0.34,9,27,0,0,0,0,0,2,102,8.8,11:02,49.3
David Kampf,2022-23,TOR,L,C,82,7,20,27,+6,8,0.33,7,24,0,0,0,3,0,1,107,6.5,15:18,51.5
Jaccob Slavin,2022-23,CAR,L,D,76,7,20,27,+18,8,0.36,7,26,0,0,0,1,1,1,131,5.3,22:00,--
Ivan Provorov,2022-23,PHI,L,D,82,6,21,27,-17,24,0.33,6,23,0,2,0,2,1,1,115,5.2,23:01,--
Dylan DeMelo,2022-23,WPG,R,D,75,6,21,27,+10,50,0.36,5,24,0,0,1,3,0,1,93,6.5,19:34,--
Colton Parayko,2022-23,STL,R,D,79,4,23,27,-19,30,0.34,4,24,0,2,0,1,0,1,133,3.0,23:00,--
Kevin Shattenkirk,2022-23,ANA,R,D,75,4,23,27,-20,56,0.36,3,19,1,8,0,0,0,0,145,2.8,19:18,--
Nico Sturm,2022-23,SJS,L,C,74,14,12,26,-13,23,0.35,13,25,0,0,1,1,0,1,119,11.8,14:44,55.8
Nick Ritchie,2022-23,"ARI,CGY",L,L,74,13,13,26,-21,53,0.35,9,16,4,10,0,0,0,2,120,10.8,13:33,16.7
Jack McBain,2022-23,ARI,L,C,82,12,14,26,-8,64,0.32,12,26,0,0,0,0,0,2,85,14.1,13:59,44.1
Jakob Silfverberg,2022-23,ANA,R,R,81,10,16,26,-20,32,0.32,6,19,4,7,0,0,0,2,141,7.1,15:11,34.6
Nick Foligno,2022-23,BOS,L,L,60,10,16,26,+18,45,0.43,8,21,2,5,0,0,0,1,71,14.1,12:22,55.6
Peyton Krebs,2022-23,BUF,L,C,74,9,17,26,-8,50,0.35,7,22,1,3,1,1,0,0,78,11.5,13:50,45.1
Logan O'Connor,2022-23,COL,R,R,82,9,17,26,+11,37,0.32,7,23,0,0,2,3,0,0,104,8.7,14:12,16.7
Matt Roy,2022-23,LAK,R,D,82,9,17,26,+8,22,0.32,8,24,0,0,1,2,0,2,135,6.7,18:47,--
Ryan Graves,2022-23,NJD,L,D,78,8,18,26,+34,28,0.33,8,24,0,0,0,2,0,2,141,5.7,19:57,--
Ryan Pulock,2022-23,NYI,R,D,82,5,21,26,+10,14,0.32,4,21,1,5,0,0,0,1,126,4.0,20:54,--
Michael McLeod,2022-23,NJD,R,C,80,4,22,26,+6,43,0.33,4,25,0,0,0,1,0,1,90,4.4,12:15,60.6
Matt Grzelcyk,2022-23,BOS,L,D,75,4,22,26,+46,28,0.35,4,26,0,0,0,0,0,2,102,3.9,17:14,--
Kirill Marchenko,2022-23,CBJ,R,R,59,21,4,25,-23,16,0.42,14,17,7,8,0,0,1,1,131,16.0,16:11,56.3
William Carrier,2022-23,VGK,L,L,56,16,9,25,+15,30,0.45,16,25,0,0,0,0,0,7,118,13.6,12:35,12.5
Nic Dowd,2022-23,WSH,R,C,65,13,12,25,+6,26,0.38,13,24,0,0,0,1,0,3,62,21.0,13:21,50.8
Corey Perry,2022-23,TBL,R,R,81,12,13,25,-28,95,0.31,6,13,6,12,0,0,0,3,116,10.3,11:34,--
Jimmy Vesey,2022-23,NYR,L,L,81,11,14,25,+13,20,0.31,10,24,0,0,1,1,0,4,123,8.9,13:37,22.2
Kailer Yamamoto,2022-23,EDM,R,R,58,10,15,25,+12,24,0.43,9,23,0,0,1,2,0,3,97,10.3,16:35,46.2
Mattias Janmark,2022-23,EDM,L,C,66,10,15,25,+9,30,0.38,7,21,0,0,3,4,0,1,79,12.7,14:40,44.1
Philipp Kurashev,2022-23,CHI,L,C,70,9,16,25,-32,14,0.36,9,21,0,4,0,0,0,2,116,7.8,17:25,44.7
Sammy Blais,2022-23,"NYR,STL",L,L,71,9,16,25,+4,30,0.35,9,24,0,1,0,0,0,1,70,12.9,11:48,28.6
Jamie Oleksiak,2022-23,SEA,L,D,75,9,16,25,+13,72,0.33,9,25,0,0,0,0,0,2,76,11.8,19:15,--
Vladislav Namestnikov,2022-23,"TBL,WPG",L,C,77,8,17,25,+5,35,0.32,7,22,1,3,0,0,0,0,108,7.4,12:37,37.6
Josh Bailey,2022-23,NYI,L,R,64,8,17,25,+3,2,0.39,8,22,0,3,0,0,0,2,72,11.1,15:08,41.7
Tyson Jost,2022-23,"MIN,BUF",L,C,71,7,18,25,-13,34,0.35,7,25,0,0,0,0,0,0,98,7.1,13:15,38.8
Juuso Parssinen,2022-23,NSH,L,C,45,6,19,25,-1,15,0.56,5,17,1,8,0,0,1,3,49,12.2,14:20,50.2
Jake McCabe,2022-23,"CHI,TOR",L,D,76,3,22,25,+19,56,0.33,3,25,0,0,0,0,0,1,96,3.1,19:29,--
Ryan Suter,2022-23,DAL,L,D,82,3,22,25,0,26,0.30,3,20,0,4,0,1,0,1,92,3.3,20:23,--
Brian Dumoulin,2022-23,PIT,L,D,82,1,24,25,-4,16,0.30,1,23,0,0,0,2,0,0,82,1.2,20:38,--
Pius Suter,2022-23,DET,L,C,79,14,10,24,-3,6,0.30,12,22,0,0,2,2,0,1,106,13.2,14:04,46.8
Eric Robinson,2022-23,CBJ,L,L,72,12,12,24,-21,6,0.33,12,22,0,0,0,2,0,1,98,12.2,13:57,20.0
Yakov Trenin,2022-23,NSH,L,C,77,12,12,24,-7,47,0.31,10,20,0,2,2,2,0,2,140,8.6,15:09,38.9
Matt Nieto,2022-23,"SJS,COL",L,L,81,12,12,24,-15,16,0.30,12,23,0,1,0,0,0,2,115,10.4,13:31,50.0
Bowen Byram,2022-23,COL,L,D,42,10,14,24,+7,38,0.57,7,17,2,6,1,1,0,1,65,15.4,21:53,--
Esa Lindell,2022-23,DAL,L,D,82,8,16,24,+29,10,0.29,8,22,0,0,0,2,0,2,116,6.9,19:55,--
Scott Mayfield,2022-23,NYI,R,D,82,6,18,24,+8,83,0.29,6,24,0,0,0,0,0,1,119,5.0,21:02,--
Adam Boqvist,2022-23,CBJ,R,D,46,5,19,24,-12,8,0.52,5,15,0,9,0,0,0,1,68,7.4,18:38,--
Mark Giordano,2022-23,TOR,L,D,78,4,20,24,+27,53,0.31,3,23,0,0,1,1,0,1,107,3.7,18:57,--
Marcus Pettersson,2022-23,PIT,L,D,68,1,23,24,+4,58,0.35,1,24,0,0,0,0,0,0,96,1.0,20:35,--
Matt Benning,2022-23,SJS,R,D,77,1,23,24,-18,26,0.31,1,22,0,1,0,1,0,0,58,1.7,19:47,--
Noel Acciari,2022-23,"STL,TOR",R,C,77,14,9,23,-4,21,0.30,14,21,0,0,0,2,0,2,102,13.7,14:19,53.8
Derick Brassard,2022-23,OTT,L,C,62,13,10,23,+3,30,0.37,8,13,5,10,0,0,0,4,92,14.1,12:11,50.0
Ryan McLeod,2022-23,EDM,L,C,57,11,12,23,+4,18,0.40,9,20,0,0,2,3,0,0,78,14.1,14:11,48.2
Dakota Joshua,2022-23,VAN,L,C,79,11,12,23,-16,60,0.29,9,21,1,1,1,1,0,2,71,15.5,11:31,53.5
Lars Eller,2022-23,"WSH,COL",L,C,84,10,13,23,+3,46,0.27,9,22,0,0,1,1,0,1,140,7.1,14:48,53.7
Ondrej Palat,2022-23,NJD,L,L,49,8,15,23,+5,6,0.47,7,20,1,3,0,0,0,1,79,10.1,15:32,0.0
Travis Sanheim,2022-23,PHI,L,D,81,7,16,23,-5,40,0.28,6,21,0,1,1,1,0,1,111,6.3,20:24,--
Trevor van Riemsdyk,2022-23,WSH,R,D,75,7,16,23,+10,15,0.31,7,22,0,1,0,0,0,0,97,7.2,19:04,--
Fabian Zetterlund,2022-23,"NJD,SJS",R,L,67,6,17,23,-6,14,0.34,5,20,1,3,0,0,1,1,118,5.1,13:15,41.2
Olli Maatta,2022-23,DET,L,D,78,6,17,23,-9,14,0.29,6,23,0,0,0,0,0,0,62,9.7,18:42,--
Sebastian Aho,2022-23,NYI,L,D,71,5,18,23,+9,22,0.32,5,21,0,2,0,0,0,0,89,5.6,16:46,--
Connor Clifton,2022-23,BOS,R,D,78,5,18,23,+20,60,0.29,4,22,0,0,1,1,0,0,93,5.4,17:51,--
Brenden Dillon,2022-23,WPG,L,D,82,2,21,23,+2,76,0.28,2,22,0,0,0,1,0,0,83,2.4,19:35,--
Nick Leddy,2022-23,STL,L,D,78,2,21,23,+4,20,0.29,2,23,0,0,0,0,0,1,79,2.5,21:07,--
Garnet Hathaway,2022-23,"WSH,BOS",R,R,84,13,9,22,+5,69,0.26,13,21,0,0,0,1,0,3,88,14.8,11:48,23.1
Tom Wilson,2022-23,WSH,R,R,33,13,9,22,-13,78,0.67,9,17,4,5,0,0,1,1,82,15.9,17:37,33.3
Paul Stastny,2022-23,CAR,L,C,73,9,13,22,+4,16,0.30,7,18,2,4,0,0,0,3,80,11.3,11:52,57.6
Danton Heinen,2022-23,PIT,L,L,65,8,14,22,-5,12,0.34,7,20,1,2,0,0,0,0,96,8.3,10:45,40.0
Emil Bemstrom,2022-23,CBJ,R,R,55,7,15,22,-11,6,0.40,4,16,3,6,0,0,0,0,95,7.4,12:07,41.2
Luke Schenn,2022-23,"VAN,TOR",R,D,70,4,18,22,+8,84,0.31,4,20,0,0,0,2,0,0,81,4.9,16:21,--
Quinton Byfield,2022-23,LAK,L,R,53,3,19,22,+13,30,0.42,2,21,1,1,0,0,0,0,74,4.1,14:04,47.2
Alexander Romanov,2022-23,NYI,L,D,76,2,20,22,+13,43,0.29,2,21,0,0,0,1,0,0,100,2.0,19:27,--
Oliver Ekman-Larsson,2022-23,VAN,L,D,54,2,20,22,-24,22,0.41,2,17,0,4,0,1,0,0,90,2.2,20:11,--
Nikita Zadorov,2022-23,CGY,L,D,82,14,7,21,+10,80,0.26,14,20,0,1,0,0,0,2,130,10.8,18:41,--
Denis Malgin,2022-23,"TOR,COL",R,C,65,13,8,21,+4,8,0.32,13,20,0,1,0,0,0,1,112,11.6,10:55,40.0
Klim Kostin,2022-23,EDM,L,C,57,11,10,21,+12,66,0.37,11,21,0,0,0,0,0,2,56,19.6,10:04,40.0
Jesper Boqvist,2022-23,NJD,L,C,70,10,11,21,+8,2,0.30,10,21,0,0,0,0,0,2,67,14.9,11:36,33.2
Morgan Barron,2022-23,WPG,L,C,70,8,13,21,+4,31,0.30,7,17,0,1,1,3,0,2,112,7.1,13:15,44.8
Marcus Foligno,2022-23,MIN,L,L,65,7,14,21,-6,97,0.32,7,18,0,3,0,0,0,0,83,8.4,14:59,50.0
Nicklas Backstrom,2022-23,WSH,L,C,39,7,14,21,-25,14,0.54,1,10,6,11,0,0,0,0,59,11.9,16:53,50.4
Adam Pelech,2022-23,NYI,L,D,61,6,15,21,+15,36,0.34,6,20,0,0,0,1,0,0,97,6.2,21:39,--
Colin Miller,2022-23,DAL,R,D,79,6,15,21,+23,37,0.27,5,20,1,1,0,0,0,3,106,5.7,16:46,--
Casey Cizikas,2022-23,NYI,L,C,81,6,15,21,0,54,0.26,6,19,0,0,0,2,0,0,111,5.4,14:32,53.4
Travis Hamonic,2022-23,OTT,R,D,75,6,15,21,-5,71,0.28,6,17,0,1,0,3,0,1,136,4.4,18:34,--
Pierre-Olivier Joseph,2022-23,PIT,L,D,75,5,16,21,+8,44,0.28,4,18,1,3,0,0,0,1,108,4.6,15:15,--
Jonas Siegenthaler,2022-23,NJD,L,D,80,4,17,21,+27,44,0.26,3,20,1,1,0,0,0,1,84,4.8,20:09,--
