Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Roope Hintz,2020-21,DAL,L,C,41,15,28,43,+13,4,1.05,9,25,6,18,0,0,0,1,92,16.3,18:14,49.3
Jakub Voracek,2020-21,PHI,L,R,53,9,34,43,-12,18,0.81,9,35,0,8,0,0,1,2,104,8.7,16:55,41.2
Alex Ovechkin,2020-21,WSH,R,L,45,24,18,42,-7,12,0.93,15,25,9,17,0,0,1,6,182,13.2,19:30,0.0
Bryan Rust,2020-21,PIT,R,R,56,22,20,42,+9,18,0.75,16,31,6,11,0,0,0,6,154,14.3,19:43,50.0
William Nylander,2020-21,TOR,R,R,51,17,25,42,+10,16,0.82,13,31,4,11,0,0,1,2,133,12.8,16:36,56.5
Andrei Svechnikov,2020-21,CAR,L,R,55,15,27,42,+1,44,0.76,11,25,4,17,0,0,0,1,147,10.2,17:32,33.3
Jeff Petry,2020-21,MTL,R,D,55,12,30,42,+6,20,0.76,8,26,4,15,0,1,0,2,128,9.4,22:44,--
Dougie Hamilton,2020-21,CAR,R,D,55,10,32,42,+20,35,0.76,7,23,2,18,1,1,1,2,180,5.6,22:43,--
Shea Theodore,2020-21,VGK,L,D,53,8,34,42,+28,14,0.79,8,27,0,15,0,0,0,0,161,5.0,22:33,--
Jakob Chychrun,2020-21,ARI,L,D,56,18,23,41,-6,42,0.73,13,27,5,14,0,0,1,3,176,10.2,23:23,--
Sean Couturier,2020-21,PHI,L,C,45,18,23,41,-4,8,0.91,15,31,3,10,0,0,0,4,120,15.0,19:20,56.9
Nick Suzuki,2020-21,MTL,R,C,56,15,26,41,-5,26,0.73,9,26,5,13,1,2,0,1,110,13.6,18:11,44.0
Martin Necas,2020-21,CAR,R,C,53,14,27,41,+25,10,0.77,8,26,4,11,2,4,2,3,114,12.3,17:17,46.2
Quinn Hughes,2020-21,VAN,L,D,56,3,38,41,-24,22,0.73,3,22,0,19,0,0,0,0,98,3.1,22:48,--
Sam Reinhart,2020-21,BUF,R,C,54,25,15,40,-28,10,0.74,15,24,10,16,0,0,0,5,130,19.2,19:32,45.7
Kevin Fiala,2020-21,MIN,L,L,50,20,20,40,-2,43,0.80,14,26,6,14,0,0,1,5,162,12.4,16:54,33.3
Bo Horvat,2020-21,VAN,L,C,56,19,20,39,-6,23,0.70,11,27,7,11,1,1,1,3,131,14.5,19:53,52.9
Andrew Copp,2020-21,WPG,L,C,55,15,24,39,+2,20,0.71,9,26,6,12,0,1,0,1,115,13.0,18:15,53.0
William Karlsson,2020-21,VGK,L,C,56,14,25,39,+19,4,0.70,13,30,1,8,0,1,1,4,111,12.6,18:40,54.0
Conor Garland,2020-21,ARI,R,R,49,12,27,39,-3,26,0.80,9,29,3,10,0,0,0,1,135,8.9,17:55,33.3
Joel Farabee,2020-21,PHI,L,L,55,20,18,38,0,28,0.69,17,31,3,7,0,0,0,1,122,16.4,16:01,40.0
Dominik Kubalik,2020-21,CHI,L,L,56,17,21,38,-3,18,0.68,13,24,4,14,0,0,1,1,156,10.9,15:31,0.0
Jordan Staal,2020-21,CAR,L,C,53,16,22,38,+2,30,0.72,9,23,7,14,0,1,1,4,103,15.5,18:29,58.0
Jakub Vrana,2020-21,"WSH,DET",L,L,50,19,17,36,+10,10,0.72,19,31,0,5,0,0,1,7,100,19.0,15:00,44.4
Carter Verhaeghe,2020-21,FLA,L,C,43,18,18,36,+24,31,0.84,16,33,1,2,1,1,0,3,107,16.8,17:44,46.9
Brady Tkachuk,2020-21,OTT,L,L,56,17,19,36,-17,69,0.64,12,26,5,10,0,0,1,3,220,7.7,18:14,47.4
Yanni Gourde,2020-21,TBL,L,C,56,17,19,36,+10,44,0.64,15,30,2,6,0,0,1,4,118,14.4,17:04,48.7
Mike Hoffman,2020-21,STL,L,C,52,17,19,36,+2,10,0.69,10,19,7,17,0,0,2,3,113,15.0,15:04,66.7
Darnell Nurse,2020-21,EDM,L,D,56,16,20,36,+27,57,0.64,15,29,1,7,0,0,1,2,154,10.4,25:38,--
Brayden Schenn,2020-21,STL,L,C,56,16,20,36,-2,35,0.64,10,27,6,9,0,0,0,2,113,14.2,19:09,52.3
John Klingberg,2020-21,DAL,R,D,53,7,29,36,-15,23,0.68,5,19,2,17,0,0,0,1,108,6.5,22:42,--
MacKenzie Weegar,2020-21,FLA,R,D,54,6,30,36,+29,45,0.67,6,31,0,3,0,2,0,1,101,5.9,22:07,--
Connor Brown,2020-21,OTT,R,R,56,21,14,35,+1,12,0.63,15,26,1,4,5,5,0,1,123,17.1,18:15,44.4
Josh Norris,2020-21,OTT,L,C,56,17,18,35,-12,13,0.63,11,21,6,14,0,0,1,2,96,17.7,16:28,52.4
Pavel Zacha,2020-21,NJD,L,C,50,17,18,35,-11,10,0.70,12,24,5,11,0,0,2,4,103,16.5,17:09,51.5
Ryan Nugent-Hopkins,2020-21,EDM,L,C,52,16,19,35,-4,22,0.67,7,15,9,20,0,0,0,2,135,11.9,20:46,45.6
Jordan Kyrou,2020-21,STL,R,C,55,14,21,35,+1,12,0.64,14,32,0,3,0,0,0,2,98,14.3,14:25,50.0
Clayton Keller,2020-21,ARI,L,R,56,14,21,35,-5,18,0.63,10,25,4,10,0,0,0,3,124,11.3,16:40,46.3
Chandler Stephenson,2020-21,VGK,L,C,51,14,21,35,+22,29,0.69,11,28,2,5,1,2,0,5,83,16.9,18:06,50.4
Mats Zuccarello,2020-21,MIN,L,R,42,11,24,35,+9,8,0.83,8,29,3,6,0,0,0,0,74,14.9,16:41,34.4
Jamie Benn,2020-21,DAL,L,L,52,11,24,35,+13,33,0.67,8,26,3,9,0,0,2,2,124,8.9,17:47,56.1
Josh Bailey,2020-21,NYI,L,R,54,8,27,35,+12,4,0.65,8,26,0,9,0,0,0,1,77,10.4,17:30,43.8
Morgan Rielly,2020-21,TOR,L,D,55,5,30,35,+11,14,0.64,4,22,1,12,0,1,1,1,101,5.0,23:37,--
Nino Niederreiter,2020-21,CAR,L,R,56,20,14,34,+20,29,0.61,16,29,4,5,0,0,0,4,126,15.9,15:43,14.3
Drake Batherson,2020-21,OTT,R,R,56,17,17,34,-17,8,0.61,12,19,5,15,0,0,0,3,111,15.3,16:28,38.5
Steven Stamkos,2020-21,TBL,R,C,38,17,17,34,+4,16,0.89,7,18,10,15,0,1,0,1,91,18.7,18:16,57.2
Cam Atkinson,2020-21,CBJ,R,R,56,15,19,34,-16,4,0.61,10,21,1,9,4,4,0,2,158,9.5,18:56,23.3
Jack Roslovic,2020-21,CBJ,R,C,48,12,22,34,-11,14,0.71,8,24,4,10,0,0,0,1,85,14.1,16:54,39.1
Travis Konecny,2020-21,PHI,R,R,50,11,23,34,-5,26,0.68,7,23,4,11,0,0,0,1,100,11.0,15:54,33.3
Drew Doughty,2020-21,LAK,R,D,56,8,26,34,-14,26,0.61,2,15,6,18,0,1,0,0,101,7.9,26:23,--
Alex Tuch,2020-21,VGK,R,R,55,18,15,33,+16,28,0.60,16,29,2,4,0,0,0,3,142,12.7,16:50,37.5
Brock Nelson,2020-21,NYI,L,C,56,18,15,33,-5,14,0.59,11,24,7,9,0,0,0,4,121,14.9,17:50,49.4
Max Comtois,2020-21,ANA,L,L,55,16,17,33,+3,40,0.60,15,29,1,4,0,0,0,3,94,17.0,15:28,35.3
Jordan Eberle,2020-21,NYI,R,R,55,16,17,33,+9,16,0.60,15,28,1,5,0,0,0,2,128,12.5,16:45,42.9
Zach Hyman,2020-21,TOR,R,L,43,15,18,33,+19,28,0.77,12,28,3,5,0,0,0,4,115,13.0,19:22,32.7
Alex Killorn,2020-21,TBL,L,L,56,15,18,33,-1,37,0.59,10,23,5,9,0,1,1,1,121,12.4,17:54,33.3
Tom Wilson,2020-21,WSH,R,R,47,13,20,33,+1,96,0.70,8,24,4,8,1,1,0,4,83,15.7,16:32,42.3
Taylor Hall,2020-21,"BUF,BOS",L,L,53,10,23,33,-6,26,0.62,8,25,2,8,0,0,1,1,136,7.4,17:52,41.2
Roman Josi,2020-21,NSH,L,D,48,8,25,33,-11,20,0.69,7,18,1,14,0,1,2,3,141,5.7,24:21,--
Andrew Mangiapane,2020-21,CGY,L,L,56,18,14,32,+1,24,0.57,15,26,2,5,1,1,0,4,91,19.8,16:40,11.8
Jared McCann,2020-21,PIT,L,L,43,14,18,32,+17,8,0.74,7,22,7,10,0,0,0,3,93,15.1,14:07,43.4
Patric Hornqvist,2020-21,FLA,R,R,44,14,18,32,-3,39,0.73,6,20,8,12,0,0,0,2,145,9.7,16:47,14.3
Victor Olofsson,2020-21,BUF,L,L,56,13,19,32,-23,6,0.57,6,17,7,15,0,0,0,0,129,10.1,17:24,50.0
Craig Smith,2020-21,BOS,R,C,54,13,19,32,+21,18,0.59,9,26,4,6,0,0,1,4,132,9.9,14:53,43.5
Filip Forsberg,2020-21,NSH,R,L,39,12,20,32,-9,16,0.82,9,19,3,13,0,0,1,3,129,9.3,18:17,37.5
Nazem Kadri,2020-21,COL,L,C,56,11,21,32,-7,34,0.57,8,23,3,9,0,0,0,3,170,6.5,16:28,52.8
Nick Schmaltz,2020-21,ARI,R,C,52,10,22,32,-1,16,0.62,7,25,3,7,0,0,0,1,105,9.5,17:03,42.8
Anthony Duclair,2020-21,FLA,L,L,43,10,22,32,+27,18,0.74,9,29,1,2,0,1,0,1,104,9.6,15:41,0.0
Alec Martinez,2020-21,VGK,L,D,53,9,23,32,+26,12,0.60,6,23,3,9,0,0,0,2,85,10.6,22:34,--
Mikael Backlund,2020-21,CGY,L,C,54,9,23,32,-7,30,0.59,8,24,0,6,1,2,0,1,144,6.3,17:36,52.0
Jordan Greenway,2020-21,MIN,L,L,56,6,26,32,+5,49,0.57,6,31,0,1,0,0,0,0,80,7.5,15:48,48.5
Samuel Girard,2020-21,COL,L,D,48,5,27,32,+15,16,0.67,5,23,0,9,0,0,0,0,79,6.3,23:13,--
Neal Pionk,2020-21,WPG,R,D,54,3,29,32,+6,20,0.59,2,22,1,10,0,0,0,0,100,3.0,21:58,--
Torey Krug,2020-21,STL,L,D,51,2,30,32,+11,25,0.63,1,19,1,13,0,0,0,0,110,1.8,22:33,--
Christian Dvorak,2020-21,ARI,L,C,56,17,14,31,-11,12,0.55,8,19,8,11,1,1,0,4,95,17.9,18:24,52.1
Joonas Donskoi,2020-21,COL,R,R,51,17,14,31,+14,10,0.61,12,23,5,8,0,0,0,3,86,19.8,14:32,41.9
Logan Couture,2020-21,SJS,L,C,53,17,14,31,-11,25,0.58,14,24,2,6,1,1,0,2,114,14.9,19:16,49.3
Dustin Brown,2020-21,LAK,R,R,49,17,14,31,-3,18,0.63,8,20,9,11,0,0,0,1,129,13.2,17:37,50.0
Blake Coleman,2020-21,TBL,L,C,55,14,17,31,+15,37,0.56,12,29,1,1,1,1,1,3,122,11.5,15:28,22.2
Timo Meier,2020-21,SJS,L,R,54,12,19,31,-5,22,0.57,10,21,2,10,0,0,0,0,155,7.7,16:03,28.6
Kevin Hayes,2020-21,PHI,L,R,55,12,19,31,-2,22,0.56,9,22,3,9,0,0,1,2,127,9.5,17:31,49.0
Jack Hughes,2020-21,NJD,L,C,56,11,20,31,-3,16,0.55,10,24,1,7,0,0,0,1,142,7.8,19:04,35.4
Devon Toews,2020-21,COL,L,D,53,9,22,31,+29,16,0.58,7,25,2,6,0,0,0,2,121,7.4,24:46,--
Thomas Chabot,2020-21,OTT,L,D,49,6,25,31,-15,36,0.63,5,24,1,7,0,0,0,1,120,5.0,26:17,--
Nick Leddy,2020-21,NYI,L,D,56,2,29,31,-3,8,0.55,1,20,1,11,0,0,1,1,79,2.5,21:35,--
Chris Kreider,2020-21,NYR,L,L,50,20,10,30,-1,34,0.60,9,16,11,14,0,0,0,4,102,19.6,17:24,40.0
Joel Eriksson Ek,2020-21,MIN,L,C,56,19,11,30,+16,20,0.54,19,28,0,2,0,0,0,2,119,16.0,17:03,47.1
Jeff Carter,2020-21,"LAK,PIT",R,C,54,17,13,30,+3,22,0.56,15,25,2,5,0,0,0,1,154,11.0,16:34,48.7
Yegor Sharangovich,2020-21,NJD,L,C,54,16,14,30,-4,4,0.56,13,27,2,2,1,1,1,3,114,14.0,16:48,28.3
Alex Iafallo,2020-21,LAK,L,L,55,13,17,30,-8,4,0.55,9,22,4,8,0,0,0,2,118,11.0,19:53,28.6
Denis Gurianov,2020-21,DAL,L,R,55,12,18,30,0,21,0.55,8,22,4,8,0,0,0,2,130,9.2,15:51,0.0
Kasperi Kapanen,2020-21,PIT,R,R,40,11,19,30,+15,7,0.75,10,26,1,4,0,0,1,3,68,16.2,15:32,0.0
Tomas Tatar,2020-21,MTL,L,L,50,10,20,30,0,8,0.60,8,22,2,8,0,0,0,1,82,12.2,14:59,44.4
Jason Spezza,2020-21,TOR,R,C,54,10,20,30,+3,6,0.56,9,25,1,5,0,0,0,2,81,12.4,11:02,56.9
Jesper Bratt,2020-21,NJD,L,L,46,7,23,30,+4,8,0.65,5,21,2,8,0,1,1,1,101,6.9,16:05,33.3
Charlie McAvoy,2020-21,BOS,R,D,51,5,25,30,+22,38,0.59,4,21,1,8,0,1,0,0,92,5.4,24:00,--
Mikhail Sergachev,2020-21,TBL,L,D,56,4,26,30,+5,30,0.54,4,22,0,8,0,0,0,1,108,3.7,21:58,--
Alex Wennberg,2020-21,FLA,L,C,56,17,12,29,+6,8,0.52,13,22,3,6,1,1,1,2,82,20.7,18:10,49.2
Anthony Mantha,2020-21,"DET,WSH",L,R,56,15,14,29,-14,25,0.52,12,25,3,4,0,0,0,0,138,10.9,18:07,43.9
Adrian Kempe,2020-21,LAK,L,R,56,14,15,29,-18,28,0.52,9,14,4,14,1,1,1,2,127,11.0,16:56,39.7
Paul Stastny,2020-21,WPG,L,C,56,13,16,29,-3,32,0.52,11,21,2,8,0,0,1,4,101,12.9,17:25,54.7
Tim Stützle,2020-21,OTT,L,C,53,12,17,29,-18,14,0.55,8,20,4,9,0,0,0,2,111,10.8,15:44,29.6
Evgeny Kuznetsov,2020-21,WSH,L,C,41,9,20,29,+7,18,0.71,8,21,1,8,0,0,0,4,78,11.5,16:34,41.4
Brent Burns,2020-21,SJS,R,D,56,7,22,29,-13,36,0.52,5,22,2,6,0,1,0,1,138,5.1,26:09,--
Anthony Beauvillier,2020-21,NYI,L,L,47,15,13,28,+15,12,0.60,12,24,3,4,0,0,2,5,109,13.8,16:24,28.6
Jean-Gabriel Pageau,2020-21,NYI,R,C,54,14,14,28,+10,10,0.52,7,18,5,8,2,2,0,3,81,17.3,16:47,56.7
Calle Jarnkrok,2020-21,NSH,R,C,49,13,15,28,+13,14,0.57,10,19,2,8,1,1,0,2,91,14.3,16:48,43.2
Kevin Labanc,2020-21,SJS,R,R,55,12,16,28,-9,31,0.51,12,25,0,3,0,0,0,2,128,9.4,16:25,0.0
Sean Monahan,2020-21,CGY,L,C,50,10,18,28,-6,10,0.56,6,19,4,9,0,0,0,5,98,10.2,17:41,49.0
Rickard Rakell,2020-21,ANA,R,R,52,9,19,28,-14,12,0.54,9,24,0,4,0,0,0,1,144,6.3,17:50,33.3
Evgeni Malkin,2020-21,PIT,L,C,33,8,20,28,-4,24,0.85,4,19,4,9,0,0,0,0,72,11.1,17:44,42.5
Seth Jones,2020-21,CBJ,R,D,56,5,23,28,-18,26,0.50,3,20,2,8,0,0,1,1,141,3.6,25:14,--
Pius Suter,2020-21,CHI,L,C,55,14,13,27,-5,14,0.49,13,24,1,3,0,0,1,3,112,12.5,16:20,42.6
Nils Hoglander,2020-21,VAN,L,L,56,13,14,27,-4,16,0.48,12,26,1,1,0,0,0,1,118,11.0,15:27,50.0
Mikael Granlund,2020-21,NSH,L,C,51,13,14,27,-1,14,0.53,8,20,5,7,0,0,0,1,74,17.6,19:28,51.8
Sam Bennett,2020-21,"CGY,FLA",L,C,48,10,17,27,-2,52,0.56,9,24,1,3,0,0,1,4,106,9.4,14:25,47.5
Miro Heiskanen,2020-21,DAL,L,D,55,8,19,27,-9,12,0.49,5,16,3,11,0,0,0,1,121,6.6,24:58,--
Jake Muzzin,2020-21,TOR,L,D,53,4,23,27,+21,29,0.51,2,24,1,2,1,1,0,0,103,3.9,21:35,--
Justin Schultz,2020-21,WSH,R,D,46,3,24,27,+12,10,0.59,3,19,0,8,0,0,0,1,67,4.5,19:01,--
Keith Yandle,2020-21,FLA,L,D,56,3,24,27,-8,38,0.48,2,9,1,18,0,0,0,1,113,2.7,17:15,--
Mike Reilly,2020-21,"OTT,BOS",L,D,55,0,27,27,+5,22,0.49,0,23,0,4,0,0,0,0,98,0.0,19:17,--
Frank Vatrano,2020-21,FLA,L,R,56,18,8,26,+8,26,0.46,16,22,2,4,0,0,3,7,158,11.4,14:31,20.0
Nick Ritchie,2020-21,BOS,L,L,56,15,11,26,-7,37,0.46,10,17,5,9,0,0,0,2,121,12.4,15:22,0.0
Marcus Foligno,2020-21,MIN,L,L,39,11,15,26,+19,49,0.67,10,25,0,0,1,1,0,2,40,27.5,14:58,18.2
Nick Bonino,2020-21,MIN,L,C,55,10,16,26,0,26,0.47,7,21,3,5,0,0,0,2,66,15.2,14:51,52.8
Mark Giordano,2020-21,CGY,L,D,56,9,17,26,+5,14,0.46,5,18,4,8,0,0,0,2,142,6.3,22:57,--
Ivan Provorov,2020-21,PHI,L,D,56,7,19,26,+4,28,0.46,7,16,0,10,0,0,1,2,126,5.6,25:00,--
Filip Hronek,2020-21,DET,R,D,56,2,24,26,-18,16,0.46,2,15,0,11,0,0,0,0,114,1.8,23:23,--
Miles Wood,2020-21,NJD,L,L,55,17,8,25,-6,29,0.45,14,22,3,3,0,0,0,2,127,13.4,14:59,35.0
Jesse Puljujarvi,2020-21,EDM,R,R,55,15,10,25,+6,16,0.45,13,21,2,4,0,0,0,0,115,13.0,15:08,0.0
Reilly Smith,2020-21,VGK,L,R,53,14,11,25,+10,18,0.47,8,18,4,5,2,2,1,1,124,11.3,17:52,0.0
Mason Appleton,2020-21,WPG,R,C,56,12,13,25,+11,14,0.45,12,24,0,0,0,1,0,1,88,13.6,14:25,53.9
Viktor Arvidsson,2020-21,NSH,R,R,50,10,15,25,+9,21,0.50,8,22,2,3,0,0,0,2,151,6.6,16:36,33.3
Janne Kuokkanen,2020-21,NJD,L,C,50,8,17,25,-11,14,0.50,7,21,1,4,0,0,0,1,61,13.1,14:46,11.1
Justin Faulk,2020-21,STL,R,D,56,7,18,25,+11,35,0.45,6,18,1,5,0,2,1,2,117,6.0,24:16,--
Jared Spurgeon,2020-21,MIN,R,D,54,7,18,25,-2,6,0.46,4,16,3,9,0,0,0,0,94,7.5,22:05,--
Brett Pesce,2020-21,CAR,R,D,55,4,21,25,+14,20,0.45,3,20,1,5,0,0,0,0,89,4.5,22:48,--
Josh Anderson,2020-21,MTL,R,R,52,17,7,24,-10,38,0.46,15,21,1,2,1,1,0,5,125,13.6,16:25,58.3
Brandon Saad,2020-21,COL,L,L,44,15,9,24,+1,12,0.55,13,21,2,3,0,0,0,1,68,22.1,14:06,43.6
Patrik Laine,2020-21,"WPG,CBJ",R,L,46,12,12,24,-28,25,0.52,8,17,4,7,0,0,1,1,82,14.6,17:27,24.0
