Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Ryan O'Reilly,2015-16,BUF,L,C,71,21,39,60,-16,8,0.85,12,37,8,22,1,1,1,2,157,13.4,21:44,56.5
Jussi Jokinen,2015-16,FLA,L,L,81,18,42,60,+25,42,0.74,12,46,5,12,1,2,0,1,153,11.8,18:17,51.5
Ryan Johansen,2015-16,"CBJ,NSH",R,C,80,14,46,60,+6,61,0.75,10,38,4,22,0,0,0,2,185,7.6,17:34,52.3
Matt Duchene,2015-16,COL,L,C,76,30,29,59,-8,24,0.78,22,44,8,15,0,0,0,6,200,15.0,18:35,57.9
Mike Hoffman,2015-16,OTT,L,C,78,29,30,59,+1,18,0.76,20,46,9,13,0,0,1,3,242,12.0,17:33,44.4
Aleksander Barkov,2015-16,FLA,L,C,66,28,31,59,+18,8,0.89,18,41,9,16,1,2,0,8,171,16.4,19:26,49.2
Brayden Schenn,2015-16,PHI,L,C,80,26,33,59,+3,33,0.74,15,37,11,22,0,0,0,5,178,14.6,16:54,44.8
Phil Kessel,2015-16,PIT,R,R,82,26,33,59,+9,18,0.72,22,42,4,17,0,0,1,5,274,9.5,18:23,40.0
Jonathan Huberdeau,2015-16,FLA,L,C,76,20,39,59,+17,43,0.78,15,45,4,13,1,1,0,2,174,11.5,18:09,38.9
Tyler Toffoli,2015-16,LAK,R,R,82,31,27,58,+35,20,0.71,21,46,9,11,1,1,0,4,213,14.6,17:19,0.0
James Neal,2015-16,NSH,L,L,82,31,27,58,+27,65,0.71,27,44,4,14,0,0,0,3,268,11.6,19:04,29.6
Jonathan Toews,2015-16,CHI,L,C,80,28,30,58,+16,62,0.73,18,42,6,9,4,7,5,8,179,15.6,19:15,58.6
Derick Brassard,2015-16,NYR,L,C,80,27,31,58,+12,30,0.73,19,36,8,22,0,0,0,5,182,14.8,17:53,50.2
Evgeni Malkin,2015-16,PIT,L,C,57,27,31,58,+1,65,1.02,16,31,11,27,0,0,2,6,162,16.7,19:22,42.0
John Klingberg,2015-16,DAL,R,D,76,10,48,58,+22,30,0.76,8,36,2,22,0,0,3,4,171,5.9,22:41,--
Kyle Palmieri,2015-16,NJD,R,C,82,30,27,57,+3,39,0.70,19,34,11,23,0,0,2,4,222,13.5,17:48,37.0
Alex Galchenyuk,2015-16,MTL,L,C,82,30,26,56,-8,20,0.68,21,40,9,16,0,0,1,4,201,14.9,16:16,47.9
Jack Eichel,2015-16,BUF,R,C,81,24,32,56,-16,22,0.69,16,35,8,21,0,0,1,5,238,10.1,19:07,41.0
Bobby Ryan,2015-16,OTT,R,R,81,22,34,56,-9,28,0.69,16,40,6,16,0,0,1,2,183,12.0,17:10,27.3
Mark Giordano,2015-16,CGY,L,D,82,21,35,56,-5,54,0.68,11,34,9,19,1,3,1,2,212,9.9,24:48,--
Mikko Koivu,2015-16,MIN,L,C,82,17,39,56,+6,40,0.68,6,34,10,20,1,2,0,2,141,12.1,19:56,56.1
Oliver Ekman-Larsson,2015-16,ARI,L,D,75,21,34,55,-6,96,0.73,9,28,12,27,0,0,2,8,228,9.2,24:46,--
Milan Lucic,2015-16,LAK,L,L,81,20,35,55,+26,79,0.68,18,47,2,8,0,0,0,5,124,16.1,17:14,35.0
Patrick Sharp,2015-16,DAL,R,L,76,20,35,55,-3,27,0.72,13,31,7,24,0,0,0,6,226,8.9,17:37,48.5
Jakub Voracek,2015-16,PHI,L,R,73,11,44,55,-5,38,0.75,10,32,1,23,0,0,2,2,213,5.2,18:35,50.0
Henrik Sedin,2015-16,VAN,L,C,74,11,44,55,0,24,0.74,5,34,5,20,1,1,0,0,99,11.1,18:23,46.0
Tomas Plekanec,2015-16,MTL,L,C,82,14,40,54,+4,36,0.66,13,41,1,13,0,0,0,1,189,7.4,18:32,49.8
Brandon Saad,2015-16,CBJ,L,L,78,31,22,53,+1,14,0.68,25,44,6,8,0,1,0,7,233,13.3,17:13,55.9
Cam Atkinson,2015-16,CBJ,R,R,81,27,26,53,-8,22,0.65,21,41,4,10,2,2,1,3,226,12.0,17:48,50.0
Vincent Trocheck,2015-16,FLA,R,C,76,25,28,53,+15,44,0.70,20,39,4,13,1,1,0,4,174,14.4,17:46,49.5
Zach Parise,2015-16,MIN,L,L,70,25,28,53,-3,36,0.76,18,35,7,18,0,0,0,7,234,10.7,19:18,0.0
Derek Stepan,2015-16,NYR,R,C,72,22,31,53,+5,20,0.74,14,36,5,14,3,3,0,5,192,11.5,17:45,46.7
Ryan Kesler,2015-16,ANA,R,C,79,21,32,53,+5,78,0.67,15,37,5,15,1,1,0,4,164,12.8,19:32,58.5
Gabriel Landeskog,2015-16,COL,L,L,75,20,33,53,-5,69,0.71,15,36,4,14,1,3,1,2,169,11.8,18:56,55.4
Dustin Byfuglien,2015-16,WPG,R,D,81,19,34,53,+4,119,0.65,15,34,3,17,1,2,0,6,247,7.7,25:12,--
Justin Williams,2015-16,WSH,R,R,82,22,30,52,+15,36,0.63,19,42,3,9,0,1,1,3,201,11.0,16:39,52.3
Nathan MacKinnon,2015-16,COL,R,C,72,21,31,52,-4,20,0.72,14,35,7,16,0,1,0,6,245,8.6,18:52,48.4
Frans Nielsen,2015-16,NYI,L,C,81,20,32,52,+1,12,0.64,11,30,7,20,2,2,0,2,181,11.1,17:43,50.1
Max Domi,2015-16,ARI,L,C,81,18,34,52,+3,72,0.64,15,36,3,15,0,1,0,0,156,11.5,16:22,36.4
Alexander Steen,2015-16,STL,L,L,67,17,35,52,+3,48,0.78,14,30,2,21,1,1,1,2,172,9.9,20:22,44.5
Jeff Skinner,2015-16,CAR,L,L,82,28,23,51,-2,38,0.62,24,44,4,7,0,0,1,7,258,10.9,16:17,42.6
T.J. Oshie,2015-16,WSH,R,R,80,26,25,51,+16,34,0.64,15,34,11,17,0,0,0,5,185,14.1,18:58,52.7
Patric Hornqvist,2015-16,PIT,R,R,82,22,29,51,+15,36,0.62,13,36,9,15,0,0,0,3,257,8.6,16:51,62.5
Mika Zibanejad,2015-16,OTT,R,C,81,21,30,51,-2,18,0.63,17,38,2,11,2,2,0,7,184,11.4,17:46,50.5
Shea Weber,2015-16,NSH,R,D,78,20,31,51,-7,27,0.65,6,24,14,26,0,1,0,1,189,10.6,25:23,--
Leon Draisaitl,2015-16,EDM,L,C,72,19,32,51,-2,20,0.71,14,42,5,9,0,0,0,2,133,14.3,18:04,48.4
Lee Stempniak,2015-16,"NJD,BOS",R,R,82,19,32,51,+4,38,0.62,15,38,3,12,1,1,2,4,146,13.0,17:57,15.4
Mikkel Boedker,2015-16,"ARI,COL",L,L,80,17,34,51,-33,12,0.64,14,32,3,19,0,0,3,5,166,10.2,18:32,33.3
Drew Doughty,2015-16,LAK,R,D,82,14,37,51,+24,52,0.62,4,25,9,24,1,2,0,3,197,7.1,28:01,--
Carl Soderberg,2015-16,COL,L,C,82,12,39,51,-7,32,0.62,8,35,3,14,1,2,0,0,163,7.4,18:01,47.2
Ryan Suter,2015-16,MIN,L,D,82,8,43,51,+10,30,0.62,4,28,3,21,1,2,0,2,188,4.3,28:36,--
P.K. Subban,2015-16,MTL,R,D,68,6,45,51,+4,75,0.75,4,27,2,24,0,0,0,0,176,3.4,26:22,--
Adam Henrique,2015-16,NJD,L,C,80,30,20,50,+10,23,0.63,21,35,7,12,2,3,2,8,149,20.1,19:50,44.7
Reilly Smith,2015-16,FLA,L,R,82,25,25,50,+19,31,0.61,20,38,5,11,0,1,0,3,173,14.5,18:37,0.0
Henrik Zetterberg,2015-16,DET,L,C,82,13,37,50,-15,24,0.61,11,28,2,22,0,0,0,3,214,6.1,19:25,50.1
Mike Ribeiro,2015-16,NSH,L,C,81,7,43,50,+11,62,0.62,5,35,2,15,0,0,0,0,76,9.2,17:27,37.9
Boone Jenner,2015-16,CBJ,L,C,82,30,19,49,-15,77,0.60,20,34,9,14,1,1,0,3,225,13.3,16:25,53.1
Scott Hartnell,2015-16,CBJ,L,L,79,23,26,49,-11,112,0.62,13,37,10,12,0,0,1,1,150,15.3,15:35,0.0
Pavel Datsyuk,2015-16,DET,L,C,66,16,33,49,+7,14,0.74,8,29,8,20,0,0,1,1,181,8.8,19:39,53.7
Brent Seabrook,2015-16,CHI,R,D,81,14,35,49,+6,32,0.60,8,24,6,25,0,0,1,3,167,8.4,22:49,--
Ryan Spooner,2015-16,BOS,L,C,80,13,36,49,-9,35,0.61,7,32,6,17,0,0,0,4,162,8.0,15:08,42.8
Tyson Barrie,2015-16,COL,R,D,78,13,36,49,-16,31,0.63,9,26,3,21,1,2,0,5,172,7.6,23:12,--
Paul Stastny,2015-16,STL,L,C,64,10,39,49,+3,26,0.77,8,35,2,14,0,0,0,2,103,9.7,19:09,56.1
Patrick Marleau,2015-16,SJS,L,C,82,25,23,48,-22,10,0.59,13,22,11,25,1,1,1,5,216,11.6,19:02,50.9
Victor Rask,2015-16,CAR,L,C,80,21,27,48,-6,24,0.60,16,30,5,18,0,0,2,5,160,13.1,16:59,51.2
Jordan Staal,2015-16,CAR,L,C,82,20,28,48,+6,34,0.59,14,36,6,10,0,2,3,4,151,13.3,18:18,57.8
Brandon Dubinsky,2015-16,CBJ,L,C,75,17,31,48,-16,71,0.64,12,38,5,10,0,0,0,3,158,10.8,18:46,52.6
Connor McDavid,2015-16,EDM,L,C,45,16,32,48,-1,18,1.07,13,34,3,14,0,0,1,5,105,15.2,18:53,41.2
Shane Doan,2015-16,ARI,R,R,72,28,19,47,+4,98,0.65,16,30,12,17,0,0,0,4,170,16.5,17:36,51.8
Jordan Eberle,2015-16,EDM,R,R,69,25,22,47,-12,14,0.68,18,36,7,11,0,0,1,4,173,14.5,17:51,62.5
Jarome Iginla,2015-16,COL,R,R,82,22,25,47,-22,41,0.57,9,28,13,19,0,0,0,3,182,12.1,15:52,53.0
Mikael Backlund,2015-16,CGY,L,C,82,21,26,47,+10,28,0.57,15,34,3,9,3,4,2,4,155,13.6,16:26,47.2
Victor Hedman,2015-16,TBL,L,D,78,10,37,47,+21,46,0.60,9,35,1,11,0,1,0,0,180,5.6,23:04,--
Keith Yandle,2015-16,NYR,L,D,82,5,42,47,-4,40,0.57,3,25,2,22,0,0,0,1,160,3.1,19:58,--
Andrew Ladd,2015-16,"WPG,CHI",L,L,78,25,21,46,-13,45,0.59,13,30,10,14,2,2,0,3,181,13.8,18:55,61.5
Tomas Hertl,2015-16,SJS,L,C,81,21,25,46,+16,26,0.57,18,39,3,7,0,0,1,3,202,10.4,15:58,56.0
Shayne Gostisbehere,2015-16,PHI,L,D,64,17,29,46,+8,24,0.72,9,24,8,22,0,0,4,5,152,11.2,20:05,100.0
Marcus Johansson,2015-16,WSH,L,L,74,17,29,46,+12,16,0.62,11,32,6,14,0,0,0,7,132,12.9,16:38,46.0
Jiri Hudler,2015-16,"CGY,FLA",L,R,72,16,30,46,-1,27,0.64,13,36,3,10,0,0,0,1,109,14.7,15:46,42.3
Dylan Larkin,2015-16,DET,L,C,80,23,22,45,+11,34,0.56,19,40,4,5,0,0,0,5,221,10.4,16:33,41.0
Tomas Tatar,2015-16,DET,L,L,81,21,24,45,+4,24,0.56,14,30,7,15,0,0,1,3,165,12.7,14:21,25.0
David Backes,2015-16,STL,R,R,79,21,24,45,+4,83,0.57,13,32,8,13,0,0,1,3,168,12.5,19:14,52.0
Nazem Kadri,2015-16,TOR,L,C,76,17,28,45,-15,73,0.59,13,31,4,14,0,0,1,2,260,6.5,18:16,49.2
TJ Brodie,2015-16,CGY,L,D,70,6,39,45,+4,18,0.64,4,34,2,9,0,2,1,1,79,7.6,25:16,--
Anthony Duclair,2015-16,ARI,L,L,81,20,24,44,+12,49,0.54,12,32,8,12,0,0,0,2,105,19.1,14:23,0.0
Joe Colborne,2015-16,CGY,L,C,73,19,25,44,-9,27,0.60,16,39,3,5,0,0,0,2,100,19.0,15:10,54.8
Kevin Shattenkirk,2015-16,STL,R,D,72,14,30,44,-14,51,0.61,8,17,6,26,0,1,1,1,180,7.8,22:25,--
Mikael Granlund,2015-16,MIN,L,C,82,13,31,44,-12,20,0.54,10,32,2,11,1,1,0,3,160,8.1,18:07,48.7
Andrei Markov,2015-16,MTL,L,D,82,5,39,44,-6,38,0.54,1,27,4,17,0,0,0,0,117,4.3,23:50,--
Torey Krug,2015-16,BOS,L,D,81,4,40,44,+9,33,0.54,3,25,1,19,0,0,0,1,244,1.6,21:37,100.0
J.T. Miller,2015-16,NYR,L,C,82,22,21,43,+10,46,0.52,20,39,2,4,0,0,1,5,135,16.3,15:02,43.3
Chris Kreider,2015-16,NYR,L,L,79,21,22,43,+10,58,0.54,16,35,5,8,0,0,0,3,158,13.3,15:57,83.3
Joel Ward,2015-16,SJS,R,R,79,21,22,43,-15,28,0.54,15,29,5,12,1,2,0,3,138,15.2,16:58,48.1
Rickard Rakell,2015-16,ANA,R,R,72,20,23,43,-1,19,0.60,16,33,4,10,0,0,2,7,169,11.8,16:04,43.7
Nino Niederreiter,2015-16,MIN,L,R,82,20,23,43,+9,36,0.52,18,38,2,5,0,0,0,1,159,12.6,15:33,40.7
Jean-Gabriel Pageau,2015-16,OTT,R,C,82,19,24,43,+17,26,0.52,11,32,1,2,7,9,0,2,133,14.3,16:42,52.2
Gustav Nyquist,2015-16,DET,L,C,82,17,26,43,-2,34,0.52,10,31,7,12,0,0,2,3,161,10.6,15:10,0.0
Teddy Purcell,2015-16,"EDM,FLA",R,L,76,14,29,43,-11,12,0.57,12,32,2,10,0,1,1,2,149,9.4,16:50,33.3
Dougie Hamilton,2015-16,CGY,R,D,82,12,31,43,-14,46,0.52,7,27,5,16,0,0,0,3,190,6.3,19:46,--
Duncan Keith,2015-16,CHI,L,D,67,9,34,43,+13,26,0.64,5,24,4,18,0,1,0,4,130,6.9,25:14,0.0
Sam Reinhart,2015-16,BUF,R,C,79,23,19,42,-8,8,0.53,15,32,8,10,0,0,0,3,165,13.9,16:50,33.3
Charlie Coyle,2015-16,MIN,R,C,82,21,21,42,+1,16,0.51,19,35,2,6,0,1,0,4,140,15.0,17:18,45.4
Artem Anisimov,2015-16,CHI,L,C,77,20,22,42,+8,12,0.55,12,28,5,10,3,4,1,1,121,16.5,18:05,44.2
Justin Abdelkader,2015-16,DET,L,L,82,19,23,42,-16,120,0.51,13,29,6,13,0,0,0,4,155,12.3,18:26,35.7
Bryan Little,2015-16,WPG,R,C,57,17,25,42,-13,12,0.74,13,28,2,12,2,2,0,2,127,13.4,19:36,51.3
Travis Zajac,2015-16,NJD,R,C,74,14,28,42,+3,25,0.57,6,22,6,17,2,3,0,2,111,12.6,19:51,51.6
PA Parenteau,2015-16,TOR,R,R,77,20,21,41,0,68,0.53,13,30,7,11,0,0,1,3,168,11.9,16:16,22.2
Thomas Vanek,2015-16,MIN,R,L,74,18,23,41,-10,22,0.55,12,27,6,14,0,0,0,5,146,12.3,15:37,31.6
Martin Hanzal,2015-16,ARI,L,C,64,13,28,41,-5,77,0.64,9,27,3,13,1,1,0,2,141,9.2,17:48,56.0
Rasmus Ristolainen,2015-16,BUF,R,D,82,9,32,41,-21,33,0.50,5,20,4,21,0,0,0,1,202,4.5,25:17,--
Mathieu Perreault,2015-16,WPG,L,C,71,9,32,41,-11,36,0.58,3,26,6,15,0,0,0,1,133,6.8,16:33,46.3
Brock Nelson,2015-16,NYI,L,C,81,26,14,40,-3,30,0.49,23,35,3,5,0,0,0,3,165,15.8,15:48,47.9
Jason Chimera,2015-16,WSH,L,L,82,20,20,40,0,22,0.49,14,29,4,9,2,2,0,3,165,12.1,14:03,28.6
Brendan Gallagher,2015-16,MTL,R,R,53,19,21,40,+13,24,0.75,12,30,7,10,0,0,0,0,173,11.0,16:35,41.4
Chris Kunitz,2015-16,PIT,L,L,80,17,23,40,+29,41,0.50,15,34,2,6,0,0,0,1,150,11.3,16:49,45.5
Bo Horvat,2015-16,VAN,L,C,82,16,24,40,-30,18,0.49,12,28,4,12,0,0,1,4,155,10.3,17:08,50.9
Ondrej Palat,2015-16,TBL,L,L,62,16,24,40,+10,20,0.65,13,30,1,7,2,3,1,4,117,13.7,17:55,25.0
Alex Killorn,2015-16,TBL,L,L,81,14,26,40,+14,44,0.49,11,33,3,6,0,1,1,3,154,9.1,16:48,38.8
Alex Wennberg,2015-16,CBJ,L,C,69,8,32,40,-1,2,0.58,7,28,1,12,0,0,0,1,97,8.3,15:52,43.4
Jake Muzzin,2015-16,LAK,L,D,82,8,32,40,+7,64,0.49,7,26,1,13,0,1,0,1,203,3.9,23:04,--
Nick Leddy,2015-16,NYI,L,D,81,5,35,40,-9,25,0.49,2,21,3,19,0,0,0,1,121,4.1,22:37,--
Jamie McGinn,2015-16,"BUF,ANA",L,L,84,22,17,39,-7,33,0.46,13,27,9,12,0,0,0,5,156,14.1,14:18,57.1
Jakob Silfverberg,2015-16,ANA,R,R,82,20,19,39,+8,32,0.48,18,34,2,4,0,1,1,2,215,9.3,16:58,20.0
Troy Brouwer,2015-16,STL,R,R,82,18,21,39,+2,62,0.48,11,29,7,10,0,0,0,4,142,12.7,17:00,57.0
Carl Hagelin,2015-16,"ANA,PIT",L,L,80,14,25,39,+8,32,0.49,14,37,0,0,0,2,0,6,178,7.9,15:42,42.9
Eric Staal,2015-16,"CAR,NYR",L,C,83,13,26,39,-2,34,0.47,12,32,1,7,0,0,0,0,199,6.5,18:33,53.0
Ales Hemsky,2015-16,DAL,R,R,75,13,26,39,+3,20,0.52,12,34,1,5,0,0,0,0,155,8.4,13:06,33.3
Elias Lindholm,2015-16,CAR,R,C,82,11,28,39,-23,24,0.48,9,23,2,16,0,0,0,3,176,6.3,18:07,49.1
Sean Couturier,2015-16,PHI,L,C,63,11,28,39,+8,30,0.62,9,31,2,7,0,1,0,1,119,9.2,18:36,48.6
John Carlson,2015-16,WSH,R,D,56,8,31,39,+16,14,0.70,6,24,2,14,0,1,1,4,124,6.5,23:42,--
Marc-Edouard Vlasic,2015-16,SJS,L,D,67,8,31,39,+15,48,0.58,6,27,2,10,0,2,0,0,116,6.9,23:08,--
Jannik Hansen,2015-16,VAN,R,R,67,22,16,38,+16,32,0.57,20,36,1,1,1,1,1,5,117,18.8,16:26,28.6
Drew Stafford,2015-16,WPG,R,R,78,21,17,38,-23,28,0.49,14,26,6,9,1,3,0,6,187,11.2,17:52,50.5
Andre Burakovsky,2015-16,WSH,L,L,79,17,21,38,+4,12,0.48,17,34,0,4,0,0,0,1,126,13.5,13:01,46.0
Antoine Vermette,2015-16,ARI,L,C,76,17,21,38,-14,93,0.50,10,21,6,16,1,1,0,2,123,13.8,16:38,55.8
Nikolaj Ehlers,2015-16,WPG,L,L,72,15,23,38,+3,21,0.53,11,27,4,11,0,0,0,0,167,9.0,16:06,0.0
Kris Versteeg,2015-16,"CAR,LAK",R,R,77,15,23,38,0,45,0.49,13,29,2,9,0,0,0,4,156,9.6,15:23,50.0
Tyler Johnson,2015-16,TBL,R,C,69,14,24,38,+4,20,0.55,11,25,3,13,0,0,1,7,167,8.4,17:08,48.6
Michael Cammalleri,2015-16,NJD,L,L,42,14,24,38,+15,18,0.90,11,28,3,10,0,0,0,1,101,13.9,19:17,50.0
Sami Vatanen,2015-16,ANA,R,D,71,9,29,38,+8,20,0.54,5,19,4,19,0,0,0,2,140,6.4,21:19,--
Craig Smith,2015-16,NSH,R,C,82,21,16,37,+4,40,0.45,19,32,2,5,0,0,0,6,199,10.6,15:11,33.0
Robby Fabbri,2015-16,STL,L,C,72,18,19,37,-2,25,0.51,16,29,2,8,0,0,0,3,114,15.8,13:19,40.0
Justin Faulk,2015-16,CAR,R,D,64,16,21,37,-22,27,0.58,4,20,12,17,0,0,0,4,184,8.7,24:03,0.0
Matt Beleskey,2015-16,BOS,L,L,80,15,22,37,+6,65,0.46,12,30,3,7,0,0,0,1,168,8.9,15:51,24.0
Tobias Rieder,2015-16,ARI,L,L,82,14,23,37,-21,10,0.45,12,28,2,8,0,1,0,1,189,7.4,17:18,34.5
Nick Foligno,2015-16,CBJ,L,L,72,12,25,37,-14,53,0.51,12,24,0,13,0,0,0,2,149,8.1,16:54,47.2
Zdeno Chara,2015-16,BOS,L,D,80,9,28,37,+12,71,0.46,8,25,1,10,0,2,0,3,158,5.7,24:06,0.0
Alex Pietrangelo,2015-16,STL,R,D,73,7,30,37,+10,20,0.51,6,31,1,5,0,1,1,1,182,3.9,26:18,--
Alex Goligoski,2015-16,DAL,L,D,82,5,32,37,+21,34,0.45,4,31,1,5,0,1,0,1,127,3.9,23:50,--
Zack Smith,2015-16,OTT,L,C,81,25,11,36,+16,80,0.44,16,25,4,5,5,6,0,4,121,20.7,15:24,52.1
Leo Komarov,2015-16,TOR,L,R,67,19,17,36,-12,40,0.54,14,28,4,7,1,1,0,2,130,14.6,17:50,48.8
Sam Bennett,2015-16,CGY,L,C,77,18,18,36,-11,37,0.47,15,28,3,8,0,0,0,2,136,13.2,15:09,46.1
Aaron Ekblad,2015-16,FLA,R,D,78,15,21,36,+18,41,0.46,12,27,3,9,0,0,0,4,182,8.2,21:41,--
Tanner Pearson,2015-16,LAK,L,L,79,15,21,36,+11,18,0.46,13,32,2,4,0,0,2,4,137,11.0,14:28,32.0
Anders Lee,2015-16,NYI,L,L,80,15,21,36,-2,51,0.45,7,22,8,14,0,0,0,3,183,8.2,14:35,16.7
Logan Couture,2015-16,SJS,L,C,52,15,21,36,+2,20,0.69,10,21,5,15,0,0,0,4,137,11.0,17:23,47.1
Rick Nash,2015-16,NYR,L,L,60,15,21,36,+8,30,0.60,11,29,4,6,0,1,1,4,183,8.2,16:56,0.0
Kevin Hayes,2015-16,NYR,L,R,79,14,22,36,+4,30,0.46,11,30,3,6,0,0,0,3,133,10.5,13:40,36.0
Benoit Pouliot,2015-16,EDM,L,L,55,14,22,36,-6,30,0.65,8,26,5,9,1,1,0,0,109,12.8,16:03,40.8
