Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
David Perron,2015-16,"PIT,ANA",R,L,71,12,24,36,-1,62,0.51,8,24,4,12,0,0,0,1,147,8.2,15:13,20.0
Blake Comeau,2015-16,COL,R,L,81,12,24,36,-9,58,0.44,8,26,2,8,2,2,0,3,142,8.5,17:38,48.8
Joonas Donskoi,2015-16,SJS,R,R,76,11,25,36,+4,20,0.47,8,28,3,8,0,0,0,1,107,10.3,14:09,66.7
Jason Pominville,2015-16,MIN,R,R,75,11,25,36,+10,12,0.48,8,26,3,10,0,0,0,2,187,5.9,16:22,45.1
Morgan Rielly,2015-16,TOR,L,D,82,9,27,36,-17,28,0.44,6,27,2,8,1,1,0,0,167,5.4,23:14,--
Michael Stone,2015-16,ARI,R,D,75,6,30,36,-10,62,0.48,6,22,0,14,0,0,0,1,161,3.7,22:28,0.0
Evander Kane,2015-16,BUF,L,L,65,20,15,35,-14,91,0.54,17,28,2,6,1,1,0,3,271,7.4,21:02,50.0
Cody Eakin,2015-16,DAL,L,C,82,16,19,35,+3,42,0.43,11,27,2,4,3,4,0,1,132,12.1,16:22,47.7
Vladislav Namestnikov,2015-16,TBL,L,C,80,14,21,35,+17,45,0.44,13,31,1,4,0,0,2,2,106,13.2,14:07,44.8
Teuvo Teravainen,2015-16,CHI,L,L,78,13,22,35,-2,20,0.45,11,25,2,9,0,1,0,3,136,9.6,15:21,40.5
Tyler Bozak,2015-16,TOR,R,C,57,12,23,35,-9,18,0.61,9,25,3,10,0,0,0,1,99,12.1,17:20,56.4
Mattias Ekholm,2015-16,NSH,L,D,82,8,27,35,+14,44,0.43,6,28,1,5,1,2,1,3,114,7.0,20:15,--
Alex Tanguay,2015-16,"COL,ARI",L,L,70,8,27,35,+8,32,0.50,7,25,1,9,0,1,0,1,71,11.3,15:47,60.0
Mike Green,2015-16,DET,R,D,74,7,28,35,-6,38,0.47,2,15,5,20,0,0,0,0,124,5.7,19:46,0.0
Nick Bjugstad,2015-16,FLA,R,C,67,15,19,34,-8,41,0.51,9,19,6,15,0,0,0,3,171,8.8,15:31,51.7
Andrew Shaw,2015-16,CHI,R,R,78,14,20,34,+11,69,0.44,10,26,4,8,0,0,0,2,153,9.2,14:39,46.5
Erik Haula,2015-16,MIN,L,L,76,14,20,34,+21,24,0.45,12,29,0,1,2,4,0,2,99,14.1,12:44,53.3
Ryan Nugent-Hopkins,2015-16,EDM,L,C,55,12,22,34,-9,18,0.62,8,23,4,11,0,0,0,1,108,11.1,19:04,44.8
Jori Lehtera,2015-16,STL,L,C,79,9,25,34,+12,38,0.43,8,25,1,9,0,0,1,3,83,10.8,16:05,50.1
Ryan McDonagh,2015-16,NYR,L,D,73,9,25,34,+26,22,0.47,7,24,2,9,0,1,0,0,113,8.0,22:21,100.0
Anton Stralman,2015-16,TBL,R,D,73,9,25,34,+16,20,0.47,8,22,1,12,0,0,0,0,127,7.1,22:05,--
Francois Beauchemin,2015-16,COL,L,D,82,8,26,34,-7,38,0.41,6,21,2,11,0,2,0,2,127,6.3,25:05,--
Marian Hossa,2015-16,CHI,L,R,64,13,20,33,+10,24,0.52,8,20,2,9,3,4,1,2,191,6.8,17:16,0.0
Brian Gionta,2015-16,BUF,R,R,79,12,21,33,-5,12,0.42,11,27,1,6,0,0,1,2,169,7.1,17:44,45.0
Colton Parayko,2015-16,STL,R,D,79,9,24,33,+28,29,0.42,6,26,3,7,0,0,0,3,165,5.5,19:23,--
Matt Cullen,2015-16,PIT,L,C,82,16,16,32,+5,20,0.39,13,26,0,0,3,6,0,4,118,13.6,13:53,55.8
Michael Frolik,2015-16,CGY,L,R,64,15,17,32,+1,24,0.50,13,27,0,1,2,4,0,4,155,9.7,15:49,50.0
Josh Bailey,2015-16,NYI,L,R,81,12,20,32,-7,22,0.40,8,27,4,5,0,0,1,2,105,11.4,15:51,41.2
Ryan Ellis,2015-16,NSH,R,D,79,10,22,32,+13,35,0.41,6,24,3,7,1,1,0,2,152,6.6,20:54,--
Andrew Cogliano,2015-16,ANA,L,C,82,9,23,32,+2,28,0.39,7,29,0,0,2,3,0,3,131,6.9,14:26,35.3
Matt Niskanen,2015-16,WSH,R,D,82,5,27,32,+10,38,0.39,3,16,2,16,0,0,1,3,150,3.3,24:40,--
Dion Phaneuf,2015-16,"TOR,OTT",L,D,71,4,28,32,-7,92,0.45,4,21,0,9,0,2,0,0,144,2.8,22:21,--
Michael Raffl,2015-16,PHI,L,L,82,13,18,31,+9,30,0.38,12,29,1,2,0,0,0,4,132,9.9,14:18,40.2
Brad Richardson,2015-16,ARI,L,R,82,11,20,31,+8,46,0.38,11,31,0,0,0,0,0,3,117,9.4,15:37,54.4
Alec Martinez,2015-16,LAK,L,D,78,10,21,31,+16,40,0.40,6,17,4,13,0,1,1,4,124,8.1,21:09,--
Valtteri Filppula,2015-16,TBL,L,C,76,8,23,31,-6,46,0.41,6,22,1,8,1,1,0,2,101,7.9,18:15,52.0
Jake Gardiner,2015-16,TOR,L,D,79,7,24,31,-15,32,0.39,6,18,1,12,0,1,1,2,122,5.7,20:37,100.0
Brian Campbell,2015-16,FLA,L,D,82,6,25,31,+31,26,0.38,5,22,0,8,1,1,1,1,99,6.1,22:17,--
Seth Jones,2015-16,"NSH,CBJ",R,D,81,3,28,31,-14,22,0.38,2,17,1,13,0,1,0,0,157,1.9,22:05,--
Calle Jarnkrok,2015-16,NSH,R,C,81,16,14,30,+1,14,0.37,12,25,3,4,1,1,0,4,125,12.8,16:08,45.8
Kyle Turris,2015-16,OTT,R,C,57,13,17,30,-15,32,0.53,10,21,3,8,0,1,1,2,122,10.7,19:42,51.3
Jesper Fast,2015-16,NYR,R,R,79,10,20,30,+9,18,0.38,10,30,0,0,0,0,0,3,75,13.3,14:56,16.7
Andrej Sekera,2015-16,EDM,L,D,81,6,24,30,-15,12,0.37,4,15,2,14,0,1,2,2,155,3.9,21:50,--
Mattias Janmark,2015-16,DAL,L,C,73,15,14,29,+12,16,0.40,14,27,0,1,1,1,1,3,108,13.9,14:10,36.2
Brandon Pirri,2015-16,"FLA,ANA",L,C,61,14,15,29,-4,30,0.48,11,19,3,10,0,0,0,3,128,10.9,14:31,46.2
James van Riemsdyk,2015-16,TOR,L,L,40,14,15,29,+3,6,0.73,9,20,5,9,0,0,0,0,129,10.9,17:46,50.0
Antoine Roussel,2015-16,DAL,L,L,80,13,16,29,+11,123,0.36,13,27,0,1,0,1,0,6,111,11.7,13:51,42.9
Jimmy Hayes,2015-16,BOS,R,R,75,13,16,29,-12,60,0.39,10,24,3,5,0,0,0,0,127,10.2,13:50,37.5
Jared Spurgeon,2015-16,MIN,R,D,77,11,18,29,+11,14,0.38,6,13,5,13,0,3,0,2,122,9.0,22:41,--
David Desharnais,2015-16,MTL,L,C,65,11,18,29,-6,20,0.45,8,24,3,5,0,0,1,4,90,12.2,16:00,48.7
Valeri Nichushkin,2015-16,DAL,L,R,79,9,20,29,+2,12,0.37,8,27,1,2,0,0,0,1,139,6.5,13:56,0.0
Nick Bonino,2015-16,PIT,L,C,63,9,20,29,+13,31,0.46,6,26,2,2,1,1,0,0,97,9.3,15:50,50.4
Casey Cizikas,2015-16,NYI,L,C,80,8,21,29,+4,31,0.36,7,26,0,0,1,3,0,4,84,9.5,12:41,48.9
Dmitry Orlov,2015-16,WSH,L,D,82,8,21,29,+8,26,0.35,8,27,0,2,0,0,0,3,90,8.9,16:02,--
Sven Baertschi,2015-16,VAN,L,L,69,15,13,28,-14,14,0.41,13,21,2,7,0,0,0,1,108,13.9,13:27,0.0
Oscar Lindberg,2015-16,NYR,L,L,68,13,15,28,+12,43,0.41,12,25,1,3,0,0,0,2,114,11.4,12:11,48.4
Shawn Matthias,2015-16,"TOR,COL",L,L,71,12,16,28,-17,20,0.39,12,27,0,0,0,1,0,2,101,11.9,13:31,37.5
Dustin Brown,2015-16,LAK,R,R,82,11,17,28,-5,30,0.34,9,24,2,3,0,1,0,0,218,5.1,16:10,47.1
Hampus Lindholm,2015-16,ANA,L,D,80,10,18,28,+7,40,0.35,5,12,4,15,1,1,0,1,149,6.7,22:00,--
Ryan Callahan,2015-16,TBL,R,R,73,10,18,28,-5,45,0.38,8,24,2,4,0,0,0,1,156,6.4,17:14,58.3
Brad Richards,2015-16,DET,L,C,68,10,18,28,+4,8,0.41,6,14,4,14,0,0,0,1,164,6.1,14:48,49.6
Ryan Strome,2015-16,NYI,R,C,71,8,20,28,-9,28,0.39,7,24,1,4,0,0,0,0,132,6.1,15:39,41.1
Trevor Daley,2015-16,"CHI,PIT",L,D,82,6,22,28,+9,34,0.34,5,19,1,9,0,0,0,0,130,4.6,18:26,0.0
Cam Fowler,2015-16,ANA,L,D,69,5,23,28,-8,27,0.41,2,11,3,17,0,0,0,0,113,4.4,22:47,--
Dale Weise,2015-16,"MTL,CHI",R,R,71,14,13,27,+4,24,0.38,11,21,3,6,0,0,0,1,136,10.3,13:25,45.7
Radim Vrbata,2015-16,VAN,R,R,63,13,14,27,-30,12,0.43,8,18,5,9,0,0,0,0,199,6.5,16:03,28.6
Pat Maroon,2015-16,"ANA,EDM",L,L,72,12,15,27,-7,88,0.38,7,19,5,8,0,0,0,1,104,11.5,12:20,32.1
Erik Johnson,2015-16,COL,R,D,73,11,16,27,-19,50,0.37,6,18,3,6,2,3,0,0,175,6.3,23:27,0.0
Peter Holland,2015-16,TOR,L,C,65,9,18,27,-16,28,0.42,4,16,5,11,0,0,0,1,138,6.5,14:40,46.5
Tyler Myers,2015-16,WPG,R,D,73,9,18,27,+6,72,0.37,9,24,0,2,0,1,0,0,140,6.4,22:37,0.0
Mikhail Grigorenko,2015-16,COL,L,C,74,6,21,27,+2,8,0.36,5,23,1,4,0,0,0,0,84,7.1,13:16,43.3
David Pastrnak,2015-16,BOS,R,R,51,15,11,26,+3,20,0.51,15,25,0,1,0,0,0,2,108,13.9,13:57,0.0
Lars Eller,2015-16,MTL,L,C,79,13,13,26,-13,28,0.33,11,24,1,1,1,1,0,2,149,8.7,15:15,50.6
Darren Helm,2015-16,DET,L,C,77,13,13,26,-2,32,0.34,13,26,0,0,0,0,1,3,165,7.9,15:04,50.7
Matt Read,2015-16,PHI,R,R,79,11,15,26,-5,27,0.33,9,19,2,7,0,0,1,2,127,8.7,15:15,48.0
Cody Ceci,2015-16,OTT,R,D,75,10,16,26,+9,18,0.35,10,24,0,2,0,0,0,2,116,8.6,19:18,--
Matt Dumba,2015-16,MIN,R,D,81,10,16,26,+1,38,0.32,4,14,6,12,0,0,0,3,152,6.6,16:50,--
Kevin Klein,2015-16,NYR,R,D,69,9,17,26,+16,19,0.38,9,25,0,1,0,0,1,4,69,13.0,20:23,--
Niklas Kronwall,2015-16,DET,L,D,64,3,23,26,-21,30,0.41,3,12,0,14,0,0,1,2,61,4.9,22:01,--
Riley Sheahan,2015-16,DET,L,C,81,14,11,25,-8,12,0.31,10,20,3,4,1,1,0,2,128,10.9,15:14,45.8
Devante Smith-Pelly,2015-16,"MTL,NJD",R,R,64,14,11,25,-3,30,0.39,14,24,0,1,0,0,0,5,94,14.9,12:18,40.0
Tomas Fleischmann,2015-16,"MTL,CHI",L,L,76,14,11,25,-8,32,0.33,13,23,0,1,1,1,0,3,123,11.4,15:13,55.8
Mark Letestu,2015-16,EDM,R,C,82,10,15,25,-21,10,0.30,5,10,3,12,2,3,0,0,107,9.4,15:47,51.3
Brett Connolly,2015-16,BOS,R,R,71,9,16,25,-1,20,0.35,7,20,2,5,0,0,0,2,95,9.5,12:58,45.2
Mikhail Grabovski,2015-16,NYI,L,C,58,9,16,25,+3,33,0.43,8,22,1,3,0,0,1,2,83,10.8,14:06,47.7
Johnny Boychuk,2015-16,NYI,R,D,70,9,16,25,+17,31,0.36,8,20,1,5,0,0,0,1,165,5.5,21:22,--
Ryan Murray,2015-16,CBJ,L,D,82,4,21,25,-10,40,0.30,3,14,1,11,0,0,0,0,90,4.4,22:51,--
David Savard,2015-16,CBJ,R,D,65,4,21,25,-7,45,0.38,3,19,1,5,0,1,0,0,122,3.3,23:10,--
Ben Hutton,2015-16,VAN,L,D,75,1,24,25,-21,14,0.33,1,18,0,7,0,0,0,0,104,1.0,19:52,--
Matt Calvert,2015-16,CBJ,L,L,73,11,13,24,+1,51,0.33,10,23,1,1,0,0,0,1,114,9.7,15:08,50.0
Joakim Nordstrom,2015-16,CAR,L,C,71,10,14,24,+1,12,0.34,9,23,0,0,1,1,0,1,81,12.4,15:38,60.0
Dan Boyle,2015-16,NYR,R,D,74,10,14,24,0,30,0.32,7,14,3,10,0,0,0,0,95,10.5,18:49,--
Jordan Martinook,2015-16,ARI,L,L,81,9,15,24,-9,18,0.30,8,21,0,1,1,2,0,2,109,8.3,15:11,54.6
Brad Boyes,2015-16,TOR,R,R,60,8,16,24,-6,12,0.40,6,19,2,5,0,0,0,1,85,9.4,11:58,64.3
Zach Bogosian,2015-16,BUF,R,D,64,7,17,24,-11,68,0.38,4,17,3,6,0,1,0,1,121,5.8,22:21,--
Colin Wilson,2015-16,NSH,L,C,64,6,18,24,-1,14,0.38,5,23,1,1,0,0,0,0,108,5.6,14:27,40.0
Niklas Hjalmarsson,2015-16,CHI,L,D,81,2,22,24,+13,32,0.30,2,19,0,2,0,3,0,0,77,2.6,22:23,--
Cal Clutterbuck,2015-16,NYI,R,R,77,15,8,23,+7,22,0.30,13,20,0,0,2,3,1,5,80,18.8,11:55,33.3
Jason Zucker,2015-16,MIN,L,L,71,13,10,23,-4,20,0.32,12,19,0,2,1,2,1,1,158,8.2,15:35,100.0
Mike Fisher,2015-16,NSH,R,C,70,13,10,23,-14,29,0.33,10,17,3,5,0,1,0,2,98,13.3,17:10,53.4
Colton Sceviour,2015-16,DAL,R,C,71,11,12,23,+6,21,0.32,10,19,1,3,0,1,0,1,125,8.8,12:41,37.5
Marcus Foligno,2015-16,BUF,L,L,75,10,13,23,+4,79,0.31,8,19,0,2,2,2,0,2,81,12.4,13:11,25.0
Andrej Nestrasil,2015-16,CAR,L,C,55,9,14,23,+4,8,0.42,7,21,2,2,0,0,0,1,105,8.6,14:21,32.0
Nail Yakupov,2015-16,EDM,L,R,60,8,15,23,-16,24,0.38,7,17,1,6,0,0,0,1,127,6.3,14:13,0.0
Tom Wilson,2015-16,WSH,R,R,82,7,16,23,+3,163,0.28,7,21,0,1,0,1,0,1,99,7.1,12:55,57.1
Jason Demers,2015-16,DAL,R,D,62,7,16,23,+16,72,0.37,3,17,3,5,1,1,0,1,94,7.5,20:52,--
Mark Streit,2015-16,PHI,L,D,62,6,17,23,-1,18,0.37,4,15,2,8,0,0,0,1,110,5.5,21:52,--
Justin Braun,2015-16,SJS,R,D,80,4,19,23,+11,36,0.29,4,22,0,1,0,0,0,0,114,3.5,20:34,--
Vernon Fiddler,2015-16,DAL,L,C,82,12,10,22,+5,31,0.27,9,16,1,2,2,4,0,0,98,12.2,11:38,50.7
Marian Gaborik,2015-16,LAK,L,R,54,12,10,22,-6,20,0.41,11,18,1,4,0,0,2,3,142,8.5,14:57,33.3
Lauri Korpikoski,2015-16,EDM,L,L,71,10,12,22,-17,10,0.31,7,15,2,6,1,1,1,2,88,11.4,13:56,52.9
Riley Nash,2015-16,CAR,R,C,64,9,13,22,-5,18,0.34,7,16,2,6,0,0,0,1,76,11.8,12:57,49.5
Nikolay Kulemin,2015-16,NYI,L,L,81,9,13,22,+13,22,0.27,9,22,0,0,0,0,0,3,92,9.8,14:04,39.0
Alexandre Burrows,2015-16,VAN,L,R,79,9,13,22,-13,49,0.28,7,16,2,6,0,0,0,0,135,6.7,15:10,45.5
JT Brown,2015-16,TBL,R,R,78,8,14,22,+16,59,0.28,8,20,0,0,0,2,0,0,140,5.7,13:22,46.0
Jaden Schwartz,2015-16,STL,L,C,33,8,14,22,+8,8,0.67,7,17,1,5,0,0,1,1,63,12.7,17:12,46.9
Nick Holden,2015-16,COL,L,D,82,6,16,22,-1,24,0.27,6,21,0,1,0,0,0,0,98,6.1,21:53,--
Noah Hanifin,2015-16,CAR,L,D,79,4,18,22,-14,22,0.28,3,15,1,7,0,0,0,0,122,3.3,17:54,--
John Mitchell,2015-16,COL,L,C,71,10,11,21,-7,52,0.30,10,20,0,1,0,0,1,3,101,9.9,15:15,48.9
Luke Glendening,2015-16,DET,R,C,81,8,13,21,+4,46,0.26,8,21,0,0,0,0,0,3,88,9.1,14:35,54.6
Matt Moulson,2015-16,BUF,L,L,81,8,13,21,-5,16,0.26,6,14,2,7,0,0,0,1,111,7.2,11:54,0.0
Scott Laughton,2015-16,PHI,L,C,71,7,14,21,-2,34,0.30,7,21,0,0,0,0,0,0,85,8.2,10:26,43.8
Alexander Burmistrov,2015-16,WPG,L,C,81,7,14,21,-11,32,0.26,7,19,0,1,0,1,0,2,102,6.9,16:10,40.0
Jacob Trouba,2015-16,WPG,R,D,81,6,15,21,+10,62,0.26,5,15,0,4,1,2,0,0,133,4.5,22:04,0.0
John-Michael Liles,2015-16,"CAR,BOS",L,D,81,6,15,21,-10,18,0.26,4,17,1,3,1,1,0,1,111,5.4,20:18,--
Marco Scandella,2015-16,MIN,L,D,73,5,16,21,+6,22,0.29,3,17,2,3,0,1,0,0,126,4.0,20:42,--
Travis Hamonic,2015-16,NYI,R,D,72,5,16,21,-5,35,0.29,4,20,0,0,1,1,0,1,147,3.4,23:49,--
Andrej Sustr,2015-16,TBL,R,D,77,4,17,21,-2,30,0.27,4,21,0,0,0,0,0,1,65,6.2,16:50,--
Karl Alzner,2015-16,WSH,L,D,82,4,17,21,+14,26,0.26,4,21,0,0,0,0,0,1,75,5.3,21:23,--
Johnny Oduya,2015-16,DAL,L,D,82,4,17,21,+8,26,0.26,3,19,0,0,1,2,0,0,63,6.4,20:23,--
Damon Severson,2015-16,NJD,R,D,72,1,20,21,-8,32,0.29,1,16,0,5,0,0,0,0,94,1.1,18:10,--
Brian Boyle,2015-16,TBL,L,C,76,13,7,20,-7,57,0.26,9,15,2,3,2,2,0,4,117,11.1,12:55,50.7
William Karlsson,2015-16,CBJ,L,C,81,9,11,20,-9,6,0.25,9,20,0,0,0,0,0,1,108,8.3,14:28,45.7
Viktor Stalberg,2015-16,NYR,L,L,75,9,11,20,+6,22,0.27,9,20,0,0,0,0,0,0,125,7.2,12:12,33.3
Danny DeKeyser,2015-16,DET,L,D,78,8,12,20,+2,44,0.26,8,20,0,0,0,0,1,3,72,11.1,21:48,--
Chris Stewart,2015-16,ANA,R,R,56,8,12,20,+2,73,0.36,7,15,1,5,0,0,0,1,78,10.3,10:48,33.3
Chris Tierney,2015-16,SJS,L,C,79,7,13,20,-16,20,0.25,5,18,1,1,1,1,0,2,96,7.3,13:12,45.7
Curtis Lazar,2015-16,OTT,R,C,76,6,14,20,-1,18,0.26,4,14,1,2,1,4,0,0,78,7.7,13:52,43.8
Alexander Edler,2015-16,VAN,L,D,52,6,14,20,-8,46,0.38,3,11,3,9,0,0,0,0,111,5.4,24:27,--
Paul Martin,2015-16,SJS,L,D,78,3,17,20,+13,22,0.26,2,18,1,2,0,0,0,0,49,6.1,20:44,--
Jaccob Slavin,2015-16,CAR,L,D,63,2,18,20,+1,8,0.32,2,15,0,4,0,1,0,0,84,2.4,20:59,--
Torrey Mitchell,2015-16,MTL,R,C,71,11,8,19,+2,51,0.27,10,16,0,0,1,3,0,3,69,15.9,12:41,51.6
Melker Karlsson,2015-16,SJS,R,C,65,10,9,19,+5,16,0.29,10,19,0,0,0,0,1,1,96,10.4,13:31,47.8
Matt Martin,2015-16,NYI,L,L,80,10,9,19,+2,119,0.24,10,19,0,0,0,0,0,1,86,11.6,10:33,25.0
Reid Boucher,2015-16,NJD,L,C,39,8,11,19,-13,6,0.49,6,13,2,6,0,0,0,4,74,10.8,14:16,33.3
Olli Maatta,2015-16,PIT,L,D,67,6,13,19,+27,22,0.28,6,17,0,1,0,1,0,2,95,6.3,19:58,--
David Schlemko,2015-16,NJD,L,D,67,6,13,19,-22,16,0.28,5,7,1,12,0,0,0,3,104,5.8,18:39,--
Daniel Winnik,2015-16,"TOR,WSH",L,L,76,6,13,19,+4,38,0.25,6,19,0,0,0,0,0,0,101,5.9,13:43,40.0
Ron Hainsey,2015-16,CAR,L,D,81,5,14,19,-13,37,0.23,5,19,0,0,0,0,1,2,131,3.8,22:19,--
John Moore,2015-16,NJD,L,D,73,4,15,19,-12,28,0.26,3,13,1,6,0,0,3,3,106,3.8,19:50,--
Kris Russell,2015-16,"CGY,DAL",L,D,62,4,15,19,-5,10,0.31,2,15,2,4,0,0,1,1,70,5.7,23:05,0.0
Jay Bouwmeester,2015-16,STL,L,D,72,3,16,19,-4,18,0.26,2,17,1,2,0,0,0,0,105,2.9,23:07,--
Nathan Beaulieu,2015-16,MTL,L,D,64,2,17,19,-6,55,0.30,1,16,1,3,0,0,0,0,74,2.7,17:27,--
Dennis Wideman,2015-16,CGY,R,D,51,2,17,19,-9,30,0.37,0,11,2,8,0,0,0,0,75,2.7,20:37,--
Paul Byron,2015-16,MTL,L,L,62,11,7,18,-9,11,0.29,8,13,0,0,3,5,1,2,50,22.0,13:46,60.0
David Jones,2015-16,"CGY,MIN",R,R,75,11,7,18,-7,10,0.24,10,17,1,1,0,0,0,2,84,13.1,12:26,50.0
Vincent Lecavalier,2015-16,"PHI,LAK",L,C,49,10,8,18,0,22,0.37,4,11,6,7,0,0,0,0,67,14.9,13:14,50.8
Jared McCann,2015-16,VAN,L,L,69,9,9,18,-6,32,0.26,8,15,1,3,0,0,0,1,106,8.5,12:31,34.7
Michael Grabner,2015-16,TOR,L,L,80,9,9,18,-4,12,0.23,8,17,0,0,1,1,0,2,116,7.8,14:28,23.1
Mike Santorelli,2015-16,ANA,R,C,70,9,9,18,-4,8,0.26,8,15,1,3,0,0,0,1,81,11.1,10:06,47.5
Zemgus Girgensons,2015-16,BUF,L,L,71,7,11,18,0,20,0.25,6,15,1,2,0,1,1,1,110,6.4,15:02,45.7
Jonathan Marchessault,2015-16,TBL,R,R,45,7,11,18,-10,17,0.40,3,11,4,7,0,0,0,1,81,8.6,12:05,48.1
Tommy Wingels,2015-16,SJS,R,C,68,7,11,18,-10,63,0.26,6,13,1,3,0,2,0,0,111,6.3,13:38,40.9
Matt Bartkowski,2015-16,VAN,L,D,80,6,12,18,-19,50,0.23,6,18,0,0,0,0,0,0,85,7.1,18:37,--
Thomas Hickey,2015-16,NYI,L,D,62,6,12,18,+9,30,0.29,6,18,0,0,0,0,1,2,55,10.9,17:24,--
Kevan Miller,2015-16,BOS,R,D,71,5,13,18,+15,53,0.25,5,17,0,1,0,0,0,0,64,7.8,19:04,--
Micheal Ferland,2015-16,CGY,L,L,71,4,14,18,-15,45,0.25,3,16,1,2,0,0,0,0,122,3.3,12:37,58.3
Chris Tanev,2015-16,VAN,R,D,69,4,14,18,-8,8,0.26,2,14,2,3,0,1,0,0,42,9.5,21:45,--
Justin Schultz,2015-16,"EDM,PIT",R,D,63,4,14,18,-15,16,0.29,2,10,2,8,0,0,0,0,82,4.9,18:27,0.0
Adam Larsson,2015-16,NJD,R,D,82,3,15,18,+15,77,0.22,3,17,0,0,0,1,1,1,65,4.6,22:31,--
Patrick Eaves,2015-16,DAL,R,R,54,11,6,17,-5,27,0.31,6,10,5,7,0,0,0,2,86,12.8,12:58,27.3
Johan Larsson,2015-16,BUF,L,L,74,10,7,17,-4,27,0.23,9,13,1,4,0,0,0,5,95,10.5,14:49,51.1
Matt Nieto,2015-16,SJS,L,L,67,8,9,17,-8,10,0.25,6,14,0,1,2,2,0,1,90,8.9,13:10,25.0
Jay Beagle,2015-16,WSH,R,C,57,8,9,17,0,24,0.30,8,17,0,0,0,0,0,1,74,10.8,14:01,58.1
Sven Andrighetto,2015-16,MTL,L,R,44,7,10,17,+1,6,0.39,6,15,1,2,0,0,0,0,74,9.5,14:07,42.9
Phillip Di Giuseppe,2015-16,CAR,L,L,41,7,10,17,0,18,0.41,7,17,0,0,0,0,1,1,68,10.3,14:16,35.0
Adam Lowry,2015-16,WPG,L,C,74,7,10,17,-9,53,0.23,7,17,0,0,0,0,0,2,73,9.6,14:01,46.3
Connor Murphy,2015-16,ARI,R,D,78,6,11,17,+5,48,0.22,5,14,1,3,0,0,0,1,101,5.9,20:31,--
Shane Prince,2015-16,"OTT,NYI",L,L,62,6,11,17,+5,10,0.27,6,17,0,0,0,0,0,1,88,6.8,11:14,80.0
Matt Stajan,2015-16,CGY,L,C,80,6,11,17,-4,52,0.21,4,14,0,0,2,3,0,0,58,10.3,12:42,47.3
Joseph Blandisi,2015-16,NJD,L,C,41,5,12,17,-14,34,0.41,1,11,4,6,0,0,0,1,43,11.6,15:36,33.3
Kevin Connauton,2015-16,"CBJ,ARI",L,D,65,5,12,17,+7,60,0.26,5,14,0,3,0,0,0,0,109,4.6,16:44,--
Cody Franson,2015-16,BUF,R,D,59,4,13,17,-5,26,0.29,3,10,1,7,0,0,0,1,92,4.4,16:50,--
Alexander Petrovic,2015-16,FLA,R,D,66,2,15,17,+17,90,0.26,2,16,0,0,0,1,0,0,53,3.8,16:57,--
Dan Girardi,2015-16,NYR,R,D,74,2,15,17,+18,20,0.23,2,16,0,0,0,1,0,1,77,2.6,20:19,--
Dmitry Kulikov,2015-16,FLA,L,D,74,1,16,17,+8,51,0.23,1,11,0,6,0,0,0,1,99,1.0,21:02,--
Ryan White,2015-16,PHI,R,C,73,11,5,16,-9,101,0.22,8,13,3,3,0,0,0,0,88,12.5,12:34,52.4
Viktor Arvidsson,2015-16,NSH,R,R,56,8,8,16,-8,35,0.29,7,15,1,1,0,0,0,3,139,5.8,12:24,--
Sam Gagner,2015-16,PHI,R,C,53,8,8,16,+4,25,0.30,6,13,2,3,0,0,0,2,86,9.3,13:52,35.1
Trevor Lewis,2015-16,LAK,R,C,75,8,8,16,-10,20,0.21,7,14,0,1,1,1,0,1,167,4.8,14:34,40.1
Milan Michalek,2015-16,"OTT,TOR",L,L,45,7,9,16,0,18,0.36,4,10,3,6,0,0,0,0,64,10.9,16:07,37.5
Justin Fontaine,2015-16,MIN,R,R,60,5,11,16,+3,20,0.27,5,15,0,0,0,1,0,1,54,9.3,11:51,25.0
Jeff Petry,2015-16,MTL,R,D,51,5,11,16,-6,16,0.31,4,8,1,5,0,3,0,2,98,5.1,21:21,100.0
Derek Dorsett,2015-16,VAN,R,R,71,5,11,16,-13,177,0.23,5,15,0,0,0,1,0,0,91,5.5,12:35,30.0
Brett Pesce,2015-16,CAR,R,D,69,4,12,16,-7,16,0.23,3,11,1,5,0,0,0,1,85,4.7,18:46,0.0
Luke Schenn,2015-16,"PHI,LAK",R,D,72,4,12,16,-2,82,0.22,3,15,1,1,0,0,0,0,76,5.3,17:34,50.0
Marek Zidlicky,2015-16,NYI,R,D,53,4,12,16,+5,20,0.30,4,12,0,4,0,0,0,1,48,8.3,15:35,--
Colin Miller,2015-16,BOS,R,D,42,3,13,16,0,39,0.38,3,11,0,5,0,0,0,0,59,5.1,15:48,--
Tyler Kennedy,2015-16,NJD,R,C,50,3,13,16,-14,14,0.32,2,10,1,6,0,0,0,0,72,4.2,13:26,39.7
Toby Enstrom,2015-16,WPG,L,D,72,2,14,16,+8,44,0.22,2,15,0,1,0,0,0,0,50,4.0,20:51,--
Nate Schmidt,2015-16,WSH,L,D,72,2,14,16,+12,16,0.22,2,16,0,0,0,0,0,1,80,2.5,18:04,--
Calvin de Haan,2015-16,NYI,L,D,72,2,14,16,+3,20,0.22,2,15,0,1,0,0,0,0,102,2.0,20:38,0.0
Roman Polak,2015-16,"TOR,SJS",R,D,79,1,15,16,+6,72,0.20,1,16,0,0,0,0,0,0,91,1.1,19:09,100.0
