Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Adam Pelech,2019-20,NYI,L,D,38,1,8,9,+4,20,0.24,1,7,0,0,0,2,0,0,49,2.0,21:08,--
Josh Manson,2019-20,ANA,R,D,50,1,8,9,-10,37,0.18,1,8,0,0,0,1,0,0,64,1.6,20:38,--
Patrik Nemeth,2019-20,DET,L,D,64,1,8,9,-10,28,0.14,1,8,0,0,0,1,0,1,89,1.1,22:02,--
Jay Bouwmeester,2019-20,STL,L,D,56,1,8,9,+6,20,0.16,1,8,0,0,0,1,0,0,53,1.9,21:34,--
Kris Russell,2019-20,EDM,L,D,55,0,9,9,0,14,0.16,0,8,0,0,0,1,0,0,45,0.0,16:47,--
Jesperi Kotkaniemi,2019-20,MTL,L,C,36,6,2,8,-11,23,0.22,5,6,1,2,0,0,0,0,55,10.9,13:00,42.8
Martin Frk,2019-20,LAK,R,R,17,6,2,8,-1,4,0.47,5,7,1,1,0,0,0,1,26,23.1,13:50,--
Mason Appleton,2019-20,WPG,R,C,46,5,3,8,-9,20,0.17,4,7,0,0,1,1,0,0,55,9.1,11:10,38.5
Matt Martin,2019-20,NYI,L,L,55,5,3,8,-1,40,0.15,5,8,0,0,0,0,0,2,49,10.2,10:25,42.9
Bobby Ryan,2019-20,OTT,R,R,24,5,3,8,+3,22,0.33,5,8,0,0,0,0,0,0,43,11.6,13:31,60.0
Brendan Guhle,2019-20,ANA,L,D,30,4,4,8,-2,10,0.27,4,8,0,0,0,0,0,1,39,10.3,17:04,--
Tyler Motte,2019-20,VAN,L,C,34,4,4,8,-10,10,0.24,4,8,0,0,0,0,0,0,38,10.5,13:07,42.1
Josh Brown,2019-20,FLA,R,D,56,3,5,8,+1,39,0.14,3,8,0,0,0,0,0,1,48,6.3,13:25,--
Kurtis MacDermid,2019-20,LAK,L,D,45,3,5,8,-9,47,0.18,3,7,0,0,0,1,0,0,51,5.9,13:43,--
Brendan Smith,2019-20,NYR,L,D,62,3,5,8,-12,71,0.13,2,6,0,0,1,2,0,0,45,6.7,11:06,100.0
Dennis Cholowski,2019-20,DET,L,D,36,2,6,8,-26,6,0.22,1,3,1,5,0,0,1,1,51,3.9,19:13,--
Jay Beagle,2019-20,VAN,R,C,55,2,6,8,-9,38,0.15,1,6,0,0,1,2,0,1,49,4.1,12:34,59.1
Andrej Sekera,2019-20,DAL,L,D,57,2,6,8,+9,14,0.14,1,7,0,0,1,1,0,0,63,3.2,18:00,--
Rasmus Sandin,2019-20,TOR,L,D,28,1,7,8,-7,10,0.29,1,6,0,2,0,0,0,1,22,4.6,14:19,--
Logan Brown,2019-20,OTT,L,C,23,1,7,8,0,4,0.35,0,5,1,3,0,0,0,1,23,4.4,11:45,41.0
Vladislav Kamenev,2019-20,COL,L,C,38,1,7,8,-2,8,0.21,1,6,0,2,0,0,0,1,32,3.1,8:59,53.3
Trevor van Riemsdyk,2019-20,CAR,R,D,49,1,7,8,-7,10,0.16,1,8,0,0,0,0,0,0,58,1.7,14:52,--
Matt Benning,2019-20,EDM,R,D,43,1,7,8,+8,15,0.19,1,8,0,0,0,0,0,0,38,2.6,13:14,--
Cody Ceci,2019-20,TOR,R,D,56,1,7,8,+7,20,0.14,1,8,0,0,0,0,0,1,48,2.1,20:32,--
Nathan Beaulieu,2019-20,WPG,L,D,38,1,7,8,+15,29,0.21,1,8,0,0,0,0,0,1,38,2.6,17:00,--
Scott Harrington,2019-20,CBJ,L,D,39,1,7,8,-3,16,0.21,1,8,0,0,0,0,0,0,37,2.7,13:57,--
Brian Dumoulin,2019-20,PIT,L,D,28,1,7,8,+17,10,0.29,0,6,0,1,1,1,0,0,35,2.9,21:03,--
Anthony Bitetto,2019-20,WPG,L,D,51,0,8,8,+3,32,0.16,0,7,0,0,0,1,0,0,54,0.0,15:10,--
Nick Jensen,2019-20,WSH,R,D,68,0,8,8,+1,13,0.12,0,7,0,1,0,0,0,0,61,0.0,17:49,--
Dan Hamhuis,2019-20,NSH,L,D,60,0,8,8,+6,35,0.13,0,8,0,0,0,0,0,0,44,0.0,14:31,--
Mark Jankowski,2019-20,CGY,L,C,56,5,2,7,-12,14,0.13,5,7,0,0,0,0,0,0,38,13.2,11:06,44.7
Mathieu Joseph,2019-20,TBL,L,R,37,4,3,7,-2,16,0.19,4,6,0,0,0,1,0,0,35,11.4,11:31,28.6
Joakim Nordstrom,2019-20,BOS,L,C,48,4,3,7,-6,17,0.15,4,7,0,0,0,0,0,0,49,8.2,12:06,14.3
Joel Kellman,2019-20,SJS,L,C,31,3,4,7,-1,4,0.23,3,6,0,0,0,1,0,1,31,9.7,11:35,47.1
Gabriel Vilardi,2019-20,LAK,R,C,10,3,4,7,0,4,0.70,2,5,1,2,0,0,0,0,19,15.8,12:51,53.3
Cal Clutterbuck,2019-20,NYI,R,R,37,3,4,7,+6,22,0.19,2,5,0,0,1,2,0,0,35,8.6,13:25,44.4
Taro Hirose,2019-20,DET,L,L,26,2,5,7,-12,6,0.27,2,2,0,5,0,0,0,0,21,9.5,12:33,0.0
Morgan Frost,2019-20,PHI,L,C,20,2,5,7,-3,4,0.35,1,6,0,0,1,1,0,0,31,6.5,13:41,47.3
Oliver Kylington,2019-20,CGY,L,D,48,2,5,7,-6,16,0.15,2,7,0,0,0,0,0,0,37,5.4,13:42,--
Jansen Harkins,2019-20,WPG,L,C,29,2,5,7,-2,5,0.24,2,7,0,0,0,0,0,0,29,6.9,10:37,0.0
Mirco Mueller,2019-20,NJD,L,D,50,2,5,7,-13,23,0.14,2,6,0,1,0,0,0,0,29,6.9,17:39,--
Jon Merrill,2019-20,VGK,L,D,49,2,5,7,+9,32,0.14,2,6,0,0,0,1,0,0,37,5.4,18:09,--
Michael Stone,2019-20,CGY,R,D,33,2,5,7,-5,16,0.21,2,7,0,0,0,0,0,0,57,3.5,16:19,--
Carl Gunnarsson,2019-20,STL,L,D,36,2,5,7,+8,16,0.19,2,6,0,0,0,1,0,0,31,6.5,15:47,--
Antti Suomela,2019-20,SJS,L,C,20,1,6,7,+4,4,0.35,1,7,0,0,0,0,0,0,18,5.6,9:41,54.8
Juuso Riikola,2019-20,PIT,L,D,36,1,6,7,+3,6,0.19,1,5,0,2,0,0,0,0,38,2.6,13:53,--
Noah Dobson,2019-20,NYI,R,D,34,1,6,7,-1,8,0.21,1,6,0,1,0,0,0,0,37,2.7,13:17,--
Jan Rutta,2019-20,TBL,R,D,33,1,6,7,+6,14,0.21,1,7,0,0,0,0,0,0,43,2.3,15:33,--
Jordie Benn,2019-20,VAN,L,D,44,1,6,7,-7,17,0.16,1,7,0,0,0,0,0,1,58,1.7,16:17,--
Zach Bogosian,2019-20,"BUF,TBL",R,D,27,1,6,7,0,22,0.26,1,6,0,0,0,1,0,0,29,3.5,16:38,--
Brett Kulak,2019-20,MTL,L,D,56,0,7,7,-1,12,0.13,0,7,0,0,0,0,0,0,101,0.0,17:08,--
Trevor Daley,2019-20,DET,L,D,43,0,7,7,-22,20,0.16,0,5,0,2,0,0,0,0,37,0.0,15:39,--
Zack MacEwen,2019-20,VAN,R,R,17,5,1,6,+6,20,0.35,5,6,0,0,0,0,0,0,17,29.4,9:37,50.0
Tim Schaller,2019-20,"VAN,LAK",L,L,53,5,1,6,-14,14,0.11,4,5,0,0,1,1,0,0,49,10.2,11:34,38.9
Joey Anderson,2019-20,NJD,R,R,18,4,2,6,+1,2,0.33,4,6,0,0,0,0,0,0,21,19.1,13:13,50.0
Nicholas Shore,2019-20,"TOR,WPG",R,C,63,3,3,6,+1,20,0.10,3,6,0,0,0,0,0,0,45,6.7,9:11,55.3
Tom Kuhnhackl,2019-20,NYI,L,R,28,3,3,6,-4,2,0.21,3,5,0,0,0,1,0,1,28,10.7,11:18,--
Justin Dowling,2019-20,DAL,L,C,29,3,3,6,-3,8,0.21,3,6,0,0,0,0,0,1,29,10.3,10:57,43.8
Par Lindholm,2019-20,BOS,L,C,40,3,3,6,+6,4,0.15,3,6,0,0,0,0,0,1,35,8.6,11:15,45.8
Filip Chlapik,2019-20,OTT,L,C,31,3,3,6,-7,10,0.19,3,6,0,0,0,0,0,1,27,11.1,8:46,38.7
Mitchell Stephens,2019-20,TBL,R,C,38,3,3,6,-9,10,0.16,3,6,0,0,0,0,0,0,43,7.0,10:47,52.5
Yakov Trenin,2019-20,NSH,L,C,21,2,4,6,+1,9,0.29,2,6,0,0,0,0,0,0,25,8.0,9:44,75.0
Matthew Highmore,2019-20,CHI,L,C,36,2,4,6,-1,6,0.17,2,6,0,0,0,0,0,0,35,5.7,9:49,25.0
Chad Ruhwedel,2019-20,PIT,R,D,41,2,4,6,+4,12,0.15,2,6,0,0,0,0,0,0,44,4.6,14:46,--
Scott Sabourin,2019-20,OTT,R,R,35,2,4,6,-6,33,0.17,2,6,0,0,0,0,0,0,29,6.9,7:01,0.0
Brett Ritchie,2019-20,BOS,R,R,27,2,4,6,-3,21,0.22,2,5,0,1,0,0,0,1,34,5.9,10:24,40.0
Gabriel Bourque,2019-20,WPG,L,L,52,2,4,6,-1,7,0.12,2,6,0,0,0,0,0,0,33,6.1,8:36,40.0
Robert Bortuzzo,2019-20,STL,R,D,42,2,4,6,+12,21,0.14,2,6,0,0,0,0,0,1,36,5.6,13:07,--
Karson Kuhlman,2019-20,BOS,R,C,25,1,5,6,+3,13,0.24,0,5,1,1,0,0,0,0,45,2.2,12:32,25.0
Oscar Fantenberg,2019-20,VAN,L,D,36,1,5,6,-10,6,0.17,1,5,0,1,0,0,0,0,45,2.2,15:55,--
Connor Carrick,2019-20,NJD,R,D,29,1,5,6,-6,17,0.21,1,6,0,0,0,0,0,1,25,4.0,14:25,--
Adam Larsson,2019-20,EDM,R,D,49,1,5,6,0,35,0.12,1,6,0,0,0,0,0,0,61,1.6,19:50,--
Calvin de Haan,2019-20,CHI,L,D,29,1,5,6,+10,10,0.21,1,6,0,0,0,0,0,0,42,2.4,19:55,--
David Backes,2019-20,"BOS,ANA",R,R,22,1,5,6,-1,22,0.27,0,5,1,1,0,0,0,1,34,2.9,9:24,38.0
Deryk Engelland,2019-20,VGK,R,D,49,1,5,6,+6,37,0.12,1,5,0,0,0,1,0,1,59,1.7,17:33,--
Noah Gregor,2019-20,SJS,L,C,28,3,2,5,-5,8,0.18,2,3,1,2,0,0,0,0,33,9.1,10:04,31.6
Logan Shaw,2019-20,WPG,R,R,35,3,2,5,0,0,0.14,3,4,0,1,0,0,0,0,20,15.0,6:49,55.0
Zac Rinaldo,2019-20,CGY,L,C,19,3,2,5,-1,34,0.26,3,5,0,0,0,0,0,2,19,15.8,8:16,--
Jakob Lilja,2019-20,CBJ,L,L,37,2,3,5,+5,2,0.14,2,5,0,0,0,0,0,0,23,8.7,9:54,50.0
Adam Erne,2019-20,DET,L,L,56,2,3,5,-24,28,0.09,2,5,0,0,0,0,0,0,63,3.2,11:49,60.6
Joseph Blandisi,2019-20,PIT,L,C,21,2,3,5,-3,10,0.24,2,5,0,0,0,0,0,1,12,16.7,8:12,40.7
Stephen Johns,2019-20,DAL,R,D,17,2,3,5,0,10,0.29,2,5,0,0,0,0,0,0,30,6.7,17:40,--
Bryan Little,2019-20,WPG,R,C,7,2,3,5,+4,2,0.71,2,5,0,0,0,0,1,1,13,15.4,16:09,45.3
Ville Heinola,2019-20,WPG,L,D,8,1,4,5,+3,4,0.63,1,4,0,1,0,0,0,0,10,10.0,18:04,--
Matt Luff,2019-20,LAK,R,R,18,1,4,5,-5,2,0.28,1,5,0,0,0,0,0,0,25,4.0,10:22,0.0
Dean Kukan,2019-20,CBJ,L,D,33,1,4,5,-9,12,0.15,0,4,1,1,0,0,0,0,51,2.0,15:58,--
Joakim Ryan,2019-20,LAK,L,D,35,1,4,5,-10,10,0.14,1,5,0,0,0,0,0,0,54,1.9,19:09,--
Micheal Ferland,2019-20,VAN,L,L,14,1,4,5,-3,7,0.36,1,5,0,0,0,0,0,0,15,6.7,9:48,100.0
Tim Heed,2019-20,SJS,R,D,38,1,4,5,-10,2,0.13,1,4,0,1,0,0,0,0,44,2.3,13:00,0.0
Jarred Tinordi,2019-20,NSH,L,D,28,1,4,5,-1,34,0.18,1,4,0,0,0,1,0,0,20,5.0,16:37,--
Dale Weise,2019-20,MTL,R,R,23,1,4,5,+1,16,0.22,1,5,0,0,0,0,0,0,15,6.7,9:16,--
Niklas Hjalmarsson,2019-20,ARI,L,D,27,1,4,5,-2,14,0.19,1,4,0,0,0,1,0,0,18,5.6,18:46,--
Patrick Russell,2019-20,EDM,R,R,45,0,5,5,-11,12,0.11,0,5,0,0,0,0,0,0,58,0.0,11:22,50.0
Riley Stillman,2019-20,FLA,L,D,34,0,5,5,-3,14,0.15,0,5,0,0,0,0,0,0,39,0.0,19:07,--
Libor Hajek,2019-20,NYR,L,D,28,0,5,5,-4,12,0.18,0,5,0,0,0,0,0,0,23,0.0,15:59,--
Sami Niku,2019-20,WPG,L,D,17,0,5,5,-2,12,0.29,0,5,0,0,0,0,0,0,27,0.0,16:10,--
Jesper Boqvist,2019-20,NJD,L,C,35,4,0,4,-11,8,0.11,3,3,1,1,0,0,0,0,41,9.8,10:57,31.3
Morgan Geekie,2019-20,CAR,R,C,2,3,1,4,+3,2,2.00,3,4,0,0,0,0,0,0,4,75.0,11:47,54.6
Ross Johnston,2019-20,NYI,L,L,32,3,1,4,+1,78,0.13,3,4,0,0,0,0,0,0,16,18.8,7:59,100.0
John Hayden,2019-20,NJD,R,C,43,3,1,4,-2,77,0.09,3,4,0,0,0,0,0,1,39,7.7,9:43,21.1
Markus Granlund,2019-20,EDM,L,C,34,3,1,4,-1,14,0.12,3,4,0,0,0,0,0,1,26,11.5,10:50,43.9
Brent Seabrook,2019-20,CHI,R,D,32,3,1,4,+1,8,0.13,2,3,1,1,0,0,0,1,40,7.5,18:09,--
Aleksi Saarela,2019-20,FLA,L,C,9,2,2,4,+2,0,0.44,2,3,0,1,0,0,0,0,15,13.3,12:15,35.3
Christoffer Ehn,2019-20,DET,L,C,54,2,2,4,-21,2,0.07,2,4,0,0,0,0,0,0,36,5.6,10:25,42.5
Mikkel Boedker,2019-20,OTT,L,L,20,2,2,4,-1,0,0.20,1,3,0,0,1,1,0,0,29,6.9,9:43,25.0
Barrett Hayton,2019-20,ARI,L,C,20,1,3,4,+2,14,0.20,1,4,0,0,0,0,0,1,27,3.7,11:09,37.7
Josh Mahura,2019-20,ANA,L,D,11,1,3,4,-3,2,0.36,1,4,0,0,0,0,0,0,11,9.1,16:14,--
Brendan Perlini,2019-20,"CHI,DET",L,L,40,1,3,4,-18,10,0.10,1,4,0,0,0,0,0,0,48,2.1,10:42,--
Dakota Mermis,2019-20,NJD,L,D,10,1,3,4,+7,4,0.40,1,4,0,0,0,0,0,0,17,5.9,19:13,--
Valentin Zykov,2019-20,VGK,R,L,15,1,3,4,-2,6,0.27,0,3,1,1,0,0,0,0,19,5.3,12:13,0.0
Josh Anderson,2019-20,CBJ,R,R,26,1,3,4,-8,17,0.15,1,4,0,0,0,0,0,0,63,1.6,16:04,36.8
Phillip Di Giuseppe,2019-20,NYR,L,L,20,1,3,4,+1,2,0.20,1,4,0,0,0,0,0,0,35,2.9,11:17,0.0
Martin Marincin,2019-20,TOR,L,D,26,1,3,4,-1,14,0.15,1,4,0,0,0,0,0,1,28,3.6,15:12,--
Cameron Gaunce,2019-20,TBL,L,D,3,1,3,4,+2,4,1.33,1,4,0,0,0,0,0,0,5,20.0,11:52,--
Korbinian Holzer,2019-20,"ANA,NSH",R,D,49,1,3,4,-2,37,0.08,1,3,0,0,0,1,0,0,39,2.6,16:02,--
Braydon Coburn,2019-20,TBL,L,D,40,1,3,4,+5,16,0.10,1,4,0,0,0,0,0,0,44,2.3,14:03,--
Ilya Lyubushkin,2019-20,ARI,R,D,51,0,4,4,+4,18,0.08,0,4,0,0,0,0,0,0,41,0.0,14:11,--
Isac Lundestrom,2019-20,ANA,L,C,15,0,4,4,-2,0,0.27,0,3,0,1,0,0,0,0,10,0.0,13:55,46.8
Alexander True,2019-20,SJS,L,C,12,0,4,4,+1,2,0.33,0,4,0,0,0,0,0,0,12,0.0,10:00,46.4
Erik Brannstrom,2019-20,OTT,L,D,31,0,4,4,-9,16,0.13,0,3,0,1,0,0,0,0,38,0.0,14:51,--
Carl Grundstrom,2019-20,LAK,L,R,13,0,4,4,+2,8,0.31,0,4,0,0,0,0,0,0,16,0.0,12:46,--
Dryden Hunt,2019-20,FLA,L,L,21,0,4,4,0,24,0.19,0,4,0,0,0,0,0,0,33,0.0,10:30,--
Danny DeKeyser,2019-20,DET,L,D,8,0,4,4,0,4,0.50,0,4,0,0,0,0,0,0,12,0.0,22:04,--
Colin Wilson,2019-20,COL,L,C,9,0,4,4,+6,0,0.44,0,4,0,0,0,0,0,0,12,0.0,12:38,42.9
Roman Polak,2019-20,DAL,R,D,41,0,4,4,-6,24,0.10,0,4,0,0,0,0,0,0,34,0.0,16:40,--
Martin Kaut,2019-20,COL,R,R,9,2,1,3,-1,2,0.33,1,2,1,1,0,0,0,0,13,15.4,10:08,100.0
Givani Smith,2019-20,DET,L,R,21,2,1,3,-2,9,0.14,2,3,0,0,0,0,0,0,22,9.1,9:41,--
Kieffer Bellows,2019-20,NYI,L,L,8,2,1,3,+3,2,0.38,2,3,0,0,0,0,0,1,11,18.2,10:39,--
Austin Czarnik,2019-20,CGY,R,C,8,2,1,3,+1,0,0.38,1,2,1,1,0,0,0,0,9,22.2,10:11,33.3
Jake Evans,2019-20,MTL,R,C,13,2,1,3,+1,0,0.23,2,3,0,0,0,0,0,0,14,14.3,10:21,51.8
Stefan Matteau,2019-20,CBJ,L,C,9,2,1,3,0,5,0.33,2,3,0,0,0,0,0,0,18,11.1,12:22,--
John Moore,2019-20,BOS,L,D,24,2,1,3,-2,11,0.13,2,3,0,0,0,0,0,0,33,6.1,16:33,--
Andrew Peeke,2019-20,CBJ,R,D,22,1,2,3,+1,4,0.14,1,3,0,0,0,0,0,0,23,4.4,13:51,--
Rasmus Asplund,2019-20,BUF,L,C,29,1,2,3,-4,6,0.10,1,2,0,0,0,1,0,0,36,2.8,10:50,43.0
Rudolfs Balcers,2019-20,OTT,L,L,15,1,2,3,-2,0,0.20,1,3,0,0,0,0,0,1,23,4.4,12:08,0.0
Mikhail Vorobyev,2019-20,PHI,L,C,20,1,2,3,-5,6,0.15,1,3,0,0,0,0,0,0,15,6.7,10:26,55.7
Dennis Gilbert,2019-20,CHI,L,D,21,1,2,3,-8,38,0.14,1,3,0,0,0,0,0,0,12,8.3,15:42,--
Dylan Sikura,2019-20,CHI,L,R,9,1,2,3,+1,0,0.33,1,3,0,0,0,0,0,0,10,10.0,9:54,0.0
Christian Djoos,2019-20,"WSH,ANA",L,D,11,1,2,3,+3,0,0.27,1,2,0,1,0,0,0,0,13,7.7,19:06,--
Andrew Agozzino,2019-20,"PIT,ANA",L,L,22,1,2,3,+3,4,0.14,1,3,0,0,0,0,0,0,10,10.0,7:21,50.7
Luke Witkowski,2019-20,TBL,R,D,12,1,2,3,-4,13,0.25,1,3,0,0,0,0,0,0,10,10.0,8:48,--
Luke Schenn,2019-20,TBL,R,D,25,1,2,3,-8,23,0.12,1,3,0,0,0,0,0,0,31,3.2,12:27,--
Yannick Weber,2019-20,NSH,R,D,41,1,2,3,-1,14,0.07,1,3,0,0,0,0,0,1,45,2.2,14:01,--
Vladimir Sobotka,2019-20,BUF,L,C,16,1,2,3,+2,4,0.19,1,3,0,0,0,0,0,0,23,4.4,14:16,55.7
Calle Rosen,2019-20,"COL,TOR",L,D,12,0,3,3,0,4,0.25,0,3,0,0,0,0,0,0,14,0.0,13:35,--
Julien Gauthier,2019-20,"CAR,NYR",R,R,17,0,3,3,+1,8,0.18,0,3,0,0,0,0,0,0,10,0.0,8:17,33.3
Adam Brooks,2019-20,TOR,L,C,7,0,3,3,+1,0,0.43,0,3,0,0,0,0,0,0,2,0.0,7:51,50.0
Christian Jaros,2019-20,OTT,R,D,13,0,3,3,-2,6,0.23,0,2,0,0,0,1,0,0,5,0.0,10:31,--
Andreas Englund,2019-20,OTT,L,D,24,0,3,3,-8,12,0.13,0,3,0,0,0,0,0,0,10,0.0,10:54,--
Nic Petan,2019-20,TOR,L,C,16,0,3,3,-4,4,0.19,0,3,0,0,0,0,0,0,19,0.0,11:07,25.0
Matt Tennyson,2019-20,NJD,R,D,20,0,3,3,-2,6,0.15,0,3,0,0,0,0,0,0,14,0.0,12:09,--
Matt Irwin,2019-20,"NSH,ANA",L,D,36,0,3,3,-15,15,0.08,0,3,0,0,0,0,0,0,58,0.0,14:28,--
Greg Pateryn,2019-20,MIN,R,D,20,0,3,3,+1,6,0.15,0,3,0,0,0,0,0,0,22,0.0,15:28,--
Alex Biega,2019-20,DET,R,D,49,0,3,3,-9,24,0.06,0,3,0,0,0,0,0,0,55,0.0,16:25,--
Justin Abdelkader,2019-20,DET,L,L,49,0,3,3,-14,25,0.06,0,3,0,0,0,0,0,0,40,0.0,11:32,55.1
Gerry Mayhew,2019-20,MIN,R,C,13,2,0,2,+4,2,0.15,2,2,0,0,0,0,0,0,16,12.5,11:33,50.0
Connor Clifton,2019-20,BOS,R,D,31,2,0,2,+4,12,0.06,2,2,0,0,0,0,0,0,20,10.0,14:25,--
Tyler Graovac,2019-20,VAN,L,C,8,2,0,2,-2,2,0.25,0,0,2,2,0,0,0,0,5,40.0,6:16,36.4
Logan O'Connor,2019-20,COL,R,R,16,2,0,2,0,2,0.13,2,2,0,0,0,0,0,1,15,13.3,8:26,0.0
Adam Johnson,2019-20,PIT,L,C,7,1,1,2,-1,2,0.29,1,2,0,0,0,0,0,0,5,20.0,6:42,--
Ryan Poehling,2019-20,MTL,L,C,27,1,1,2,-4,4,0.07,1,2,0,0,0,0,0,0,26,3.9,10:20,20.0
Connor Bunnaman,2019-20,PHI,L,C,21,1,1,2,+7,2,0.10,1,2,0,0,0,0,0,0,18,5.6,9:17,37.5
Nick Caamano,2019-20,DAL,L,R,12,1,1,2,+2,4,0.17,1,2,0,0,0,0,0,0,13,7.7,9:58,50.0
Jeremy Lauzon,2019-20,BOS,L,D,19,1,1,2,+5,29,0.11,1,2,0,0,0,0,0,0,20,5.0,15:25,--
Daniel Sprong,2019-20,ANA,R,R,8,1,1,2,-2,0,0.25,0,1,1,1,0,0,0,0,17,5.9,14:06,--
Nick Merkley,2019-20,NJD,R,R,4,1,1,2,0,2,0.50,1,2,0,0,0,0,0,0,8,12.5,11:22,--
Cole Bardreau,2019-20,NYI,R,C,10,1,1,2,-2,6,0.20,1,2,0,0,0,0,0,1,10,10.0,8:52,42.0
Christian Folin,2019-20,MTL,R,D,16,1,1,2,-1,13,0.13,1,2,0,0,0,0,0,0,13,7.7,14:26,--
Nathan Walker,2019-20,STL,L,L,5,1,1,2,-2,4,0.40,1,2,0,0,0,0,0,0,6,16.7,11:08,100.0
Charles Hudon,2019-20,MTL,L,L,15,1,1,2,-9,0,0.13,1,2,0,0,0,0,0,1,22,4.6,11:32,25.0
Fredrik Claesson,2019-20,NJD,L,D,5,1,1,2,+1,0,0.40,1,2,0,0,0,0,0,0,1,100.0,14:29,--
Scott Wilson,2019-20,BUF,L,C,6,1,1,2,+1,2,0.33,1,2,0,0,0,0,0,0,8,12.5,11:38,--
Sam Carrick,2019-20,ANA,R,C,9,1,1,2,-3,0,0.22,0,1,0,0,1,1,0,0,16,6.3,13:46,45.8
Nick Bjugstad,2019-20,PIT,R,C,13,1,1,2,+3,8,0.15,1,2,0,0,0,0,0,0,18,5.6,12:14,39.6
Cody Goloubef,2019-20,"OTT,DET",R,D,26,1,1,2,-3,8,0.08,1,2,0,0,0,0,0,0,18,5.6,15:11,--
Nico Sturm,2019-20,MIN,L,C,6,0,2,2,+2,0,0.33,0,2,0,0,0,0,0,0,2,0.0,11:54,53.1
Joel Persson,2019-20,EDM,R,D,13,0,2,2,-1,2,0.15,0,2,0,0,0,0,0,0,17,0.0,15:19,--
Michael McLeod,2019-20,NJD,R,C,12,0,2,2,+4,4,0.17,0,2,0,0,0,0,0,0,11,0.0,10:14,50.0
Zach Senyshyn,2019-20,BOS,R,R,4,0,2,2,+1,0,0.50,0,2,0,0,0,0,0,0,1,0.0,8:26,100.0
Joe Hicketts,2019-20,DET,L,D,6,0,2,2,-5,2,0.33,0,2,0,0,0,0,0,0,6,0.0,18:17,--
Jake Middleton,2019-20,SJS,L,D,10,0,2,2,-2,9,0.20,0,2,0,0,0,0,0,0,9,0.0,10:46,--
Joel Hanley,2019-20,DAL,L,D,8,0,2,2,0,6,0.25,0,2,0,0,0,0,0,0,4,0.0,11:21,--
Sven Baertschi,2019-20,VAN,L,L,6,0,2,2,-2,4,0.33,0,0,0,2,0,0,0,0,7,0.0,11:49,--
Xavier Ouellet,2019-20,MTL,L,D,12,0,2,2,0,4,0.17,0,2,0,0,0,0,0,0,8,0.0,13:54,--
Tomas Jurco,2019-20,EDM,L,R,12,0,2,2,+1,4,0.17,0,2,0,0,0,0,0,0,7,0.0,9:59,50.0
Matthew Peca,2019-20,"MTL,OTT",L,C,14,0,2,2,-4,0,0.14,0,2,0,0,0,0,0,0,7,0.0,10:27,54.4
Brandon Pirri,2019-20,VGK,L,C,16,0,2,2,-4,8,0.13,0,2,0,0,0,0,0,0,24,0.0,12:34,66.7
Mark Barberio,2019-20,COL,L,D,21,0,2,2,+3,16,0.10,0,2,0,0,0,0,0,0,29,0.0,14:06,--
Steven Kampfer,2019-20,BOS,R,D,10,0,2,2,+2,2,0.20,0,0,0,2,0,0,0,0,13,0.0,13:38,--
Joel Kiviranta,2019-20,DAL,L,L,11,1,0,1,-1,4,0.09,1,1,0,0,0,0,0,0,13,7.7,10:39,--
David Gustafsson,2019-20,WPG,L,C,22,1,0,1,-2,0,0.05,1,1,0,0,0,0,0,1,4,25.0,6:09,54.0
Joel L'Esperance,2019-20,DAL,R,R,3,1,0,1,0,2,0.33,1,1,0,0,0,0,0,0,2,50.0,7:21,0.0
Klim Kostin,2019-20,STL,L,C,4,1,0,1,+1,0,0.25,1,1,0,0,0,0,0,0,5,20.0,8:32,--
Mikey Anderson,2019-20,LAK,L,D,6,1,0,1,+4,0,0.17,1,1,0,0,0,0,0,1,9,11.1,18:09,--
Cale Fleury,2019-20,MTL,R,D,41,1,0,1,-4,6,0.02,1,1,0,0,0,0,0,0,45,2.2,14:21,--
Egor Korshkov,2019-20,TOR,L,R,1,1,0,1,+1,0,1.00,1,1,0,0,0,0,0,0,1,100.0,10:08,--
Vitaly Abramov,2019-20,OTT,L,L,2,1,0,1,0,2,0.50,1,1,0,0,0,0,0,0,3,33.3,5:47,--
Carsen Twarynski,2019-20,PHI,L,L,15,1,0,1,-2,4,0.07,1,1,0,0,0,0,0,0,14,7.1,10:41,0.0
Lukas Vejdemo,2019-20,MTL,L,C,7,1,0,1,0,0,0.14,1,1,0,0,0,0,0,0,7,14.3,8:01,20.0
Kyle Capobianco,2019-20,ARI,L,D,9,1,0,1,-1,2,0.11,1,1,0,0,0,0,0,0,10,10.0,14:46,--
David Kase,2019-20,PHI,L,R,6,1,0,1,+1,0,0.17,1,1,0,0,0,0,0,1,5,20.0,9:47,100.0
Anthony Angello,2019-20,PIT,R,C,8,1,0,1,-1,4,0.13,1,1,0,0,0,0,0,0,5,20.0,5:43,0.0
Maxim Letunov,2019-20,SJS,L,C,3,1,0,1,0,0,0.33,1,1,0,0,0,0,0,0,3,33.3,9:05,50.0
Daniel Carr,2019-20,NSH,L,L,11,1,0,1,-5,4,0.09,1,1,0,0,0,0,0,0,14,7.1,10:20,0.0
