Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Ethan Bear,2019-20,EDM,R,D,71,5,16,21,-4,33,0.30,4,19,1,2,0,0,0,1,99,5.1,21:58,--
Corey Perry,2019-20,DAL,R,R,57,5,16,21,-2,70,0.37,4,14,1,7,0,0,0,0,77,6.5,13:43,40.0
Will Butcher,2019-20,NJD,L,D,56,4,17,21,-8,6,0.38,4,20,0,1,0,0,0,1,62,6.5,17:55,--
Matt Grzelcyk,2019-20,BOS,L,D,68,4,17,21,+15,34,0.31,3,13,1,7,0,1,0,1,112,3.6,18:04,--
Mikko Koivu,2019-20,MIN,L,C,55,4,17,21,+2,28,0.38,3,13,1,7,0,1,0,0,74,5.4,15:34,53.1
Nick Leddy,2019-20,NYI,L,D,60,3,18,21,-1,14,0.35,2,17,1,4,0,0,0,0,72,4.2,21:07,--
Artem Anisimov,2019-20,OTT,L,C,49,15,5,20,-15,8,0.41,10,14,5,6,0,0,1,1,87,17.2,13:51,50.0
Radek Faksa,2019-20,DAL,L,C,66,11,9,20,-6,42,0.30,8,17,3,3,0,0,0,3,109,10.1,15:53,49.9
Emil Bemstrom,2019-20,CBJ,R,R,56,10,10,20,-10,8,0.36,5,12,5,8,0,0,1,4,97,10.3,12:16,30.8
Ryan Hartman,2019-20,MIN,R,R,69,9,11,20,+4,69,0.29,8,19,1,1,0,0,0,1,114,7.9,12:15,54.6
Nicholas Paul,2019-20,OTT,L,L,56,9,11,20,0,24,0.36,9,19,0,1,0,0,0,2,103,8.7,14:27,51.2
Jimmy Vesey,2019-20,BUF,L,L,64,9,11,20,+12,15,0.31,8,18,0,1,1,1,0,2,93,9.7,13:48,0.0
Michael Raffl,2019-20,PHI,L,L,58,8,12,20,-2,14,0.34,7,18,0,1,1,1,0,2,66,12.1,12:22,50.3
Mike Matheson,2019-20,FLA,L,D,59,8,12,20,-1,14,0.34,7,18,1,2,0,0,0,1,104,7.7,18:02,--
Tyler Pitlick,2019-20,PHI,R,C,63,8,12,20,+11,12,0.32,8,20,0,0,0,0,0,1,76,10.5,12:03,27.8
Milan Lucic,2019-20,CGY,L,L,68,8,12,20,-6,54,0.29,3,12,5,8,0,0,0,1,83,9.6,13:20,43.5
Joel Edmundson,2019-20,CAR,L,D,68,7,13,20,+7,72,0.29,7,20,0,0,0,0,0,0,97,7.2,18:27,--
Chris Tanev,2019-20,VAN,R,D,69,2,18,20,+4,41,0.29,2,18,0,1,0,1,1,1,45,4.4,19:32,--
Zemgus Girgensons,2019-20,BUF,L,L,69,12,7,19,-1,10,0.28,11,18,0,0,1,1,0,1,85,14.1,13:48,41.1
Brett Howden,2019-20,NYR,L,C,70,9,10,19,-11,28,0.27,8,15,1,2,0,2,0,2,64,14.1,13:09,48.2
Anders Bjork,2019-20,BOS,L,L,58,9,10,19,+5,10,0.33,8,18,1,1,0,0,0,0,66,13.6,12:56,33.3
Kyle Okposo,2019-20,BUF,R,R,52,9,10,19,-3,28,0.37,8,18,1,1,0,0,0,2,82,11.0,12:51,53.5
Carter Rowney,2019-20,ANA,R,C,71,8,11,19,+5,14,0.27,6,15,0,0,2,4,0,1,63,12.7,12:49,45.6
Brad Hunt,2019-20,MIN,L,D,59,8,11,19,-7,6,0.32,5,9,3,10,0,0,0,0,106,7.6,15:08,--
William Carrier,2019-20,VGK,L,L,71,7,12,19,0,39,0.27,7,19,0,0,0,0,0,1,99,7.1,9:52,64.3
Josh Leivo,2019-20,VAN,R,L,36,7,12,19,0,4,0.53,7,14,0,5,0,0,0,0,69,10.1,15:01,58.8
Connor Murphy,2019-20,CHI,R,D,58,5,14,19,+2,27,0.33,5,18,0,0,0,1,0,0,117,4.3,21:15,--
Anton Stralman,2019-20,FLA,R,D,69,5,14,19,-6,14,0.28,5,18,0,0,0,1,0,3,89,5.6,21:04,--
Brandon Carlo,2019-20,BOS,R,D,67,4,15,19,+16,33,0.28,4,19,0,0,0,0,0,0,111,3.6,20:29,--
TJ Brodie,2019-20,CGY,L,D,64,4,15,19,+7,36,0.30,4,18,0,1,0,0,1,1,65,6.2,20:27,--
Justin Braun,2019-20,PHI,R,D,62,3,16,19,-2,18,0.31,3,18,0,1,0,0,0,0,70,4.3,17:16,--
Oskar Lindblom,2019-20,PHI,L,L,30,11,7,18,+4,4,0.60,8,14,3,4,0,0,0,0,72,15.3,17:37,40.6
Mark Pysyk,2019-20,FLA,R,D,58,9,9,18,+4,20,0.31,9,18,0,0,0,0,0,1,64,14.1,12:45,50.0
MacKenzie Weegar,2019-20,FLA,R,D,45,7,11,18,+6,33,0.40,7,18,0,0,0,0,0,1,77,9.1,20:07,--
Cedric Paquette,2019-20,TBL,L,C,61,7,11,18,-1,42,0.30,6,16,0,0,1,2,0,0,78,9.0,13:03,50.9
Marcus Sorensen,2019-20,SJS,L,L,66,7,11,18,-12,26,0.27,6,17,0,0,1,1,0,0,78,9.0,13:51,15.0
Mark Borowiecki,2019-20,OTT,L,D,53,7,11,18,+1,58,0.34,6,17,0,0,1,1,0,0,63,11.1,17:56,--
P.K. Subban,2019-20,NJD,R,D,68,7,11,18,-21,79,0.26,5,12,2,6,0,0,0,3,151,4.6,22:07,--
Brendan Lemieux,2019-20,NYR,L,L,59,6,12,18,-14,111,0.31,3,11,2,5,1,2,0,0,86,7.0,12:52,36.7
Johan Larsson,2019-20,BUF,L,L,62,6,12,18,+8,26,0.29,6,18,0,0,0,0,0,0,60,10.0,14:54,48.2
Vladislav Gavrikov,2019-20,CBJ,L,D,69,5,13,18,+1,18,0.26,5,18,0,0,0,0,0,1,81,6.2,18:59,--
Brandon Montour,2019-20,BUF,R,D,54,5,13,18,+13,28,0.33,5,16,0,2,0,0,0,0,86,5.8,19:30,--
Matt Roy,2019-20,LAK,R,D,70,4,14,18,+16,10,0.26,4,17,0,1,0,0,0,0,112,3.6,18:07,--
Brett Pesce,2019-20,CAR,R,D,61,4,14,18,+7,27,0.30,4,16,0,0,0,2,0,0,104,3.9,21:53,--
Michal Kempny,2019-20,WSH,L,D,58,3,15,18,+19,22,0.31,3,18,0,0,0,0,0,0,73,4.1,18:38,--
Justin Holl,2019-20,TOR,R,D,68,2,16,18,+13,43,0.26,2,18,0,0,0,0,0,0,89,2.3,18:31,--
Alex Tuch,2019-20,VGK,R,R,42,8,9,17,-10,8,0.40,5,10,3,7,0,0,0,2,98,8.2,14:37,28.6
Brandon Sutter,2019-20,VAN,R,C,44,8,9,17,+1,25,0.39,7,14,1,3,0,0,0,0,76,10.5,14:51,48.9
Brock McGinn,2019-20,CAR,L,L,68,7,10,17,-4,17,0.25,5,15,0,0,2,2,0,1,93,7.5,13:12,38.5
Kyle Clifford,2019-20,"LAK,TOR",L,L,69,7,10,17,-7,68,0.25,7,17,0,0,0,0,0,0,110,6.4,11:11,60.0
Alexander Steen,2019-20,STL,L,L,55,7,10,17,+7,12,0.31,7,16,0,1,0,0,0,0,71,9.9,14:02,53.3
Troy Stecher,2019-20,VAN,R,D,69,5,12,17,+10,32,0.25,5,17,0,0,0,0,0,0,86,5.8,15:21,--
Olli Maatta,2019-20,CHI,L,D,65,4,13,17,0,20,0.26,4,15,0,0,0,2,0,0,80,5.0,18:25,--
Madison Bowey,2019-20,DET,R,D,53,3,14,17,-16,34,0.32,3,16,0,1,0,0,0,0,70,4.3,17:54,--
Garnet Hathaway,2019-20,WSH,R,R,66,9,7,16,+6,79,0.24,9,15,0,0,0,1,0,1,80,11.3,10:47,31.0
Darren Helm,2019-20,DET,L,C,68,9,7,16,-6,37,0.24,8,14,0,0,1,2,0,0,102,8.8,13:44,53.6
David Kampf,2019-20,CHI,L,C,70,8,8,16,-11,8,0.23,7,15,0,0,1,1,0,2,90,8.9,13:40,52.3
Blake Comeau,2019-20,DAL,R,L,55,8,8,16,-6,36,0.29,7,14,0,0,1,2,0,2,74,10.8,14:56,43.8
Dillon Dube,2019-20,CGY,L,C,45,6,10,16,0,6,0.36,5,14,1,2,0,0,0,2,60,10.0,12:41,0.0
Michael Amadio,2019-20,LAK,R,R,68,6,10,16,-11,10,0.24,6,13,0,3,0,0,0,0,99,6.1,13:01,48.3
Colton Sceviour,2019-20,FLA,R,C,69,6,10,16,+2,6,0.23,6,16,0,0,0,0,0,0,114,5.3,13:15,43.9
Justin Faulk,2019-20,STL,R,D,69,5,11,16,-3,32,0.23,4,12,1,3,0,1,0,1,147,3.4,20:34,--
Philippe Myers,2019-20,PHI,R,D,50,4,12,16,+17,30,0.32,4,16,0,0,0,0,0,0,78,5.1,17:06,--
Tucker Poolman,2019-20,WPG,R,D,57,4,12,16,-1,24,0.28,3,15,0,0,1,1,0,1,64,6.3,17:27,--
Ben Hutton,2019-20,LAK,L,D,65,4,12,16,+5,14,0.25,4,16,0,0,0,0,0,1,114,3.5,18:16,--
Alec Martinez,2019-20,"LAK,VGK",L,D,51,3,13,16,-4,23,0.31,3,12,0,4,0,0,0,0,75,4.0,21:30,--
Erik Johnson,2019-20,COL,R,D,59,3,13,16,+9,20,0.27,3,16,0,0,0,0,0,1,99,3.0,21:03,--
Mike Reilly,2019-20,"MTL,OTT",L,D,44,1,15,16,-6,24,0.36,0,6,1,9,0,1,0,1,85,1.2,18:01,--
Drake Caggiula,2019-20,CHI,L,L,40,9,6,15,-3,32,0.38,8,13,1,1,0,1,0,0,56,16.1,11:49,28.6
Colton Sissons,2019-20,NSH,R,C,57,9,6,15,-2,20,0.26,8,14,0,0,1,1,0,2,52,17.3,14:20,51.3
Filip Zadina,2019-20,DET,L,R,28,8,7,15,-13,2,0.54,4,8,4,7,0,0,0,1,60,13.3,15:10,100.0
Pierre Engvall,2019-20,TOR,L,L,48,8,7,15,+4,6,0.31,7,13,0,0,1,2,0,3,72,11.1,11:56,39.1
Tomas Nosek,2019-20,VGK,L,L,67,8,7,15,-2,20,0.22,7,14,0,0,1,1,0,1,93,8.6,11:36,50.1
Riley Sheahan,2019-20,EDM,L,C,66,8,7,15,-13,6,0.23,7,13,0,0,1,2,0,1,70,11.4,12:48,49.0
Jordan Weal,2019-20,MTL,R,C,49,8,7,15,-8,14,0.31,6,10,2,5,0,0,0,2,86,9.3,13:37,49.7
Ryan Reaves,2019-20,VGK,R,R,71,8,7,15,-5,47,0.21,8,15,0,0,0,0,0,1,61,13.1,10:09,46.2
Nicolas Aube-Kubel,2019-20,PHI,R,R,36,7,8,15,+1,19,0.42,5,12,2,3,0,0,0,1,48,14.6,11:17,33.3
Jonathan Drouin,2019-20,MTL,L,L,27,7,8,15,-6,14,0.56,6,11,1,4,0,0,0,1,51,13.7,15:42,33.3
Nic Dowd,2019-20,WSH,R,C,56,7,8,15,+11,28,0.27,4,12,0,0,3,3,0,1,52,13.5,10:50,49.7
Mathieu Perreault,2019-20,WPG,L,C,49,7,8,15,-9,10,0.31,5,13,2,2,0,0,0,0,71,9.9,13:06,68.4
Brian Boyle,2019-20,FLA,L,C,39,6,9,15,-5,17,0.38,5,14,1,1,0,0,0,1,56,10.7,12:23,52.4
Cody Eakin,2019-20,"VGK,WPG",L,C,49,5,10,15,-3,16,0.31,5,14,0,1,0,0,0,1,61,8.2,14:35,48.5
Marc-Edouard Vlasic,2019-20,SJS,L,D,70,5,10,15,-10,10,0.21,4,14,0,0,1,1,0,1,74,6.8,20:18,--
Henri Jokiharju,2019-20,BUF,R,D,69,4,11,15,-6,32,0.22,3,13,1,2,0,0,0,0,78,5.1,17:13,--
Troy Terry,2019-20,ANA,R,R,47,4,11,15,-5,6,0.32,4,13,0,2,0,0,0,0,73,5.5,14:31,37.5
Nate Thompson,2019-20,"MTL,PHI",L,C,70,4,11,15,-1,30,0.21,4,14,0,0,0,1,0,1,67,6.0,12:47,55.0
Ryan Carpenter,2019-20,CHI,R,C,69,3,12,15,-6,28,0.22,2,12,0,0,1,3,0,0,80,3.8,14:04,43.1
Radko Gudas,2019-20,WSH,R,D,63,2,13,15,+15,40,0.24,2,15,0,0,0,0,0,1,90,2.2,16:44,--
Michael Del Zotto,2019-20,ANA,L,D,49,2,13,15,+5,14,0.31,2,14,0,1,0,0,0,0,57,3.5,18:43,--
Casey Cizikas,2019-20,NYI,L,C,48,10,4,14,+12,41,0.29,7,9,0,0,3,5,0,1,67,14.9,14:18,53.5
Carson Soucy,2019-20,MIN,L,D,55,7,7,14,+16,18,0.25,6,13,0,0,1,1,0,1,61,11.5,15:38,--
Austin Watson,2019-20,NSH,R,L,53,6,8,14,-9,65,0.26,6,12,0,0,0,2,0,1,50,12.0,11:37,50.0
Nick Holden,2019-20,VGK,L,D,61,6,8,14,-1,13,0.23,5,12,1,1,0,1,0,0,101,5.9,18:51,--
Michael Frolik,2019-20,"CGY,BUF",L,R,57,6,8,14,-12,28,0.25,4,11,0,0,2,3,0,1,70,8.6,12:26,28.6
Riley Nash,2019-20,CBJ,R,C,64,5,9,14,+6,10,0.22,4,13,0,0,1,1,0,1,64,7.8,11:51,47.9
Zdeno Chara,2019-20,BOS,L,D,68,5,9,14,+26,60,0.21,5,14,0,0,0,0,0,2,86,5.8,21:01,--
Haydn Fleury,2019-20,CAR,L,D,45,4,10,14,-2,8,0.31,4,13,0,0,0,1,0,0,65,6.2,13:40,--
Nikolai Prokhorkin,2019-20,LAK,L,L,43,4,10,14,-6,6,0.33,4,11,0,3,0,0,0,1,63,6.4,12:06,47.6
Leo Komarov,2019-20,NYI,L,R,48,4,10,14,+2,10,0.29,4,13,0,0,0,1,0,1,46,8.7,12:36,39.5
Andrew Cogliano,2019-20,DAL,L,C,68,3,11,14,+2,30,0.21,3,14,0,0,0,0,0,0,68,4.4,12:28,46.0
Andy Greene,2019-20,"NJD,NYI",L,D,63,2,12,14,+1,16,0.22,2,11,0,1,0,2,0,0,60,3.3,19:33,--
Ryan Lindgren,2019-20,NYR,L,D,60,1,13,14,+16,47,0.23,1,14,0,0,0,0,0,0,47,2.1,16:34,--
Brenden Dillon,2019-20,"SJS,WSH",L,D,69,1,13,14,-2,104,0.20,1,13,0,0,0,1,0,0,58,1.7,19:27,--
Carter Verhaeghe,2019-20,TBL,L,C,52,9,4,13,-9,8,0.25,8,12,1,1,0,0,0,1,57,15.8,9:22,45.2
Nicolas Deslauriers,2019-20,ANA,L,L,59,7,6,13,-1,92,0.22,7,13,0,0,0,0,0,1,64,10.9,9:47,--
Antoine Roussel,2019-20,VAN,L,L,41,7,6,13,0,43,0.32,6,11,1,2,0,0,0,1,55,12.7,11:50,50.0
Alexandre Texier,2019-20,CBJ,L,C,36,6,7,13,+3,10,0.36,6,12,0,1,0,0,1,1,49,12.2,12:45,36.5
Zach Aston-Reese,2019-20,PIT,L,C,57,6,7,13,+6,28,0.23,5,12,0,0,1,1,0,0,98,6.1,14:25,30.4
Sammy Blais,2019-20,STL,L,L,40,6,7,13,-2,20,0.33,6,13,0,0,0,0,0,1,56,10.7,12:35,--
Sam Lafferty,2019-20,PIT,R,C,50,6,7,13,+5,23,0.26,6,13,0,0,0,0,0,1,56,10.7,9:37,49.6
Sam Gagner,2019-20,"EDM,DET",R,C,42,6,7,13,-10,12,0.31,4,10,2,3,0,0,0,0,79,7.6,13:21,44.1
Loui Eriksson,2019-20,VAN,L,L,49,6,7,13,-2,12,0.27,6,13,0,0,0,0,0,0,59,10.2,12:22,100.0
Victor Rask,2019-20,MIN,L,C,43,5,8,13,+7,6,0.30,5,13,0,0,0,0,0,2,38,13.2,10:29,44.1
Scott Mayfield,2019-20,NYI,R,D,67,5,8,13,+8,53,0.19,5,11,0,0,0,2,0,1,98,5.1,19:57,--
Adam Boqvist,2019-20,CHI,R,D,41,4,9,13,-3,6,0.32,4,11,0,2,0,0,0,1,50,8.0,16:13,--
Nikita Zadorov,2019-20,COL,L,D,64,4,9,13,+6,65,0.20,4,13,0,0,0,0,0,0,65,6.2,17:46,--
Marco Scandella,2019-20,"BUF,MTL,STL",L,D,62,4,9,13,+14,20,0.21,4,13,0,0,0,0,0,0,77,5.2,17:35,--
Jordan Oesterle,2019-20,ARI,L,D,58,3,10,13,-9,14,0.22,3,11,0,2,0,0,0,0,69,4.4,17:01,--
Robert Hagg,2019-20,PHI,L,D,49,3,10,13,+14,30,0.27,2,12,1,1,0,0,0,0,38,7.9,15:36,--
Jake McCabe,2019-20,BUF,L,D,66,3,10,13,-11,41,0.20,2,12,0,0,1,1,0,1,75,4.0,18:32,--
Jordan Martinook,2019-20,CAR,L,L,45,2,11,13,-2,22,0.29,2,11,0,0,0,2,0,1,44,4.6,11:16,51.6
Max Jones,2019-20,ANA,L,L,59,8,4,12,-6,36,0.20,7,10,0,1,1,1,0,0,102,7.8,14:16,40.7
Sam Bennett,2019-20,CGY,L,C,52,8,4,12,-1,36,0.23,8,11,0,1,0,0,0,0,82,9.8,12:31,51.7
Eric Robinson,2019-20,CBJ,L,L,50,7,5,12,+10,12,0.24,7,12,0,0,0,0,0,3,69,10.1,10:57,36.4
Frederik Gauthier,2019-20,TOR,L,C,61,7,5,12,-4,10,0.20,7,12,0,0,0,0,0,0,42,16.7,9:23,54.7
Melker Karlsson,2019-20,SJS,R,C,61,6,6,12,-7,20,0.20,6,12,0,0,0,0,0,0,56,10.7,12:16,45.2
Trevor Lewis,2019-20,LAK,R,C,56,6,6,12,-7,16,0.21,6,12,0,0,0,0,0,1,92,6.5,11:54,38.8
Cody Glass,2019-20,VGK,R,C,39,5,7,12,-7,6,0.31,4,6,1,6,0,0,0,1,51,9.8,13:22,42.0
Erik Cernak,2019-20,TBL,R,D,67,5,7,12,+11,59,0.18,5,12,0,0,0,0,0,1,125,4.0,18:57,--
Devin Shore,2019-20,"ANA,CBJ",L,C,45,5,7,12,-10,8,0.27,5,10,0,2,0,0,0,1,50,10.0,11:39,47.0
Shayne Gostisbehere,2019-20,PHI,L,D,42,5,7,12,-4,20,0.29,4,7,1,5,0,0,0,1,73,6.9,18:18,--
Denis Malgin,2019-20,"FLA,TOR",R,C,44,4,8,12,-9,14,0.27,3,10,1,1,0,1,0,0,50,8.0,11:59,39.9
Travis Hamonic,2019-20,CGY,R,D,50,3,9,12,-3,27,0.24,3,12,0,0,0,0,0,0,83,3.6,21:12,--
Justin Schultz,2019-20,PIT,R,D,46,3,9,12,-13,6,0.26,3,6,0,6,0,0,0,0,86,3.5,19:52,--
Nikita Zaitsev,2019-20,OTT,R,D,58,1,11,12,-8,22,0.21,1,12,0,0,0,0,0,0,64,1.6,22:09,--
Ryan McDonagh,2019-20,TBL,L,D,50,1,11,12,+7,19,0.24,1,11,0,0,0,1,0,0,50,2.0,20:42,--
Ron Hainsey,2019-20,OTT,L,D,64,1,11,12,+10,12,0.19,1,9,0,0,0,3,0,1,43,2.3,20:41,--
Michael Grabner,2019-20,ARI,L,L,46,8,3,11,-4,6,0.24,7,10,0,0,1,1,0,0,61,13.1,12:22,0.0
Justin Williams,2019-20,CAR,R,R,20,8,3,11,+2,6,0.55,6,8,2,3,0,0,0,2,60,13.3,13:37,30.0
Austin Wagner,2019-20,LAK,L,L,65,6,5,11,-5,39,0.17,6,11,0,0,0,0,0,0,124,4.8,11:45,33.3
Brad Richardson,2019-20,ARI,L,R,59,6,5,11,+1,20,0.19,5,9,0,0,1,2,0,3,76,7.9,13:39,54.0
Max Comtois,2019-20,ANA,L,L,29,5,6,11,-4,24,0.38,3,8,2,3,0,0,0,0,32,15.6,13:58,18.8
Dylan Gambrell,2019-20,SJS,R,C,50,5,6,11,-8,17,0.22,5,10,0,1,0,0,0,1,43,11.6,11:57,46.0
Dante Fabbro,2019-20,NSH,R,D,64,5,6,11,-7,38,0.17,4,10,1,1,0,0,0,0,92,5.4,19:02,--
Victor Mete,2019-20,MTL,L,D,51,4,7,11,+5,20,0.22,4,10,0,1,0,0,0,1,57,7.0,16:00,--
Travis Dermott,2019-20,TOR,L,D,56,4,7,11,+14,37,0.20,4,11,0,0,0,0,0,1,65,6.2,17:19,--
Dominic Toninato,2019-20,FLA,L,C,46,4,7,11,+4,37,0.24,4,11,0,0,0,0,0,0,38,10.5,11:09,47.1
Zack Smith,2019-20,CHI,L,C,50,4,7,11,+2,29,0.22,3,9,0,0,1,2,0,1,43,9.3,11:47,46.3
Brendan Leipsic,2019-20,WSH,L,L,61,3,8,11,+3,13,0.18,3,10,0,1,0,0,0,1,49,6.1,9:10,42.9
Jack Johnson,2019-20,PIT,L,D,67,3,8,11,-1,26,0.16,2,10,0,0,1,1,0,0,63,4.8,19:28,--
Mike Green,2019-20,"DET,EDM",R,D,50,3,8,11,-34,32,0.22,2,7,1,4,0,0,0,1,76,4.0,20:53,--
Mario Ferraro,2019-20,SJS,L,D,61,2,9,11,-15,30,0.18,2,10,0,0,0,1,0,0,63,3.2,15:53,--
Jacob Larsson,2019-20,ANA,L,D,60,2,9,11,-9,12,0.18,2,11,0,0,0,0,0,0,58,3.5,16:09,--
Marc Staal,2019-20,NYR,L,D,52,2,9,11,+5,16,0.21,2,11,0,0,0,0,0,0,46,4.4,17:39,--
Johnny Boychuk,2019-20,NYI,R,D,64,2,9,11,-11,14,0.17,1,10,1,1,0,0,0,0,96,2.1,17:17,--
Nicolas Hague,2019-20,VGK,L,D,38,1,10,11,0,32,0.29,0,7,1,4,0,0,0,0,54,1.9,16:05,--
Colin Miller,2019-20,BUF,R,D,51,1,10,11,-9,22,0.22,1,8,0,3,0,0,1,1,79,1.3,17:08,--
David Savard,2019-20,CBJ,R,D,68,0,11,11,-3,35,0.16,0,9,0,2,0,0,0,0,97,0.0,20:41,--
Jason Demers,2019-20,ARI,R,D,50,0,11,11,+5,25,0.22,0,10,0,0,0,1,0,0,53,0.0,20:30,--
Mackenzie MacEachern,2019-20,STL,L,L,51,7,3,10,+2,33,0.20,7,10,0,0,0,0,0,2,63,11.1,8:57,25.0
Chris Wagner,2019-20,BOS,R,R,67,6,4,10,-8,47,0.15,5,9,0,0,1,1,0,0,78,7.7,12:26,46.2
Trevor Moore,2019-20,"TOR,LAK",L,L,42,6,4,10,-4,6,0.24,6,9,0,0,0,1,0,0,60,10.0,12:54,28.6
Kevin Stenlund,2019-20,CBJ,R,C,32,6,4,10,+2,8,0.31,3,5,3,5,0,0,0,1,57,10.5,13:59,40.3
Evan Rodrigues,2019-20,"BUF,PIT",R,C,45,6,4,10,-8,14,0.22,5,9,1,1,0,0,0,1,75,8.0,11:17,46.7
Jujhar Khaira,2019-20,EDM,L,L,64,6,4,10,-19,38,0.16,6,10,0,0,0,0,0,1,69,8.7,12:32,51.5
Gaetan Haas,2019-20,EDM,R,C,58,5,5,10,-1,6,0.17,5,9,0,1,0,0,0,0,54,9.3,9:42,42.2
Nicolas Roy,2019-20,VGK,R,C,28,5,5,10,+3,8,0.36,4,9,1,1,0,0,0,1,42,11.9,11:26,48.2
Curtis Lazar,2019-20,BUF,R,C,38,5,5,10,-3,9,0.26,5,9,0,0,0,1,0,0,33,15.2,11:50,51.3
Michael Dal Colle,2019-20,NYI,L,L,53,4,6,10,-8,12,0.19,4,10,0,0,0,0,0,0,59,6.8,11:48,71.4
Adam Lowry,2019-20,WPG,L,C,49,4,6,10,-4,23,0.20,3,8,0,0,1,2,0,1,68,5.9,14:58,53.8
Tobias Rieder,2019-20,CGY,L,L,55,4,6,10,-12,6,0.18,3,8,0,0,1,2,0,0,77,5.2,11:05,20.8
Paul Byron,2019-20,MTL,L,L,29,4,6,10,+5,4,0.34,3,9,0,0,1,1,0,0,29,13.8,14:20,16.7
Nathan Gerbe,2019-20,CBJ,L,C,30,4,6,10,-7,22,0.33,4,10,0,0,0,0,0,0,55,7.3,13:45,50.0
Drake Batherson,2019-20,OTT,R,R,23,3,7,10,-12,13,0.43,2,4,1,6,0,0,0,0,32,9.4,15:34,57.1
Jayce Hawryluk,2019-20,"FLA,OTT",R,R,26,3,7,10,+1,16,0.38,3,10,0,0,0,0,0,0,26,11.5,11:06,33.3
Jamie Oleksiak,2019-20,DAL,L,D,69,3,7,10,-6,41,0.14,3,10,0,0,0,0,0,1,76,4.0,15:49,--
Andrew Shaw,2019-20,CHI,R,R,26,3,7,10,-4,33,0.38,2,8,1,2,0,0,0,0,46,6.5,14:27,45.2
Travis Boyd,2019-20,WSH,R,C,24,3,7,10,+9,2,0.42,3,9,0,1,0,0,0,0,26,11.5,11:45,42.0
Colin Blackwell,2019-20,NSH,R,C,27,3,7,10,+7,10,0.37,3,10,0,0,0,0,0,0,31,9.7,10:57,56.1
Vladimir Tarasenko,2019-20,STL,L,R,10,3,7,10,-2,0,1.00,2,7,1,3,0,0,0,0,26,11.5,16:11,--
Dmitry Kulikov,2019-20,WPG,L,D,51,2,8,10,-4,32,0.20,2,10,0,0,0,0,0,1,54,3.7,20:01,--
Luca Sbisa,2019-20,WPG,L,D,44,2,8,10,+1,37,0.23,2,10,0,0,0,0,0,0,49,4.1,17:56,--
Slater Koekkoek,2019-20,CHI,L,D,42,1,9,10,+3,42,0.24,1,10,0,0,0,0,0,1,47,2.1,16:45,--
Dylan DeMelo,2019-20,"OTT,WPG",R,D,59,0,10,10,+4,37,0.17,0,8,0,0,0,2,0,0,74,0.0,20:09,--
Stefan Noesen,2019-20,"PIT,SJS",R,R,40,7,2,9,-1,32,0.23,6,8,1,1,0,0,0,2,67,10.5,11:32,38.9
Christian Fischer,2019-20,ARI,R,R,56,6,3,9,+2,16,0.16,6,9,0,0,0,0,0,1,83,7.2,11:01,27.3
Luke Glendening,2019-20,DET,R,C,60,6,3,9,-29,14,0.15,5,8,0,0,1,1,0,1,76,7.9,15:21,56.1
Greg McKegg,2019-20,NYR,L,C,53,5,4,9,-2,17,0.17,4,7,0,0,1,2,0,0,40,12.5,9:34,49.3
Casey Mittelstadt,2019-20,BUF,L,C,31,4,5,9,-5,2,0.29,3,7,1,2,0,0,0,1,34,11.8,12:46,46.5
Jordan Kyrou,2019-20,STL,R,C,28,4,5,9,+1,8,0.32,4,8,0,1,0,0,0,0,39,10.3,10:54,40.0
Kevin Rooney,2019-20,NJD,L,C,49,4,5,9,+8,20,0.18,2,6,0,0,2,3,0,0,59,6.8,11:44,47.0
Dmytro Timashov,2019-20,"TOR,DET",L,L,44,4,5,9,+1,16,0.20,4,9,0,0,0,0,0,1,37,10.8,8:32,--
Caleb Jones,2019-20,EDM,L,D,43,4,5,9,-1,10,0.21,4,8,0,1,0,0,0,1,38,10.5,14:08,--
Erik Gudbranson,2019-20,"PIT,ANA",R,D,51,4,5,9,0,95,0.18,4,8,0,0,0,1,0,0,78,5.1,19:22,--
Frans Nielsen,2019-20,DET,L,C,60,4,5,9,-13,8,0.15,3,5,0,2,1,2,0,0,86,4.7,13:41,46.1
Joakim Nygard,2019-20,EDM,L,L,33,3,6,9,0,8,0.27,2,8,1,1,0,0,0,0,39,7.7,10:41,50.0
Markus Nutivaara,2019-20,CBJ,L,D,37,3,6,9,+2,4,0.24,3,8,0,1,0,0,0,0,47,6.4,15:55,--
Radim Simek,2019-20,SJS,L,D,48,2,7,9,-13,14,0.19,2,9,0,0,0,0,0,0,40,5.0,17:11,--
Jonas Siegenthaler,2019-20,WSH,L,D,64,2,7,9,+11,43,0.14,2,9,0,0,0,0,0,1,49,4.1,15:44,--
Jacob de la Rose,2019-20,"DET,STL",L,L,50,2,7,9,+2,10,0.18,2,9,0,0,0,0,0,0,46,4.4,10:43,43.1
Ryan Murray,2019-20,CBJ,L,D,27,2,7,9,-9,4,0.33,2,7,0,2,0,0,0,0,32,6.3,19:57,--
Taylor Fedun,2019-20,DAL,R,D,27,2,7,9,+3,8,0.33,2,9,0,0,0,0,0,0,40,5.0,13:45,--
Brayden McNabb,2019-20,VGK,L,D,71,2,7,9,+1,40,0.13,1,8,0,0,1,1,0,0,73,2.7,20:01,--
